cohort,age_band,bin,rank,feature,feature_type,combined_importance,shap_norm,ffa_norm,is_top20,is_pt_like
non_opioid_ed,75_84,extreme,7,item_drug_AZITHROMYCIN,drug,0.0555856113684334,0.1033317773200367,0.0078394454168301,True,False
non_opioid_ed,75_84,extreme,8,item_drug_ALPRAZOLAM,drug,0.0393409612247605,0.0742405067510457,0.0044414156984753,True,False
non_opioid_ed,75_84,extreme,9,item_drug_FUROSEMIDE,drug,0.0393059724973886,0.0761304739966844,0.0024814709980929,True,False
non_opioid_ed,75_84,extreme,10,item_drug_OMEPRAZOLE,drug,0.0232820050945212,0.0441232922688463,0.0024407179201961,True,False
non_opioid_ed,75_84,extreme,11,item_drug_CEPHALEXIN,drug,0.0173609462519487,0.0336053747220923,0.0011165177818052,True,False
non_opioid_ed,75_84,extreme,12,item_drug_ATENOLOL,drug,0.0072940354210203,0.0143342440755798,0.0002538267664608,True,False
non_opioid_ed,75_84,extreme,13,item_drug_FINASTERIDE,drug,0.0036764766318618,0.0072951356645262,5.7817599197366494e-05,True,False
non_opioid_ed,75_84,extreme,14,item_drug_AMOXICILLIN,drug,0.0031764498815327,0.0063193725393442,3.352722372129811e-05,True,False
non_opioid_ed,75_84,extreme,15,item_drug_GABAPENTIN,drug,0.0025314911211874,0.0050219460515775,4.103619079732004e-05,True,False
non_opioid_ed,75_84,extreme,16,item_drug_PREDNISONE,drug,0.0019448096163889,0.0038841675483053,5.451684472529235e-06,True,False
non_opioid_ed,75_84,extreme,17,item_drug_CLOPIDOGREL,drug,0.0005941787938537,0.0011826591323012,5.698455406381482e-06,True,False
non_opioid_ed,75_84,extreme,18,item_drug_HYDROCHLOROTHIAZIDE,drug,0.000105427649825,0.0002102061367103,6.491629396932937e-07,True,False
non_opioid_ed,75_84,high,1,pgx_num_drugs,pgx,0.999999999799312,0.9999999997848962,0.9999999998137276,True,False
non_opioid_ed,75_84,high,2,pgx_num_cpic_drugs,pgx,0.161437357072078,0.2477848670429132,0.0750898471012427,True,False
non_opioid_ed,75_84,high,3,item_drug_LISINOPRIL,drug,0.0743292200471507,0.1368709669111245,0.011787473183177,True,False
non_opioid_ed,75_84,high,4,item_drug_SIMVASTATIN,drug,0.0552992003970011,0.1030163587895205,0.0075820420044817,True,False
non_opioid_ed,75_84,high,5,item_drug_AZITHROMYCIN,drug,0.0517003548121622,0.0961150409771557,0.0072856686471688,True,False
non_opioid_ed,75_84,high,6,item_drug_LORAZEPAM,drug,0.0480961841848446,0.0906151285847853,0.0055772397849039,True,False
non_opioid_ed,75_84,high,7,item_drug_ALPRAZOLAM,drug,0.0348935285965318,0.0658519505410644,0.0039351066519991,True,False
non_opioid_ed,75_84,high,8,item_drug_LEVOFLOXACIN,drug,0.0262028251509628,0.0504953793603834,0.0019102709415423,True,False
non_opioid_ed,75_84,high,9,item_drug_FUROSEMIDE,drug,0.0211586463861381,0.0409811096242588,0.0013361831480174,True,False
non_opioid_ed,75_84,high,10,item_drug_OMEPRAZOLE,drug,0.0193177523806562,0.0366136724261485,0.0020218323351639,True,False
non_opioid_ed,75_84,high,11,item_drug_CEPHALEXIN,drug,0.0091772340571608,0.0177638672164981,0.0005906008978235,True,False
non_opioid_ed,75_84,high,12,item_drug_ATENOLOL,drug,0.0080649673913878,0.0158515891628987,0.000278345619877,True,False
non_opioid_ed,75_84,high,13,item_drug_FINASTERIDE,drug,0.0030098583041774,0.0059728484637723,4.686814458248697e-05,True,False
non_opioid_ed,75_84,high,14,item_drug_AMOXICILLIN,drug,0.0020142671856672,0.0040073518201658,2.1182551168658245e-05,True,False
non_opioid_ed,75_84,high,15,item_drug_GABAPENTIN,drug,0.0018705657727371,0.0037111318987092,2.9999646764936036e-05,True,False
non_opioid_ed,75_84,high,16,item_drug_PREDNISONE,drug,0.0011107700351083,0.0022184266081244,3.1134620923374525e-06,True,False
non_opioid_ed,75_84,high,17,item_drug_CLOPIDOGREL,drug,0.0006421948119413,0.0012787145330228,5.675090859831923e-06,True,False
non_opioid_ed,75_84,high,18,item_drug_HYDROCHLOROTHIAZIDE,drug,0.0001619043907163,0.000323117507072,6.912743605829391e-07,True,False
non_opioid_ed,0_12,low,1,pgx_num_drugs,pgx,0.9999999998318264,0.9999999999451352,0.9999999997185174,True,False
non_opioid_ed,0_12,low,2,pgx_num_cpic_drugs,pgx,0.0523992550117262,0.0743100404743919,0.0304884695490606,True,False
non_opioid_ed,0_12,low,3,item_drug_AMOXICILLIN,drug,0.01919507108122,0.033267053929767,0.0051230882326731,True,False
non_opioid_ed,0_12,low,4,item_drug_CEPHALEXIN,drug,0.0045997228858438,0.0084756839360117,0.0007237618356759,True,False
non_opioid_ed,0_12,low,5,item_drug_CEFDINIR,drug,0.0035326671589708,0.006528917690194,0.0005364166277477,True,False
non_opioid_ed,0_12,low,6,item_drug_AZITHROMYCIN,drug,0.0027588489747416,0.0050500157945845,0.0004676821548986,True,False
non_opioid_ed,0_12,low,7,item_drug_NYSTATIN,drug,0.0026972567751942,0.0050964777332483,0.0002980358171401,True,False
non_opioid_ed,0_12,low,8,item_drug_LORATADINE,drug,0.0021069648029405,0.0039163231579652,0.0002976064479157,True,False
non_opioid_ed,0_12,low,9,item_drug_VYVANSE,drug,0.0019421351718683,0.0037326939986598,0.0001515763450769,True,False
non_opioid_ed,0_12,low,10,item_drug_IBUPROFEN,drug,0.0017826593693483,0.0033164543078767,0.0002488644308198,True,False
non_opioid_ed,0_12,low,11,item_drug_MUPIROCIN,drug,0.0017410645731069,0.0033048846128938,0.00017724453332,True,False
non_opioid_ed,0_12,low,12,item_drug_OFLOXACIN,drug,0.0014454920485224,0.0027931652968239,9.781880022082392e-05,True,False
non_opioid_ed,0_12,low,13,item_drug_CIPRODEX,drug,0.0013138822456851,0.0025189713597793,0.0001087931315908,True,False
non_opioid_ed,0_12,low,14,item_drug_TAMIFLU,drug,0.0011739985572324,0.002261468752864,8.652836160084598e-05,True,False
non_opioid_ed,0_12,low,15,item_drug_PREDNISONE,drug,0.0011705466180613,0.0022325099876215,0.0001085832485011,True,False
non_opioid_ed,0_12,low,16,item_drug_PREDNISOLONE,drug,0.0011389068591348,0.0021980764943225,7.973722394724054e-05,True,False
non_opioid_ed,0_12,low,17,item_drug_ERYTHROMYCIN,drug,0.0011312302247482,0.0021943231992012,6.813725029532283e-05,True,False
non_opioid_ed,0_12,low,18,item_drug_BENZONATATE,drug,0.0005265851518174,0.0010091803787952,4.398992483956373e-05,True,False
non_opioid_ed,0_12,low,19,item_drug_ACYCLOVIR,drug,0.0003419390525166,0.0006669735892249,1.6904515808303153e-05,True,False
non_opioid_ed,0_12,low,20,item_drug_HYDROCORTISONE,drug,0.0003190864816427,0.000610547972484,2.7624990801378945e-05,True,False
non_opioid_ed,0_12,medium,1,pgx_num_drugs,pgx,0.9999999998326158,0.9999999999467142,0.9999999997185174,True,False
non_opioid_ed,0_12,medium,2,pgx_num_cpic_drugs,pgx,0.0549527863376012,0.0779311798104525,0.0319743928647498,True,False
non_opioid_ed,0_12,medium,3,item_drug_AMOXICILLIN,drug,0.0201641576708394,0.0349465082897027,0.0053818070519762,True,False
non_opioid_ed,0_12,medium,4,item_drug_CEPHALEXIN,drug,0.0048799935250521,0.0089920813673659,0.0007679056827384,True,False
non_opioid_ed,0_12,medium,5,item_drug_CEFDINIR,drug,0.0037752826105129,0.0069772673614797,0.0005732978595461,True,False
non_opioid_ed,0_12,medium,6,item_drug_AZITHROMYCIN,drug,0.0036038498496088,0.0065967514151687,0.0006109482840489,True,False
non_opioid_ed,0_12,medium,7,item_drug_LORATADINE,drug,0.0023501955575031,0.0043683941406812,0.000331996974325,True,False
non_opioid_ed,0_12,medium,8,item_drug_IBUPROFEN,drug,0.0022826141729589,0.0042465491604046,0.0003186791855133,True,False
non_opioid_ed,0_12,medium,9,item_drug_NYSTATIN,drug,0.0022322619917657,0.0042178213138208,0.0002467026697106,True,False
non_opioid_ed,0_12,medium,10,item_drug_MUPIROCIN,drug,0.0018820366226341,0.0035724503849319,0.0001916228603363,True,False
non_opioid_ed,0_12,medium,11,item_drug_VYVANSE,drug,0.0018149043114102,0.0034881343046991,0.0001416743181212,True,False
non_opioid_ed,0_12,medium,12,item_drug_PREDNISOLONE,drug,0.0013218630495992,0.0025511646284728,9.256147072574308e-05,True,False
non_opioid_ed,0_12,medium,13,item_drug_OFLOXACIN,drug,0.0013120512777539,0.0025352886135271,8.881394198070872e-05,True,False
non_opioid_ed,0_12,medium,14,item_drug_PREDNISONE,drug,0.0012844052036909,0.0024496415997767,0.0001191688076052,True,False
non_opioid_ed,0_12,medium,15,item_drug_TAMIFLU,drug,0.0012776041851738,0.0024610246201049,9.41837502427572e-05,True,False
non_opioid_ed,0_12,medium,16,item_drug_CIPRODEX,drug,0.0012738877581482,0.0024422662658637,0.0001055092504327,True,False
non_opioid_ed,0_12,medium,17,item_drug_ERYTHROMYCIN,drug,0.0011582874536193,0.0022467897868388,6.978512039990452e-05,True,False
non_opioid_ed,0_12,medium,18,item_drug_BENZONATATE,drug,0.0006299953453846,0.0012073458835877,5.264480718157192e-05,True,False
non_opioid_ed,0_12,medium,19,item_drug_HYDROCORTISONE,drug,0.0005894748804728,0.00112793426668,5.10154942656888e-05,True,False
non_opioid_ed,0_12,medium,20,item_drug_TRETINOIN,drug,0.0003936542924771,0.0007707180926671,1.6590492287078156e-05,True,False
non_opioid_ed,0_12,extreme,1,pgx_num_drugs,pgx,0.9999999998277936,0.9999999999370696,0.9999999997185174,True,False
non_opioid_ed,0_12,extreme,2,pgx_num_cpic_drugs,pgx,0.0619383601048721,0.0878374524567957,0.0360392677529486,True,False
non_opioid_ed,0_12,extreme,3,item_drug_AMOXICILLIN,drug,0.0218327365097369,0.037838162784127,0.0058273102353468,True,False
non_opioid_ed,0_12,extreme,4,item_drug_CEFDINIR,drug,0.0127106586251286,0.0234913676652054,0.0019299495850517,True,False
non_opioid_ed,0_12,extreme,5,item_drug_AZITHROMYCIN,drug,0.0083548519868748,0.0152934283700581,0.0014162756036914,True,False
non_opioid_ed,0_12,extreme,6,item_drug_CEPHALEXIN,drug,0.0074313638623473,0.0136933122275911,0.0011694154971036,True,False
non_opioid_ed,0_12,extreme,7,item_drug_NYSTATIN,drug,0.0058509427408506,0.0110553497463819,0.0006465357353193,True,False
non_opioid_ed,0_12,extreme,8,item_drug_BUDESONIDE,drug,0.0052431510556946,0.0102033282193304,0.0002829738920588,True,False
non_opioid_ed,0_12,extreme,9,item_drug_HYDROCORTISONE,drug,0.0048056422409636,0.0091959080023919,0.0004153764795353,True,False
non_opioid_ed,0_12,extreme,10,item_drug_VYVANSE,drug,0.0047510237999997,0.0091312398861078,0.0003708077138915,True,False
non_opioid_ed,0_12,extreme,11,item_drug_IBUPROFEN,drug,0.0045096416036105,0.0083897166863581,0.0006295665208629,True,False
non_opioid_ed,0_12,extreme,12,item_drug_LORATADINE,drug,0.0039338169541099,0.0073119202415055,0.0005557136667144,True,False
non_opioid_ed,0_12,extreme,13,item_drug_MUPIROCIN,drug,0.0036017096075697,0.0068367215910507,0.0003666976240888,True,False
