iter	Passed	Remaining
420	3274	614
421	3281	606
422	3289	598
423	3297	590
424	3304	583
425	3312	575
426	3319	567
427	3326	559
428	3334	551
429	3342	544
430	3349	536
431	3357	528
432	3365	520
433	3372	512
434	3380	505
435	3387	497
436	3395	489
437	3402	481
438	3410	473
439	3418	466
440	3425	458
441	3433	450
442	3441	442
443	3448	435
444	3456	427
445	3464	419
446	3472	411
447	3479	403
448	3488	396
449	3499	388
450	3511	381
451	3522	374
452	3533	366
453	3543	359
454	3558	351
455	3568	344
456	3578	336
457	3589	329
458	3604	321
459	3620	314
460	3630	307
461	3638	299
462	3645	291
463	3653	283
464	3661	275
465	3669	267
466	3676	259
467	3684	251
468	3692	244
469	3700	236
470	3708	228
471	3715	220
472	3727	212
473	3737	205
474	3748	197
475	3761	189
476	3769	181
477	3782	174
478	3797	166
479	3809	158
480	3819	150
481	3831	143
482	3841	135
483	3851	127
484	3861	119
485	3872	111
486	3883	103
487	3893	95
488	3909	87
489	3923	80
490	3939	72
491	3951	64
492	3961	56
493	3971	48
494	3986	40
495	3999	32
496	4016	24
497	4026	16
498	4034	8
499	4042	0
