article_id,title,pubdate,pmc_id,authors,search_num,source_file,ontology_nodes,domain_primary,node_primary,ooda_phase_primary,key_phrases,comprehend_entities,rq1_score,rq2_score,n1_score,n4_score,n5_score,composite_score,include_recommended,screen_reason,human_decision
3257,"Associations between social adversity, caregiver psychological factors, and language outcomes in 9.5-year-old children born to women with opioid use disorder.",2024,HSHa1b5b21f,"Newbury, Sargayoos, Bora, Henderson",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,caregiver psychological factors; language outcomes; opioid use; social adversity; women,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3261,"Gender differences in receipt of telehealth versus in person behavioral therapy, medication for opioid use disorder (MOUD), and 90-day MOUD retention during the pandemic: A retrospective veteran cohort study.",2024,HSHa1b5b21f,"Livingston, Sarpong, Sistad, Roth, Banducci, Simpson, Hyde, Davenport, Weisberg",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,person behavioral therapy; opioid use disorder; moud; gender differences; telehealth,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
3267,Emotion dysregulation and affective temperaments in opioid use disorder: a 1-year follow-up study.,2024,HSHa1b5b21f,"Zengin İspir, Danışman, Sezer Katar, Tulacı, Özdel",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use; affective temperaments; emotion dysregulation; disorder; a 1-year follow-up study,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3282,Opioid burden in patients with inoperable pancreatic adenocarcinoma and the development of a multivariable risk prediction model for opioid use: A retrospective cohort study.,2023,HSHa1b5b21f,"Koulouris, Baio, Clark, Alexandre",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,inoperable pancreatic adenocarcinoma; opioid use; opioid burden; a multivariable risk prediction model; patients,,0.05,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3290,"Correlates of nonfatal overdose among treatment-seeking individuals with non-heroin opioid use disorder: Findings from a pragmatic, pan-Canadian, randomized control trial.",2023,HSHa1b5b21f,"Crepeault, Ti, Jutras-Aswad, Wood, Le Foll, Lim, Bach, Brar, Socias",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,non-heroin opioid; pan-canadian; nonfatal overdose; disorder; findings,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
3293,Methylation and expression quantitative trait loci rs1799971 in the OPRM1 gene and rs4654327 in the OPRD1 gene are associated with opioid use disorder.,2023,HSHa1b5b21f,"Yu, Zhang, Xun, Tang, Fu, Zhang, Zhu, Zhang",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::pharmacovigilance,clinical_outcomes,opioid_ed,act,quantitative trait loci; opioid use; oprm1; rs4654327; expression,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3299,Risk and Protective Factors Affecting Drug Craving among Patients with Substance Use Disorders Undergoing Opioid Agonists Maintenance Therapy.,2023,HSHa1b5b21f,"Kheirabadi, Asadi, Niroumand Sarvandani, Jamshidi, Mahdavi",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,substance use disorders; opioid agonists maintenance therapy; risk and protective factors affecting drug craving; maintenance therapy; patients,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3302,Opioid Use Disorder Among the Economically Disadvantaged in the Rural South.,,HSHa1b5b21f,"Albright, Suntai, McDaniel, Johnson, Henson, Robertson, McIntosh",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; the economically disadvantaged; the rural south,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3316,Predicting Heterogeneity in Patient Response to Morphine Treatment for Neonatal Opioid Withdrawal Syndrome.,2023,HSHa1b5b21f,"Smolyak, Humphries, Parikh, Gopalakrishnan, Aycan, Bjarnadóttir, Ament, El-Metwally, Beitelshees, Agarwal",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,neonatal opioid withdrawal syndrome; morphine treatment; patient response; heterogeneity,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3355,"Hepatitis C Virus Cascade of Care Among Perinatal Patients in Maine Diagnosed With Opioid Use Disorder, 2015-2020.",,HSHa1b5b21f,"Pfeiffer, O'Connor, Zimmerman, Thakarar, Ahrens",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,hepatitis c virus cascade; perinatal patients; opioid use disorder; care; maine,,0.05,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3370,Identification of Subphenotypes of Opioid Use Disorder Using Unsupervised Machine Learning.,2023,HSHa1b5b21f,"Shah-Mohammadi, Finkelstein",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; unsupervised machine learning; subphenotypes; identification,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3371,Predictors of Linkage to an Opioid Treatment Program and Methadone Treatment Retention following Hospital Discharge in a Safety-Net Setting.,2023,HSHa1b5b21f,"Tierney, Takimoto, Azari, Steiger, Martin",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,methadone treatment retention; opioid treatment program; hospital discharge; an opioid treatment program; linkage,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3377,Buprenorphine versus methadone for the treatment of opioid dependence: a systematic review and meta-analysis of randomised and observational studies.,2023,HSHa1b5b21f,"Degenhardt, Clark, Macpherson, Leppan, Nielsen, Zahra, Larance, Kimber, Martino-Burke, Hickman, Farrell",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid dependence; methadone; randomised and observational studies; meta-analysis; a systematic review,,0.0,0.1429,0.0,0.0,0.0,0.1429,include,score=0.143,
3382,Understanding cigarette smoking among mothers with opioid use disorder.,2023,HSHa1b5b21f,"Wanar, Morrison, Standish, Colson, Drainoni, Colvin, Safon, Crowell, Friedman, Schiff, Parker",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,cigarette smoking; opioid use; mothers; disorder,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3387,Tramadol utilization among patients with higher risk of adverse drug events: A claims analysis of commercially insured and Medicare Advantage members.,2023,HSHa1b5b21f,"Borrelli, Bratberg, Greaney, Kogut",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed|clinical_outcomes::polypharmacy_ed,clinical_outcomes,opioid_ed,act,adverse drug events; higher risk; medicare; patients; commercially insured and medicare advantage members,,0.05,0.0,0.0,0.0,0.0,0.05,include,score=0.050,
3388,"Understanding the relationship between domestic and intimate partner violence, adverse childhood experiences, and chronic opioid use disorder: The patient perspective.",2023,HSHa1b5b21f,"Thiesset, Barber, Moore, Van Komen, Crandall",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,adverse childhood experiences; chronic opioid; domestic and intimate partner violence; disorder; the patient perspective,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3394,Cost-effectiveness of flexible take-home buprenorphine-naloxone versus methadone for treatment of prescription-type opioid use disorder.,2023,HSHa1b5b21f,"Enns, Krebs, Whitehurst, Jutras-Aswad, Le Foll, Socias, Nosyk",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,treatment; methadone; prescription-type opioid; flexible take-home buprenorphine-naloxone; disorder,,0.0,0.2381,0.0,0.0,0.0,0.2381,include,score=0.238,
3395,Breastfeeding Decision-Making Among Mothers with Opioid Use Disorder: A Qualitative Study.,2023,HSHa1b5b21f,"Standish, Morrison, Wanar, Crowell, Safon, Colson, Drainoni, Colvin, Friedman, Schiff, Stulac, Costello, Parker",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,opioid use disorder; mothers; decision-making,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3409,Patients' Perspectives on the Development of Prescription Opioid Use Disorder in Patients with Chronic Non-Cancer Pain.,2023,HSHa1b5b21f,"Davies, Koster, Damen, Beurmanjer, Schellekens, Bouvy",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,chronic non-cancer pain; prescription; patients; the development of prescription opioid use disorder; patients perspectives,,0.0,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
3415,Retention in Office-Based Opioid Treatment and Impact on Emergency Department Use in Adolescents and Young Adults With Opioid Use Disorder.,2023,HSHa1b5b21f,"Ramey, Bonny, Silva Almodóvar, Nahata",11,data/chapter1/1.2_clinical_background/opioid_disorder/opioid_disorder_articles.csv,clinical_outcomes::opioid_ed,clinical_outcomes,opioid_ed,act,young adults; opioid use disorder; adolescents; office-based opioid treatment and impact on emergency department use; office-based opioid,,0.05,0.0952,0.0,0.0,0.0,0.0952,include,score=0.095,
