title,pubdate,pmc_id,authors
A real-world data analysis of piroxicam in the FDA Adverse Event Reporting System (FAERS) database.,2025,PMC12549246,"Wang, Kong"
A real-world data analysis of tirzepatide in the FDA adverse event reporting system (FAERS) database.,2024,PMC11190169,Liu
A real-world disproportionality analysis of Everolimus: data mining of the public version of FDA adverse event reporting system.,2024,PMC10964017,"Zhao, Fu, Cui, Chen, Liu, Luo"
A real-world disproportionality analysis of FDA Adverse Event Reporting System (FAERS) events for ramucirumab.,2024,NA,"Lin, Zheng, Wu, Chen, Nian, Lin, Chen"
A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for alpelisib.,2024,PMC10944239,"Lin, Zheng, Chen, Nian, Lin, Chen"
A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for denosumab.,2024,PMC11424875,"He, Zhang, Shen, Liu"
A real-world disproportionality analysis of FDA adverse event reporting system (FAERS) events for lecanemab.,2025,PMC12000022,"Yan, Zhang, Xu, Luo"
A real-world disproportionality analysis of Rucaparib: Post-marketing Pharmacovigilance Data.,2023,PMC10416473,"Zhang, Ding, Shu, Chen"
A real-world disproportionality analysis of anti-VEGF drugs from the FDA Adverse Event Reporting System.,2024,NA,"Zhou, Lu, He, Chen, Shi, Han, Cai"
A real-world disproportionality analysis of baloxavir marboxil: post-marketing pharmacovigilance data.,2025,NA,"Zhou, Ye, Chen, Zheng"
A real-world disproportionality analysis of cidofovir from the FDA Adverse Event Reporting System (FAERS) database.,2025,NA,"Liu, Wang, Zhou, Cao"
A real-world disproportionality analysis of colchicine: data mining of the public version of FDA Adverse Event Reporting System.,2024,NA,"Xu, Dai, Tian, He"
A real-world disproportionality analysis of cyclosporine from the FDA Adverse Event Reporting System (FAERS) database.,2024,PMC11290814,"Cui, Li, Liu, Zhao, Zhong"
A real-world disproportionality analysis of mepolizumab based on the FDA adverse event reporting system.,2023,PMC10748586,"Li, Wang, Deng, Guo"
A real-world disproportionality analysis of mesalazine data mining of the public version of FDA adverse event reporting system.,2024,PMC10864552,"Liu, Gu, Zhang, Zhou, Wang, Xu"
A real-world disproportionality analysis of ripretinib data mining of the public version of FDA adverse event reporting system.,2025,PMC11959022,"Feng, Fa, Wang, Zhang, Sun, Li"
A real-world disproportionality analysis of roflumilast using the US food and drug administration adverse event reporting system data.,2025,PMC12740929,"Huang, Ma, Wang, Gu, Wang"
A real-world disproportionality analysis of sacubitril/valsartan: data mining of the FDA adverse event reporting system.,2024,PMC11347302,"Wang, Liu"
A real-world disproportionality analysis of semaglutide: Post-marketing pharmacovigilance data.,2024,PMC11442840,"Du, Zhang, Wang, Hu, Xie, Wang, Guo, Zhu, Zhang, Luo, Yang"
A real-world disproportionality analysis of the FDA adverse event reporting system events for ibuprofen.,2025,NA,"Du, Guo, Xu, Yang, Hu, Hu, Yang, Zhang, Wang, Guo, Huang, Zhu, Zhang, Yang"
A real-world drug safety surveillance study from the FAERS database of hepatocellular carcinoma patients receiving durvalumab in combination with tremelimumab.,2025,PMC12605205,"Cheng, Zhang, Yao, Wang, Xue, Chen, Zhang"
A real-world pharmacovigilance analysis for agalsidase beta: findings from the FDA adverse event reporting database.,2024,NA,"Xie, Li, Li, Li, Deng"
A real-world pharmacovigilance analysis for transthyretin inhibitors: findings from the FDA adverse event reporting database.,2024,PMC11169801,"Liu, Li, Hu, Tan, Yin, Li, Zhou, Su"
A real-world pharmacovigilance analysis of ALK inhibitor-associated pleural and pericardial effusion using the FDA Adverse Events Reporting System (FAERS) database from 2013 to 2024.,2025,PMC12364337,Frey
A real-world pharmacovigilance analysis of FDA adverse event reporting system database for upadacitinib.,2023,PMC10469920,"Wu, Wei, Zhang"
A real-world pharmacovigilance analysis of acute renal failure associated with sacubitril/valsartan based on FDA Adverse Event Reporting System (FAERS).,2025,PMC12527209,"Wang, Lai, Chen, Luo, Yi, Lai"
A real-world pharmacovigilance analysis of adverse events associated with irbesartan using the FAERS and JADER databases.,2024,PMC11614654,"Liu, Cui, Deng, Yang, Shi"
