title,pubdate,pmc_id,authors
Predicting Range of Initial Warfarin Dose Based on Pharmacometabolomic and Genetic Inputs.,2021,NA,"Huang, Cao, Luo, Qian, Wei, Xue, Zhou, Zou, Tan, Chu, Ma, Wang, Wu, Zhang, Sun, Li, Fan, Miao, Zhou"
Prediction of adverse drug reactions based on pharmacogenomics combination features: a preliminary study.,2025,PMC11931068,"He, Shi, Han, Cai"
Recommendations for pharmacogenetic testing in clinical practice guidelines in the US.,2024,PMC12097901,"Hertz, Bousman, McLeod, Monte, Voora, Orlando, Crutchley, Brown, Teeple, Rogers, Patel"
"Reply to: ""Is uracil enough for effective pre-emptive DPD testing?"".",2024,NA,"Thomas, Launay, Raymond, Guitton, Loriot, Chatelut, Haufroid, Etienne-Grimaldi"
Reporting Adverse Drug Events: A Comparison of an Online Patient Tool Versus Telephone-Based Monitoring in Community Pharmacy Patients in the Netherlands.,2025,PMC12515233,"Habtemariam, Guchelaar, Manson, Swen, Kant, Böhringer"
Revealing the Future of Pharmacovigilance in Precision Pharmaceutical Monitoring.,2025,NA,"Mittal, Sharma"
Risk factors for adverse drug reactions associated with clopidogrel therapy.,2022,PMC8990878,"Mugosa, Radosavljevic, Sahman, Djordjevic, Todorovic"
Role of Drug-Gene Interactions and Pharmacogenetics in Simvastatin-Associated Pulmonary Toxicity.,2021,PMC8553720,"Jessurun, Drent, Wijnen, Harmsze, van Puijenbroek, Bekers, Bast"
STOP Pain Project-Opioid Response in Pediatric Cancer Patients and Gene Polymorphisms of Cytokine Pathways.,2022,PMC8953705,"Crescioli, Lombardi, Vagnoli, Bettiol, Giunti, Cetica, Coniglio, Provenzano, Giglio, Bonaiuti, Mugelli, Aricò, Messeri, Vannacci, Maggini"
STRIPE partners in precision medicine series: pharmacist perspective.,2024,PMC8579245,"Kong, Donnelly, Abubakar, Dunnenberger, Jones, Rogers, Kisor"
STRIPE partners in precision medicine series: provider perspective.,2024,PMC5047800,"Formea, Atwal, Meintsma, Dawes, Marchant, Kong, Jones, Rogers"
STRIPE partners in precision medicine: laboratory perspective.,2025,PMC10488323,"Kong, Brown, Pratt, Ramey, Jones, Rogers"
STRIPE partners in precision medicine: regulatory perspective.,2025,NA,"Teeple, Shaman, Tatum, Kong, Jones, Rogers"
Sequential Analysis of cfDNA Reveals Clonal Evolution in Patients with Neuroblastoma Receiving ALK-Targeted Therapy.,2024,PMC11292203,"Bobin, Iddir, Butterworth, Masliah-Planchon, Saint-Charles, Bellini, Bhalshankar, Pierron, Combaret, Attignon, André, Corradini, Dumont, Mansuy, Khanfar, Klein, Briandet, Plantaz, Millot, Thouvenin, Aerts, Ndounga-Diakou, Laghouati, Abbou, Jehanno, Tissot, Renault, Baulande, Raynal, Bozec, Bieche, Delattre, Berlanga, Schleiermacher"
"Signal detection in pharmacovigilance: Methods, tools, and workflows from case identification to adverse drug reaction database entry.",2025,NA,"Mugada, Suryadevara, Cheekurumilli, Yarguntla"
Spontaneous Reports of Adverse Reactions with Fatal Outcomes After COVID-19 Vaccination During the National Vaccination Campaign in Sweden.,2025,PMC12420738,"Nurminen, Lindemo, Sundström, Zethelius, Larsson, Attelind, Pihlström, Ljung, Arthurson"
"Study protocol of the HD-MED study aiming to personalize drug treatment in Huntington's disease: a longitudinal, observational study to assess medication use and efficacy in relation to pharmacogenetics.",2023,PMC10634258,"Feleus, van der Lee, Swen, Roos, de Bot"
TGF-β mRNA levels in circulating extracellular vesicles are associated with response to anti-PD1 treatment in metastatic melanoma.,2024,PMC11021649,"Crucitta, Cucchiara, Marconcini, Bulleri, Manacorda, Capuano, Cioni, Nuzzo, de Jonge, Mathjissen, Neri, van Schaik, Fogli, Danesi, Del Re"
TOP10-SCAR: A Global Pharmacovigilance Study on Medications Most Frequently Related to Severe Cutaneous Adverse Reactions.,2025,NA,"Cho, Jo, Park, Oh, Kim, Lee, Lee, Jeong, Lee, Miligkos, Papadopoulos, Yon"
The Impact of LRRK2 G2019S on Parkinson's Disease: Clinical Phenotype and Treatment in Tunisian Patients.,2024,PMC11300391,"Barreh, Sghaier, Abida, Gharbi, Nasri, Mrabet, Souissi, Djebara, Trabelsi, Kacem, Gargouri-Berrechid, Gouider"
The International Society of Pharmacovigilance (ISoP) Pharmacogenomic Special Interest Group: Pharmacogenomics in Pharmacovigilance.,2021,PMC8184708,Yue
The L125F MATE1 variant enriched in populations of Amerindian origin is associated with increased plasma levels of metformin and lactate.,2021,NA,"Morales-Rivera, Alemón-Medina, Martínez-Hernández, Gómez-Garduño, Mirzaeicheshmeh, Altamirano-Bustamante, Ilizaliturri-Flores, Mendoza-Caamal, Pérez-Guillé, García-Álvarez, Contreras-Cubas, Centeno-Cruz, Revilla-Monsalve, García-Ortiz, Barajas-Olmos, Orozco"
The evolution of pharmacovigilance ecosystems: Does Moore's law invite the use of Occam's razor?,2023,NA,"Mueller, Lewis, Alexe"
The expanding family of c-Met inhibitors in solid tumors: a comparative analysis of their pharmacologic and clinical differences.,2022,NA,"Fogli, Tabbò, Capuano, Del Re, Passiglia, Cucchiara, Scavone, Gori, Novello, Schmidinger, Danesi"
Therapeutic drug monitoring of sertraline in children and adolescents: A naturalistic study with insights into the clinical response and treatment of obsessive-compulsive disorder.,2022,NA,"Tini, Smigielski, Romanos, Wewetzer, Karwautz, Reitzle, Correll, Plener, Malzahn, Heuschmann, Unterecker, Scherf-Clavel, Rock, Antony, Briegel, Fleischhaker, Banaschewski, Hellenschmidt, Imgart, Kaess, Kölch, Renner, Reuter-Dang, Rexroth, Schulte-Körne, Theisen, Fekete, Taurines, Gerlach, Egberts, Walitza"
"To be or not to be, when synthetic data meet clinical pharmacology: A focused study on pharmacogenetics.",2025,PMC11706419,"Woillard, Benoist, Destere, Labriffe, Marchello, Josse, Marquet"
Towards personalized pharmacology: Antipsychotics and schizophrenia.,2021,NA,"Carton, Bordet, Montastruc, Guilhaumou"
Tramadol intoxication in children: An emerging issue.,2024,NA,"Drevin, Picard, Baudriller, Pena-Martin, Ferec, Leuger, Briet, Abbara"
Transforming Pharmacovigilance With Pharmacogenomics: Toward Personalized Risk Management.,2025,PMC12598900,"Spahn, Toda, Groat, Aimer, Rogers, Oni-Orisan, Monte, Hakooz"
Treprostinil Iontophoresis in Diabetic Foot Ulcers: A Single Ascending Dose Safety Study.,2025,PMC12627982,"Guigui, Hodaj, Muller, Stanke-Labesque, Blaise, Cracowski, Roustit"
Unexpected severe hepatic and skin toxicities during high dose methotrexate course for osteosarcoma.,2022,NA,"Salaün, Le Nail, Simon, Narciso, De Pinieux, Vegas, Vinceneux"
Unveiling the future: precision pharmacovigilance in the era of personalized medicine.,2024,PMC11133017,"Silva, Pacheco, Araújo, Duarte, Ribeiro-Vaz, Ferreira-da-Silva"
"Updates in SJS/TEN: collaboration, innovation, and community.",2023,PMC10600400,"Marks, Botta, Abe, Beachkofsky, Boothman, Carleton, Chung, Cibotti, Dodiuk-Gad, Grimstein, Hasegawa, Hoofnagle, Hung, Kaffenberger, Kroshinsky, Lehloenya, Martin-Pozo, Micheletti, Mockenhaupt, Nagao, Pakala, Palubinsky, Pasieka, Peter, Pirmohamed, Reyes, Saeed, Shupp, Sukasem, Syu, Ueta, Zhou, Chang, Becker, Bellon, Bonnet, Cavalleri, Chodosh, Dewan, Dominguez, Dong, Ezhkova, Fuchs, Goldman, Himed, Mallal, Markova, McCawley, Norton, Ostrov, Phan, Sanford, Schlundt, Schneider, Shear, Shinkai, Tkaczyk, Trubiano, Volpi, Bouchard, Divito, Phillips"
Use of the Electronic Health Record for Monitoring Adverse Drug Reactions.,2023,PMC8804447,"Muzaffar, Abdul-Massih, Stevenson, Alvarez-Arango"
[Pharmacogenetics of aminoglycoside ototoxicity: State of knowledge and practices - Recommendations of the Francophone Network of Pharmacogenetics (RNPGx)].,2024,NA,"Lebreton, Hennart, Baklouti, Trimouille, Boyer, Becquemont, Dhaenens, Picard"
c4c: Paediatric pharmacovigilance: Methodological considerations in research and development of medicines for children - A c4c expert group white paper.,2022,PMC9788092,"Aurich, Apele-Freimane, Banaschewski, Chouchana, Day, Kaguelidou, Kelly, Kindblom, Neubert, Wong"
