title,authors,pubdate,pmc_id
Building Community-Engaged Multidisciplinary Partnerships to Improve Medication Management in Elderly Patients With Multiple Chronic Conditions.,"Poon, Skelton, Bean, Guinn, Jemerson, Mbue, Charles, Ndefo",2021,PMC8060036
The burden of polypharmacy and drug-drug interactions in older cancer patients treated with immunotherapy.,"Guven, Kavgaci, Aktepe, Yildirim, Sahin, Aksoy, Erman, Kilickap, Yalcin",2022,HSH1fbb06ad
Rapid Fire: Polypharmacy in the Geriatric Patient.,Martinelli,2021,HSH1fbb06ad
A population-based study of self-reported adverse drug events among Lebanese outpatients.,"Ramia, Zeenny, Hallit, Salameh",2021,PMC8041830
Impact of Polypharmacy Prior to Allogeneic Hematopoietic Stem Cell Transplantation in Older Adults.,"Sugidono, Lo, Young, Rosario, Jung, Huang, Sheng, Huang, Olin",2021,HSH1fbb06ad
"Polypharmacy, chemotherapy receipt, and medication-related out-of-pocket costs at end of life among commercially insured adults with advanced cancer.","McDermott, Curtis, Sun, Fedorenko, Kreizenbeck, Ramsey",2022,PMC8494850
Novel agents for atopic dermatitis in patients over 50 years of age: A case series.,"Kiely, Bowe, O'Connor, Bennett, Bourke, Murphy",2021,HSH1fbb06ad
Health in Men Study: is frailty a predictor of medication-related hospitalization?,"Athuraliya, Etherton-Beer",2022,HSH1fbb06ad
High prevalence of recreational and illicit drug use in German people living with HIV with a potential for drug-drug interactions with antiretroviral therapy.,"Funke, Spinner, Esser, Stellbrink, Stoehr, Wolf, Koegl, Bruening, Witte",2021,HSH1fbb06ad
The risk of polypharmacy and potentially inappropriate drugs in residential care dementia patients: tips from the PharE study.,"Gareri, Cotroneo, Pontieri, Palleria, De Sarro",2021,PMC6830364
Inflammatory Bowel Disease in the Older Adult.,"Cohen-Mekelburg, Waljee",2021,HSH1fbb06ad
Bradycardia Shock Caused by the Combined Use of Carteolol Eye Drops and Verapamil in an Elderly Patient with Atrial Fibrillation and Chronic Kidney Disease.,"Arai, Fukamachi, Monden, Akutsu, Murata, Okumura",2021,PMC7835476
