feature,importance_normalized,importance_scaled
item_J7042,0.14134229479613455,0.03077407236697657
item_J7611,0.14134229479613455,0.03077407236697657
item_J2704,0.14134229479613455,0.03077407236697657
item_J2765,0.14134229479613455,0.03077407236697657
item_J301,0.14134229479613455,0.03077407236697657
item_J302,0.14134229479613455,0.03077407236697657
item_J3089,0.14134229479613455,0.03077407236697657
item_J309,0.14134229479613455,0.03077407236697657
item_J3490,0.14134229479613455,0.03077407236697657
item_J3535,0.14134229479613455,0.03077407236697657
item_J121,0.14134229479613455,0.03077407236697657
item_J122,0.14134229479613455,0.03077407236697657
item_J129,0.14134229479613455,0.03077407236697657
item_J157,0.14134229479613455,0.03077407236697657
item_J159,0.14134229479613455,0.03077407236697657
item_J1610,0.14134229479613455,0.03077407236697657
item_J208,0.14134229479613455,0.03077407236697657
item_J2405,0.14134229479613455,0.03077407236697657
item_J09X9,0.14134229479613455,0.03077407236697657
item_J1200,0.14134229479613455,0.03077407236697657
item_M25512,0.14134229479613455,0.03077407236697657
item_M25521,0.14134229479613455,0.03077407236697657
item_M25522,0.14134229479613455,0.03077407236697657
item_M25531,0.14134229479613455,0.03077407236697657
item_M25551,0.14134229479613455,0.03077407236697657
item_M25572,0.14134229479613455,0.03077407236697657
item_M546,0.14134229479613455,0.03077407236697657
item_M79604,0.14134229479613455,0.03077407236697657
item_KP LORATADINE,0.14134229479613455,0.03077407236697657
item_L700,0.14134229479613455,0.03077407236697657
item_L739,0.14134229479613455,0.03077407236697657
item_L980,0.14134229479613455,0.03077407236697657
item_LORATADINE CHILDRENS,0.14134229479613455,0.03077407236697657
item_83704,0.14134229479613455,0.03077407236697657
item_83986,0.14134229479613455,0.03077407236697657
item_84311,0.14134229479613455,0.03077407236697657
item_84436,0.14134229479613455,0.03077407236697657
item_84460,0.14134229479613455,0.03077407236697657
item_84480,0.14134229479613455,0.03077407236697657
item_83605,0.14134229479613455,0.03077407236697657
item_83690,0.14134229479613455,0.03077407236697657
item_81025,0.14134229479613455,0.03077407236697657
item_81382,0.14134229479613455,0.03077407236697657
item_82150,0.14134229479613455,0.03077407236697657
item_82306,0.14134229479613455,0.03077407236697657
item_82553,0.14134229479613455,0.03077407236697657
item_82570,0.14134229479613455,0.03077407236697657
item_80306,0.14134229479613455,0.03077407236697657
item_80307,0.14134229479613455,0.03077407236697657
item_80320,0.14134229479613455,0.03077407236697657
item_80324,0.14134229479613455,0.03077407236697657
item_80329,0.14134229479613455,0.03077407236697657
item_81000,0.14134229479613455,0.03077407236697657
item_LORAZEPAM,0.14134229479613455,0.03077407236697657
item_K148,0.14134229479613455,0.03077407236697657
item_K208,0.14134229479613455,0.03077407236697657
item_K2970,0.14134229479613455,0.03077407236697657
item_K30,0.14134229479613455,0.03077407236697657
item_K5901,0.14134229479613455,0.03077407236697657
item_K5904,0.14134229479613455,0.03077407236697657
item_J8597,0.14134229479613455,0.03077407236697657
item_J9601,0.14134229479613455,0.03077407236697657
item_J9602,0.14134229479613455,0.03077407236697657
item_J9690,0.14134229479613455,0.03077407236697657
item_J9801,0.14134229479613455,0.03077407236697657
item_J9811,0.14134229479613455,0.03077407236697657
item_J988,0.14134229479613455,0.03077407236697657
item_K029,0.14134229479613455,0.03077407236697657
item_PENICILLIN V POTASSIUM,0.14134229479613455,0.03077407236697657
item_PREDNISONE,0.14134229479613455,0.03077407236697657
item_NORTRIPTYLINE HYDROCHLORI,0.14134229479613455,0.03077407236697657
item_OMEPRAZOLE,0.14134229479613455,0.03077407236697657
item_OXCARBAZEPINE,0.14134229479613455,0.03077407236697657
item_PAIN RELIEF CHILDRENS,0.14134229479613455,0.03077407236697657
item_N10,0.14134229479613455,0.03077407236697657
item_N1330,0.14134229479613455,0.03077407236697657
item_N200,0.14134229479613455,0.03077407236697657
item_N390,0.14134229479613455,0.03077407236697657
item_N3944,0.14134229479613455,0.03077407236697657
item_N946,0.14134229479613455,0.03077407236697657
item_NASONEX,0.14134229479613455,0.03077407236697657
item_M79609,0.14134229479613455,0.03077407236697657
item_M79621,0.14134229479613455,0.03077407236697657
item_M79644,0.14134229479613455,0.03077407236697657
item_MIRALAX,0.14134229479613455,0.03077407236697657
item_R1314,0.14134229479613455,0.03077407236697657
item_R159,0.14134229479613455,0.03077407236697657
item_R197,0.14134229479613455,0.03077407236697657
item_R1010,0.14134229479613455,0.03077407236697657
item_R1013,0.14134229479613455,0.03077407236697657
item_R1031,0.14134229479613455,0.03077407236697657
item_R1032,0.14134229479613455,0.03077407236697657
item_PROPRANOLOL HCL,0.14134229479613455,0.03077407236697657
item_Q-DRYL,0.14134229479613455,0.03077407236697657
item_Q103,0.14134229479613455,0.03077407236697657
item_Q9967,0.14134229479613455,0.03077407236697657
item_QUETIAPINE FUMARATE,0.14134229479613455,0.03077407236697657
item_Z111,0.14134229479613455,0.03077407236697657
item_Z135,0.14134229479613455,0.03077407236697657
item_S43402A,0.14134229479613455,0.03077407236697657
item_Z79899,0.14134229479613455,0.03077407236697657
item_ZOLMITRIPTAN,0.14134229479613455,0.03077407236697657
item_11310,0.14134229479613455,0.03077407236697657
item_V6549,0.14134229479613455,0.03077407236697657
item_VYVANSE,0.14134229479613455,0.03077407236697657
item_Z0000,0.14134229479613455,0.03077407236697657
item_Z0189,0.14134229479613455,0.03077407236697657
item_Z022,0.14134229479613455,0.03077407236697657
item_T18108A,0.14134229479613455,0.03077407236697657
item_T18198A,0.14134229479613455,0.03077407236697657
item_T188XXA,0.14134229479613455,0.03077407236697657
item_00170,0.14134229479613455,0.03077407236697657
item_ZOLMITRIPTAN ODT,0.14134229479613455,0.03077407236697657
item_41899,0.14134229479613455,0.03077407236697657
item_43239,0.14134229479613455,0.03077407236697657
item_43247,0.14134229479613455,0.03077407236697657
item_12002,0.14134229479613455,0.03077407236697657
item_17110,0.14134229479613455,0.03077407236697657
item_26725,0.14134229479613455,0.03077407236697657
item_29065,0.14134229479613455,0.03077407236697657
item_29075,0.14134229479613455,0.03077407236697657
item_29085,0.14134229479613455,0.03077407236697657
item_29125,0.14134229479613455,0.03077407236697657
item_R6251,0.14134229479613455,0.03077407236697657
item_S8391XA,0.14134229479613455,0.03077407236697657
item_S93401,0.14134229479613455,0.03077407236697657
item_S93402A,0.14134229479613455,0.03077407236697657
item_SERTRALINE HCL,0.14134229479613455,0.03077407236697657
item_T1490,0.14134229479613455,0.03077407236697657
item_70200,0.14134229479613455,0.03077407236697657
item_71010,0.14134229479613455,0.03077407236697657
item_R6250,0.14134229479613455,0.03077407236697657
item_71101,0.14134229479613455,0.03077407236697657
item_7197,0.14134229479613455,0.03077407236697657
item_72195,0.14134229479613455,0.03077407236697657
item_45380,0.14134229479613455,0.03077407236697657
item_462,0.14134229479613455,0.03077407236697657
item_4659,0.14134229479613455,0.03077407236697657
item_46619,0.14134229479613455,0.03077407236697657
item_49390,0.14134229479613455,0.03077407236697657
item_49392,0.14134229479613455,0.03077407236697657
item_5409,0.14134229479613455,0.03077407236697657
item_29515,0.14134229479613455,0.03077407236697657
item_00740,0.14134229479613455,0.03077407236697657
item_99305,0.14134229479613455,0.03077407236697657
item_99309,0.14134229479613455,0.03077407236697657
item_99310,0.14134229479613455,0.03077407236697657
item_99382,0.14134229479613455,0.03077407236697657
item_99219,0.14134229479613455,0.03077407236697657
item_99221,0.14134229479613455,0.03077407236697657
item_99205,0.14134229479613455,0.03077407236697657
item_99217,0.14134229479613455,0.03077407236697657
item_99218,0.14134229479613455,0.03077407236697657
item_CHILDRENS LORATADINE,0.14134229479613455,0.03077407236697657
item_R198,0.14134229479613455,0.03077407236697657
item_R6259,0.14134229479613455,0.03077407236697657
item_85025,0.13948421332264183,0.030369517355247927
item_96110,0.13935223715605052,0.030340782544431004
item_J020,0.13913241444425015,0.030292921144907194
item_92014,0.1388649041708865,0.0302346768626612
item_94640,0.1385495671200085,0.030166019386583667
item_Z00129,0.13797541421813475,0.03004101064113025
item_87086,0.1378296091212716,0.0300092648950405
item_ONDANSETRON ODT,0.13768111334724323,0.02997693331514978
item_87070,0.13763342627330202,0.029966550538596214
item_81003,0.1363599470291814,0.02968927937589904
item_Z00121,0.13449109728801925,0.02928237981861874
item_74018,0.13217887326723757,0.028778945588639453
item_99223,0.13210272924583527,0.028762366958525045
item_F900,0.13041458557304253,0.02839481204067608
item_90633,0.12959898843688525,0.02821723430057638
item_90734,0.12912818186599462,0.028114726869914286
