feature,scaled_importance_mean,scaled_importance_std,scaled_importance_count,importance_mean,importance_std,recall_mean,logloss_mean
item_R079,0.0009398217056436863,0.0030968731124501173,200,0.0011656328713029152,0.003839156898265675,0.8069561815336463,0.10801359528223087
item_73110,0.0009346566787808712,0.0023340744401642373,200,0.001162540061258629,0.0029080372917699325,0.8069561815336463,0.10801359528223087
item_CLOTRIMAZOLE,0.0009337808626805893,0.0028276428803503946,200,0.0011574256968668877,0.0035056048658459633,0.8069561815336463,0.10801359528223087
item_FLUCONAZOLE,0.0009334154642357138,0.0033452243571116956,200,0.0011598769364764832,0.004163116925435419,0.8069561815336463,0.10801359528223087
item_MIRTAZAPINE,0.0009230537832805839,0.006301792269252792,200,0.0011374298783176002,0.0077701208534473685,0.8069561815336463,0.10801359528223087
item_K828,0.0009225692761845496,0.0034420901698766324,200,0.001138312621153029,0.004233237698387176,0.8069561815336463,0.10801359528223087
item_L300,0.0009162407564993354,0.0018643909328215887,198,0.0011316895560539932,0.0022956384293560724,0.8069584736251403,0.10802240854269517
item_O9952,0.0009121728444282872,0.00166545502567988,199,0.0011278662404329198,0.00204746751529287,0.8068511571944228,0.10802096100652378
item_85610,0.0009078492575940105,0.004602112226868558,200,0.0011261456396372293,0.0057119937598810195,0.8069561815336463,0.10801359528223087
item_S93402A,0.000906717676734127,0.0022628890807236406,200,0.0011224269121153391,0.002808639611252993,0.8069561815336463,0.10801359528223087
item_LEVOCETIRIZINE DIHYDROCHL,0.0009065674971679768,0.002874477978584152,200,0.0011237147006342109,0.0035514123662537278,0.8069561815336463,0.10801359528223087
item_01400,0.0009062021389091648,0.0035089949773058856,200,0.001120323255607531,0.004321303823491862,0.8069561815336463,0.10801359528223087
item_76856,0.0009054059824524069,0.005827133413039056,200,0.001124769550744008,0.007225145759698332,0.8069561815336463,0.10801359528223087
item_84100,0.0008994188484730395,0.00434115207322857,200,0.0011178833204734595,0.005373261407754716,0.8069561815336463,0.10801359528223087
item_84163,0.0008967601256386994,0.0017495909389750124,200,0.001110326832037416,0.0021660404646837044,0.8069561815336463,0.10801359528223087
item_J0190,0.0008956370109857942,0.0052509127287771,200,0.0011021882902869237,0.006469795703054584,0.8069561815336463,0.10801359528223087
item_R3989,0.0008919604527630722,0.0016660261226575962,200,0.0011053565394562306,0.002062547369199169,0.8069561815336463,0.10801359528223087
item_76811,0.0008900419341150173,0.004223183083194641,200,0.0011057851965103381,0.005247736967956877,0.8069561815336463,0.10801359528223087
item_N920,0.0008828206274418143,0.005964995837611957,200,0.0011033649495161024,0.007518049187532514,0.8069561815336463,0.10801359528223087
item_92014,0.000881519379592821,0.005952756127160515,200,0.001091724448507947,0.007374252355233255,0.8069561815336463,0.10801359528223087
item_F908,0.0008772883738103797,0.0032366613818486695,200,0.0010928727077313015,0.004029527975954698,0.8069561815336463,0.10801359528223087
item_Z3201,0.000872458839520869,0.003672920984646324,200,0.001079398146068862,0.004544518251824021,0.8069561815336463,0.10801359528223087
item_H0014,0.0008631508233575781,0.00818829633388404,200,0.0010711401436578971,0.010195985650388503,0.8069561815336463,0.10801359528223087
