feature,importance_raw,importance_normalized,importance_scaled,model_type,mc_cv_mean,mc_cv_sd,rank
item_F1120,6.960575494438823,1,0.6727272727272727,random_forest,0.6727272727272727,0.1519561117926024,1
item_G0479,3.6371246723895987,0.5225321778774604,0.3515216469357461,random_forest,0.6727272727272727,0.1519561117926024,2
item_Z79891,2.2104862307210063,0.31757233758718406,0.2136395725586511,random_forest,0.6727272727272727,0.1519561117926024,3
item_G0480,2.209832408900274,0.3174784054372843,0.2135763818396276,random_forest,0.6727272727272727,0.1519561117926024,4
item_G0481,1.2593640558446064,0.180928151249962,0.12171530174997444,random_forest,0.6727272727272727,0.1519561117926024,5
item_G0482,1.0366617931976019,0.14893334524219248,0.1001915231629295,random_forest,0.6727272727272727,0.1519561117926024,6
item_G0483,1.0172953641141056,0.14615104238534263,0.09831979215013958,random_forest,0.6727272727272727,0.1519561117926024,7
item_G0477,0.7815223588168059,0.11227841138153102,0.07553274947484814,random_forest,0.6727272727272727,0.1519561117926024,8
item_G894,0.6119321524627894,0.08791401701650889,0.05914215690201507,random_forest,0.6727272727272727,0.1519561117926024,9
item_G8929,0.5993999977868055,0.0861135689521216,0.057930946385972716,random_forest,0.6727272727272727,0.1519561117926024,10
item_M4806,0.47981760610309077,0.06893361137831819,0.04637352038177769,random_forest,0.6727272727272727,0.1519561117926024,11
item_M5416,0.4753438250974107,0.06829087989594947,0.045941137384547824,random_forest,0.6727272727272727,0.1519561117926024,12
item_J1040,0.427403642560899,0.06140349212538169,0.04130780379343859,random_forest,0.6727272727272727,0.1519561117926024,13
item_FENTANYL,0.35265673809302256,0.05066488228951456,0.03408364808567343,random_forest,0.6727272727272727,0.1519561117926024,14
item_82570,0.31189338934406563,0.044808563543812435,0.03014394274765564,random_forest,0.6727272727272727,0.1519561117926024,15
item_20610,0.3077891822955985,0.044218927377701424,0.02974727841772641,random_forest,0.6727272727272727,0.1519561117926024,16
item_M47816,0.2780506546489752,0.03994650368653063,0.0268731024800297,random_forest,0.6727272727272727,0.1519561117926024,17
item_96103,0.2681923633869101,0.03853019963667995,0.02592031611922106,random_forest,0.6727272727272727,0.1519561117926024,18
item_Z0001,0.2520371194820987,0.03620923581440424,0.024358940456962852,random_forest,0.6727272727272727,0.1519561117926024,19
item_F1920,0.2514467402096359,0.036124418219517944,0.02430188134767571,random_forest,0.6727272727272727,0.1519561117926024,20
item_M47817,0.22377437062552513,0.032148831774658645,0.021627395921134,random_forest,0.6727272727272727,0.1519561117926024,21
item_GLIPIZIDE,0.21678747960298725,0.03114505112058484,0.02095212529930253,random_forest,0.6727272727272727,0.1519561117926024,22
item_HYDROCODONE/ACETAMINOPHEN,0.21097043928056722,0.030309338566778397,0.020389918672196375,random_forest,0.6727272727272727,0.1519561117926024,23
item_J1030,0.18305070147181424,0.026298213648866142,0.01769152554560086,random_forest,0.6727272727272727,0.1519561117926024,24
item_Q9966,0.17138770060361044,0.024622633680295727,0.016564317203108036,random_forest,0.6727272727272727,0.1519561117926024,25
item_M5417,0.16935225302506252,0.024330208495025606,0.016367594805744498,random_forest,0.6727272727272727,0.1519561117926024,26
item_M150,0.16380378220300076,0.023533080322722222,0.01583134494437677,random_forest,0.6727272727272727,0.1519561117926024,27
item_R300,0.15949287091275183,0.022913747726776217,0.01541470301619491,random_forest,0.6727272727272727,0.1519561117926024,28
item_M545,0.1570513110279617,0.022562977896502724,0.015178730584920015,random_forest,0.6727272727272727,0.1519561117926024,29
item_M1710,0.15254849780195015,0.02191607546298856,0.014743541675101396,random_forest,0.6727272727272727,0.1519561117926024,30
item_OXYCODONE/ACETAMINOPHEN,0.14734591758381332,0.02116864010763706,0.014240721526955841,random_forest,0.6727272727272727,0.1519561117926024,31
item_M25562,0.14678636120146304,0.021088250722765458,0.014186641395314944,random_forest,0.6727272727272727,0.1519561117926024,32
item_62311,0.14634541199879753,0.021024901190385872,0.014144024437168678,random_forest,0.6727272727272727,0.1519561117926024,33
item_Z96651,0.14625058754834766,0.02101127811417247,0.01413485982226148,random_forest,0.6727272727272727,0.1519561117926024,34
item_83036,0.14303614909434906,0.02054947169363055,0.013824190048442368,random_forest,0.6727272727272727,0.1519561117926024,35
item_81227,0.1429940227610884,0.020543419559967996,0.01382011861306938,random_forest,0.6727272727272727,0.1519561117926024,36
item_G912,0.13833447681125502,0.019873999918796636,0.013369781763554101,random_forest,0.6727272727272727,0.1519561117926024,37
item_20612,0.13685076460660037,0.019660840503193708,0.013226383611239404,random_forest,0.6727272727272727,0.1519561117926024,38
item_81001,0.13487633923831244,0.0193771821519747,0.013035558902237525,random_forest,0.6727272727272727,0.1519561117926024,39
item_64493,0.13283295945588702,0.019083617376467563,0.012838069871441815,random_forest,0.6727272727272727,0.1519561117926024,40
item_S4991XA,0.13091136447334295,0.01880754897033084,0.012652351125495292,random_forest,0.6727272727272727,0.1519561117926024,41
item_G4733,0.12933839849764,0.018581566797310854,0.012500326754554574,random_forest,0.6727272727272727,0.1519561117926024,42
item_M67472,0.12829727675824842,0.018431992708182247,0.01239970418550442,random_forest,0.6727272727272727,0.1519561117926024,43
item_M797,0.12527760287837367,0.01799816738981779,0.01210785806224106,random_forest,0.6727272727272727,0.1519561117926024,44
item_HYDROCODONE BITARTRATE/AC,0.12468502008953569,0.017913033223927136,0.012050585987005528,random_forest,0.6727272727272727,0.1519561117926024,45
item_73030,0.12338162590513918,0.017725779427823947,0.011924615251445201,random_forest,0.6727272727272727,0.1519561117926024,46
item_R601,0.12154383344712553,0.017461750618786253,0.011746995870819843,random_forest,0.6727272727272727,0.1519561117926024,47
item_E119,0.11887350068604989,0.017078113840015716,0.011488912946919663,random_forest,0.6727272727272727,0.1519561117926024,48
item_64494,0.1182772587788074,0.01699245398218947,0.011431287224382008,random_forest,0.6727272727272727,0.1519561117926024,49
item_L602,0.11803922758870851,0.01695825692617175,0.011408281932151904,random_forest,0.6727272727272727,0.1519561117926024,50
item_64495,0.11622805494711123,0.01669805248717898,0.011233235309556769,random_forest,0.6727272727272727,0.1519561117926024,51
item_29580,0.11465565346585993,0.01647215141297792,0.011081265496003329,random_forest,0.6727272727272727,0.1519561117926024,52
item_82652,0.11450135829561518,0.01644998439957967,0.011066353141535413,random_forest,0.6727272727272727,0.1519561117926024,53
item_82948,0.11305110552302104,0.016241631976169735,0.01092618878396873,random_forest,0.6727272727272727,0.1519561117926024,54
item_M2550,0.11134719379440126,0.015996837313719606,0.010761508738320462,random_forest,0.6727272727272727,0.1519561117926024,55
item_86803,0.11117520229378294,0.015972127934336288,0.01074488606491714,random_forest,0.6727272727272727,0.1519561117926024,56
item_J2270,0.11064222097328094,0.015895556489787223,0.010693374365856859,random_forest,0.6727272727272727,0.1519561117926024,57
item_87086,0.11011016963489678,0.015819118652311108,0.010641952547918382,random_forest,0.6727272727272727,0.1519561117926024,58
item_M25559,0.10979955833436228,0.015774494281699414,0.010611932516779606,random_forest,0.6727272727272727,0.1519561117926024,59
item_T148,0.10491088947822717,0.015072157404520089,0.010139451344858968,random_forest,0.6727272727272727,0.1519561117926024,60
item_M961,0.1029008237256527,0.01478337873181114,0.009945182055945676,random_forest,0.6727272727272727,0.1519561117926024,61
item_80375,0.10259345034424015,0.014739219541000248,0.009915474963945622,random_forest,0.6727272727272727,0.1519561117926024,62
item_PAROXETINE HYDROCHLORIDE,0.10208591919751449,0.014666304428287058,0.009866422979029475,random_forest,0.6727272727272727,0.1519561117926024,63
item_OYSTER SHELL CALCIUM/VITA,0.10064453798453525,0.014459226548860159,0.00972711604196047,random_forest,0.6727272727272727,0.1519561117926024,64
item_11642,0.10048038620607341,0.014435643473208873,0.00971125106379506,random_forest,0.6727272727272727,0.1519561117926024,65
item_K635,0.09834625289608091,0.014129040475842122,0.009504990865566517,random_forest,0.6727272727272727,0.1519561117926024,66
item_B079,0.09777213268033957,0.014046558759179465,0.009449503165266186,random_forest,0.6727272727272727,0.1519561117926024,67
item_99354,0.09758070034567118,0.014019056387454404,0.009431001569742054,random_forest,0.6727272727272727,0.1519561117926024,68
item_81226,0.09677728923907017,0.013903633301066951,0.009353353311626858,random_forest,0.6727272727272727,0.1519561117926024,69
item_12052,0.09643548629120863,0.01385452774246269,0.009320318663111265,random_forest,0.6727272727272727,0.1519561117926024,70
item_J1100,0.09637656377217416,0.013846062563242733,0.009314623906181475,random_forest,0.6727272727272727,0.1519561117926024,71
item_Z6838,0.0952142886455494,0.013679082817451116,0.009202292077194387,random_forest,0.6727272727272727,0.1519561117926024,72
item_NASONEX,0.09516933093378922,0.013672623910167356,0.009197946994112586,random_forest,0.6727272727272727,0.1519561117926024,73
item_M9903,0.09358466700580675,0.013444961135839496,0.009044792036837479,random_forest,0.6727272727272727,0.1519561117926024,74
item_81225,0.09216402127074413,0.01324086224542481,0.008907489146922144,random_forest,0.6727272727272727,0.1519561117926024,75
item_93293,0.09210341964120845,0.013232155834642526,0.008901632106941336,random_forest,0.6727272727272727,0.1519561117926024,76
item_K625,0.09190395574575938,0.013203499598443602,0.008882354275316605,random_forest,0.6727272727272727,0.1519561117926024,77
item_83986,0.0917357886322618,0.013179339654537823,0.008866101222143626,random_forest,0.6727272727272727,0.1519561117926024,78
item_84311,0.09082497034059649,0.013048485777240895,0.008778072250143876,random_forest,0.6727272727272727,0.1519561117926024,79
item_82043,0.09035595578981323,0.012981104200651721,0.008732742825892975,random_forest,0.6727272727272727,0.1519561117926024,80
item_LACTULOSE,0.0902927779289523,0.012972027672294056,0.008726636797725092,random_forest,0.6727272727272727,0.1519561117926024,81
item_Z45018,0.08993095632677821,0.012920046108059437,0.00869166738178544,random_forest,0.6727272727272727,0.1519561117926024,82
item_82044,0.08991646672968825,0.012917964441521731,0.008690266987932802,random_forest,0.6727272727272727,0.1519561117926024,83
item_G0439,0.0895223429538708,0.012861342144107913,0.00865217562421805,random_forest,0.6727272727272727,0.1519561117926024,84
item_Z79899,0.08884570566185344,0.012764132180282658,0.00858677983037197,random_forest,0.6727272727272727,0.1519561117926024,85
