feature,scaled_importance_mean,scaled_importance_std,scaled_importance_count,importance_mean,importance_std,recall_mean,logloss_mean
item_SUBOXONE,0.03887278486636805,0.0025533841946523395,25,0.04668635558180746,0.003209051577072277,0.832821238938053,0.11341226754698833
item_80307,0.032728516901975355,0.0027461742604589084,25,0.03929592439456588,0.0032679234070649814,0.832821238938053,0.11341226754698833
item_H0020,0.031663933845245136,0.007380644465240197,25,0.03802953337271118,0.008907069362887257,0.832821238938053,0.11341226754698833
item_G0483,0.02183282542901799,0.002224946632540902,25,0.02621618428824574,0.0026741258110571527,0.832821238938053,0.11341226754698833
item_BUPRENORPHINE HCL/NALOXON,0.008968299870889509,0.00088225599947401,25,0.010769049025398707,0.0010641198369652485,0.832821238938053,0.11341226754698833
item_80305,0.00860409243684302,0.0016817162336071059,25,0.010329592439456596,0.002004234855092568,0.832821238938053,0.11341226754698833
item_80348,0.0074780883283065555,0.0017680855791591644,25,0.008978145304193733,0.0021143364849235966,0.832821238938053,0.11341226754698833
item_G0480,0.007057402631345113,0.001678493266156539,25,0.008472533963378633,0.0020078407751831077,0.832821238938053,0.11341226754698833
item_G0482,0.006982404382438869,0.0017043499750067494,25,0.008382752510336666,0.0020414319474964383,0.832821238938053,0.11341226754698833
item_99396,0.006459351938486946,0.001117774114063555,25,0.0077542823390431125,0.0013316811388740728,0.832821238938053,0.11341226754698833
item_G0481,0.0054363451797876765,0.0010289639828875746,25,0.006525694034258716,0.0012254416213491996,0.832821238938053,0.11341226754698833
item_G0444,0.004026517936950178,0.0006029516058107835,25,0.004834022445363271,0.0007168928401795806,0.832821238938053,0.11341226754698833
item_90853,0.0036306967262387047,0.0010311919192880492,25,0.004356763142350859,0.0012278308052951733,0.832821238938053,0.11341226754698833
item_82075,0.0036000731800385805,0.000569084313771252,25,0.004323685764914358,0.000688830702285338,0.832821238938053,0.11341226754698833
item_G8929,0.003355760575822365,0.0010749647683308216,25,0.004025989367985829,0.0012827687082360788,0.832821238938053,0.11341226754698833
item_GABAPENTIN,0.003157625830462757,0.001125134700944418,25,0.0037897223862965123,0.0013421371827636926,0.832821238938053,0.11341226754698833
item_F1123,0.0029135005671453197,0.0007758829431450477,25,0.003496751329001797,0.0009239116524237059,0.832821238938053,0.11341226754698833
item_99214,0.002402611900119712,0.0012701858494295643,25,0.002882457176609581,0.0015220435589752392,0.832821238938053,0.11341226754698833
item_G0439,0.0023437500588053863,0.0010259994075767062,25,0.0028115770821027742,0.0012253087523135678,0.832821238938053,0.11341226754698833
item_90792,0.0020119040923323116,0.0009104715896258133,25,0.002414648552864751,0.0010891796811537953,0.832821238938053,0.11341226754698833
item_I10,0.0020034904787542846,0.0011002293524769546,25,0.0024051978735971868,0.001322039913388069,0.832821238938053,0.11341226754698833
item_F1110,0.0019134832130218438,0.0007745905113435097,25,0.002296515062020057,0.0009252198109486749,0.832821238938053,0.11341226754698833
item_OXYCODONE HYDROCHLORIDE,0.0018802770387174733,0.00108112187409754,25,0.0022587123449498005,0.0013076404515345204,0.832821238938053,0.11341226754698833
item_77067,0.0018279068940823579,0.0012939298095166313,25,0.002192557590076798,0.0015474585492001184,0.832821238938053,0.11341226754698833
item_99204,0.0017217314397127029,0.0010681956258754939,25,0.0020649734199645444,0.001281045007134496,0.832821238938053,0.11341226754698833
item_90791,0.0015797889278601812,0.0008870118762414576,25,0.001899586532782065,0.0010697007708881973,0.832821238938053,0.11341226754698833
item_96127,0.0015012914185950708,0.0009483417944282243,25,0.0018003544004725612,0.0011378489630545282,0.832821238938053,0.11341226754698833
