title,pubdate,pmc_id,authors
Predicting Effective Adaptation to Breast Cancer to Help Women BOUNCE Back: Protocol for a Multicenter Clinical Pilot Study.,2022,PMC9607923,"Pettini, Sanchini, Pat-Horenczyk, Sousa, Masiero, Marzorati, Galimberti, Munzone, Mattson, Vehmanen, Utriainen, Roziner, Lemos, Frasquilho, Cardoso, Oliveira-Maia, Kolokotroni, Stamatakos, Leskelä, Haavisto, Salonen, Richter, Karademas, Poikonen-Saksela, Mazzocco"
Prospective UTE two-component MRI analysis of graft ligamentization after ACL reconstruction and association with demographic and surgical factors.,2025,PMC12579095,"Fukuda, Ogihara, Yonenaga, Kubota, Hayashi, Itou, Kitagawa, Murata, Sommer"
Quantitative Assessment of Iteratively Denoised 3D SPACE with Inner-Volume Excitation and Simultaneous Multi-Slice BLADE for Optimizing Female Pelvis Magnetic Resonance Imaging at 1.5 T.,2023,NA,"Hausmann, Pindur, Todorski, Weiland, Kuehn, Zhou, Bosshard, Prummer, Kubik-Huch"
SARS-CoV-2 infection reduces quality of sperm parameters: prospective one year follow-up study in 93 patients.,2023,PMC10257361,"Depuydt, Bosmans, Jonckheere, Donders, Ombelet, Coppens, Donders"
Spatio-Temporal Multiscale Analysis of Western Diet-Fed Mice Reveals a Translationally Relevant Sequence of Events during NAFLD Progression.,2021,PMC8533774,"Ghallab, Myllys, Friebel, Duda, Edlund, Halilbasic, Vucur, Hobloss, Brackhagen, Begher-Tibbe, Hassan, Burke, Genc, Frohwein, Hofmann, Holland, González, Keller, Seddek, Abbas, Mohammed, Teufel, Itzel, Metzler, Marchan, Cadenas, Watzl, Nitsche, Kappenberg, Luedde, Longerich, Rahnenführer, Hoehme, Trauner, Hengstler"
Temporal and Comorbidity-Aware Representation of Longitudinal Patient Trajectories from Electronic Health Records.,2026,NA,"M, S, Chacko"
"The dynamic, combinatorial cis-regulatory lexicon of epidermal differentiation.",2021,PMC8763320,"Kim, Risca, Reynolds, Chappell, Rubin, Jung, Donohue, Lopez-Pajares, Kathiria, Shi, Zhao, Deep, Sharmin, Rao, Lin, Chang, Snyder, Greenleaf, Kundaje, Khavari"
The interplay of mutagenesis and ecDNA shapes urothelial cancer evolution.,2024,PMC11541202,"Nguyen, Hooper, Liu, Chu, Geiger, Shelton, Shah, Goldstein, Winterkorn, Helland, Sigouros, Manohar, Moyer, Al Assaad, Semaan, Cohen, Madorsky Rowdo, Wilkes, Osman, Singh, Sboner, Valentine, Abbosh, Tagawa, Nanus, Nauseef, Sternberg, Molina, Scherr, Inghirami, Mosquera, Elemento, Robine, Faltas"
"Underuse, overuse, and guideline-based use of cervical cancer screening: social disparities in temporal screening trajectories in the French CONSTANCES cohort.",2025,PMC12522561,"Sassenou, Ringa, Zins, Ozguler, Paquet, Rigal"
"Unpacking multi-level governance of antimicrobial resistance policies: the case of Guangdong, China.",2022,PMC9558914,"Chan, Wernli, Liu, Tun, Fukuda, Lam, Xiao, Zhou, Grépin"
Unraveling multimodality of digital health records by comparing mortality trajectories of diagnoses of diseases from over 12 million patients.,2025,PMC11793822,Paik
Unravelling the Persistence of the Rare Serovar Salmonella Mikawasima in a Hospital Setting: A Whole-Genome Sequencing Study.,2025,PMC12113854,"Ferencak, Gveric Grginic, Juzbasic, Tabain, Tonkic, Goic-Barisic, Juric, Jankovic, Katic, Novak"
Using Markov chains and temporal alignment to identify clinical patterns in Dementia.,2023,NA,"Costa, Colaço, Carvalho, Vinga, Teixeira"
Utilizing Reduced Labeled Proton Clearance to Identify Preclinical Alzheimer Disease with 3D ASL MRI.,2023,PMC10603764,"Joseph, Kreilach, Reyna, Kepler, Taylor, Kang, McCorkle, Rider"
Validating a T1-weighted cine MRI for a 1.5T MR-Linac with temporal resolution appropriate for respiratory motion.,2025,PMC12174060,"Shaffer, Dresner, Ying, Alberts, Kruiskamp, Caster, Hyer, Snyder, St-Aubin"
Whole genome sequencing as a ticket to cancer treatment in the Netherlands: Are inequalities in access to molecular diagnostics unfair?,2024,NA,"Smids, Bomhof, IJzerman, Bunnik"
Zero-shot medical event prediction using a generative pretrained transformer on electronic health records.,2025,PMC12646381,"Redekop, Wang, Kulkarni, Pleasure, Chin, Hassanzadeh, Hill, Emami, Speier, Arnold"
