feature,importance_normalized,importance_scaled,n_models,models
item_LEVOFLOXACIN,0.1516288502444713,0.043540494396813095,3,"catboost,xgboost,xgboost_rf"
item_OMEPRAZOLE,0.1364381443313749,0.03917845613940749,3,"catboost,xgboost,xgboost_rf"
item_AMIODARONE HYDROCHLORIDE,0.13385042414466913,0.03843538767909717,3,"catboost,xgboost,xgboost_rf"
item_OMEPRAZOLE DR,0.11575075519081546,0.033238035503710794,3,"catboost,xgboost,xgboost_rf"
item_LORAZEPAM,0.11546298330456704,0.033155401294056384,3,"catboost,xgboost,xgboost_rf"
item_DONEPEZIL HCL,0.1131562372717112,0.03249301506243558,3,"catboost,xgboost,xgboost_rf"
item_METOPROLOL TARTRATE,0.11012782627395351,0.031623401450866805,3,"catboost,xgboost,xgboost_rf"
item_AMOXICILLIN/CLAVULANATE P,0.10931730723287139,0.03139065946469565,3,"catboost,xgboost,xgboost_rf"
item_HYDRALAZINE HYDROCHLORIDE,0.10814766279266669,0.03105479398056854,3,"catboost,xgboost,xgboost_rf"
item_XARELTO,0.1061305151129419,0.030475566431820415,3,"catboost,xgboost,xgboost_rf"
item_MIRTAZAPINE,0.10232874249700642,0.02938388065424438,3,"catboost,xgboost,xgboost_rf"
item_BUMETANIDE,0.10172443929147583,0.029210353912519707,3,"catboost,xgboost,xgboost_rf"
item_MEMANTINE HYDROCHLORIDE,0.09544605634187589,0.027407505066819444,3,"catboost,xgboost,xgboost_rf"
item_CARBIDOPA/LEVODOPA,0.08042256363669541,0.023093482379871556,3,"catboost,xgboost,xgboost_rf"
item_CYCLOBENZAPRINE HYDROCHLO,0.08010035972948912,0.023000960954076083,3,"catboost,xgboost,xgboost_rf"
item_SIMVASTATIN,0.07973394052560583,0.02289574302709291,3,"catboost,xgboost,xgboost_rf"
item_METHYLPREDNISOLONE DOSE P,0.0758726390800929,0.021786963440083598,3,"catboost,xgboost,xgboost_rf"
item_ESCITALOPRAM OXALATE,0.07474851429565145,0.02146416900617885,3,"catboost,xgboost,xgboost_rf"
item_ALPRAZOLAM,0.07316649329951369,0.021009888859578,3,"catboost,xgboost,xgboost_rf"
item_LEVETIRACETAM,0.072451248208213,0.020804504957768317,3,"catboost,xgboost,xgboost_rf"
item_LEVOTHYROXINE SODIUM,0.07112043320829017,0.02042235906037537,3,"catboost,xgboost,xgboost_rf"
item_MIDODRINE HCL,0.06991558286558218,0.02007638413864316,3,"catboost,xgboost,xgboost_rf"
item_FAMOTIDINE,0.06797478639301531,0.01951908097501099,3,"catboost,xgboost,xgboost_rf"
item_DEXAMETHASONE,0.0652976125936506,0.018750325750509878,3,"catboost,xgboost,xgboost_rf"
item_SERTRALINE HCL,0.06404320811148989,0.018390121269378508,3,"catboost,xgboost,xgboost_rf"
item_DULOXETINE HYDROCHLORIDE,0.06396888271199559,0.0183687785985411,3,"catboost,xgboost,xgboost_rf"
item_LISINOPRIL/HYDROCHLOROTHI,0.06299598469677337,0.018089409200750667,3,"catboost,xgboost,xgboost_rf"
item_SHINGRIX,0.06271238209613543,0.018007972208884747,3,"catboost,xgboost,xgboost_rf"
item_ATORVASTATIN CALCIUM,0.059828637608280326,0.01717989984328377,3,"catboost,xgboost,xgboost_rf"
item_MECLIZINE HCL,0.05797026285792772,0.016646264223977497,3,"catboost,xgboost,xgboost_rf"
item_PROAIR HFA,0.05488571537297453,0.01576053092013214,3,"catboost,xgboost,xgboost_rf"
item_TRELEGY ELLIPTA,0.05414364138604278,0.015547443053160066,3,"catboost,xgboost,xgboost_rf"
item_CEFUROXIME AXETIL,0.05341125909254178,0.015337138173217418,3,"catboost,xgboost,xgboost_rf"
item_POTASSIUM CHLORIDE ER,0.05278757401242624,0.0151580458916868,3,"catboost,xgboost,xgboost_rf"
item_TORSEMIDE,0.05195157356934478,0.014917986875549474,3,"catboost,xgboost,xgboost_rf"
item_AZITHROMYCIN,0.04905597428327291,0.014086510383527302,3,"catboost,xgboost,xgboost_rf"
item_DIAZEPAM,0.048861604631677165,0.014030696791901632,3,"catboost,xgboost,xgboost_rf"
item_DICYCLOMINE HYDROCHLORIDE,0.04845795139520588,0.013914787046147464,3,"catboost,xgboost,xgboost_rf"
item_TAMSULOSIN HYDROCHLORIDE,0.048425074040918996,0.013905346255309821,3,"catboost,xgboost,xgboost_rf"
item_LIDOCAINE,0.04718412968355478,0.013549006872986083,3,"catboost,xgboost,xgboost_rf"
item_MEMANTINE HYDROCHLORIDE E,0.04709670762271798,0.013523903472519186,3,"catboost,xgboost,xgboost_rf"
item_CITALOPRAM,0.04657045629252348,0.013372789465806702,3,"catboost,xgboost,xgboost_rf"
item_LOSARTAN POTASSIUM/HYDROC,0.04539553002827648,0.013035407296498982,3,"catboost,xgboost,xgboost_rf"
item_METOPROLOL SUCCINATE ER,0.04287400951398434,0.01231134819002304,3,"catboost,xgboost,xgboost_rf"
item_CALCIUM ACETATE,0.04280904320664846,0.01229269299916735,3,"catboost,xgboost,xgboost_rf"
item_HYDROCHLOROTHIAZIDE,0.04269572931181808,0.012260154712456157,3,"catboost,xgboost,xgboost_rf"
item_LANTUS SOLOSTAR,0.042537718340834786,0.012214781580722712,3,"catboost,xgboost,xgboost_rf"
item_TRAZODONE HYDROCHLORIDE,0.042380168670693434,0.012169540912347603,3,"catboost,xgboost,xgboost_rf"
item_ACETAMINOPHEN/CODEINE,0.041751426779580686,0.01198899655853302,3,"catboost,xgboost,xgboost_rf"
item_LISINOPRIL,0.04140509110799445,0.01188954565361747,3,"catboost,xgboost,xgboost_rf"
item_AMLODIPINE BESYLATE,0.040272538045207966,0.011564331024575287,3,"catboost,xgboost,xgboost_rf"
item_METRONIDAZOLE,0.03989246839629971,0.011455193347991922,3,"catboost,xgboost,xgboost_rf"
item_VENTOLIN HFA,0.03985110467050516,0.01144331568046173,3,"catboost,xgboost,xgboost_rf"
item_HYDROMORPHONE HCL,0.03976233913565667,0.011417826499039663,3,"catboost,xgboost,xgboost_rf"
item_FLUCONAZOLE,0.03804226966854608,0.010923905488136341,3,"catboost,xgboost,xgboost_rf"
item_MECLIZINE HYDROCHLORIDE,0.037906608721566044,0.01088495020560055,3,"catboost,xgboost,xgboost_rf"
item_METHOCARBAMOL,0.036371692800084544,0.0104441963650808,3,"catboost,xgboost,xgboost_rf"
item_HYDROXYZINE HYDROCHLORIDE,0.03617307708603964,0.010387163509060668,3,"catboost,xgboost,xgboost_rf"
item_CLONAZEPAM,0.03583117843821778,0.010288986703421344,3,"catboost,xgboost,xgboost_rf"
item_CEFDINIR,0.035676343273253634,0.010244525510042369,3,"catboost,xgboost,xgboost_rf"
item_NITROGLYCERIN,0.034095589905473525,0.009790609365182048,3,"catboost,xgboost,xgboost_rf"
item_MEGESTROL ACETATE,0.034071591650506404,0.009783718223527643,3,"catboost,xgboost,xgboost_rf"
item_POLYETHYLENE GLYCOL 3350,0.03220716216906881,0.009248343977406915,3,"catboost,xgboost,xgboost_rf"
item_MUPIROCIN,0.03180993109227015,0.009134278366240528,3,"catboost,xgboost,xgboost_rf"
item_NYSTATIN,0.03149169536386127,0.009042896410054008,3,"catboost,xgboost,xgboost_rf"
item_NAPROXEN,0.03145605439498215,0.009032662042364243,3,"catboost,xgboost,xgboost_rf"
item_SPIRONOLACTONE,0.03115469628460671,0.008946126524254855,3,"catboost,xgboost,xgboost_rf"
item_RENVELA,0.031150863140763724,0.00894502583017356,3,"catboost,xgboost,xgboost_rf"
item_SUCRALFATE,0.03099590690732679,0.008900529871767003,3,"catboost,xgboost,xgboost_rf"
item_SYMBICORT,0.030848781605785063,0.00885828257940095,3,"catboost,xgboost,xgboost_rf"
item_LACTULOSE,0.030695342333014755,0.008814222218951501,3,"catboost,xgboost,xgboost_rf"
item_CALCITRIOL,0.03035837607706946,0.008717461758424062,3,"catboost,xgboost,xgboost_rf"
item_DONEPEZIL HYDROCHLORIDE,0.03035210507161235,0.008715661028038469,3,"catboost,xgboost,xgboost_rf"
item_CLINDAMYCIN HCL,0.029451264782080308,0.008456983134513893,3,"catboost,xgboost,xgboost_rf"
item_CLONIDINE HYDROCHLORIDE,0.029384074774098677,0.008437689404057392,3,"catboost,xgboost,xgboost_rf"
item_OLANZAPINE,0.029259992513418074,0.00840205896191398,3,"catboost,xgboost,xgboost_rf"
item_LOVASTATIN,0.029019334325495777,0.008332953534642825,3,"catboost,xgboost,xgboost_rf"
item_BRILINTA,0.02881493942866223,0.00827426117599228,3,"catboost,xgboost,xgboost_rf"
item_MYRBETRIQ,0.028540433798239177,0.008195436395325157,3,"catboost,xgboost,xgboost_rf"
item_LIDOCAINE VISCOUS,0.02823515438627553,0.008107774868480926,3,"catboost,xgboost,xgboost_rf"
item_HYDROCODONE/ACETAMINOPHEN,0.02780170030298112,0.007983307756486558,3,"catboost,xgboost,xgboost_rf"
item_ROPINIROLE HCL,0.027363092689835247,0.007857360799216968,3,"catboost,xgboost,xgboost_rf"
item_RISPERIDONE,0.027241041160111727,0.007822313485084588,3,"catboost,xgboost,xgboost_rf"
item_NITROFURANTOIN MACROCRYST,0.027125002733599246,0.0077889928442485224,3,"catboost,xgboost,xgboost_rf"
item_MONTELUKAST SODIUM,0.027082899261226284,0.007776902757170861,3,"catboost,xgboost,xgboost_rf"
item_LANTUS,0.02655410300541592,0.0076250579705353025,3,"catboost,xgboost,xgboost_rf"
item_BREO ELLIPTA,0.02652887975453569,0.007617815069122745,3,"catboost,xgboost,xgboost_rf"
item_TRESIBA FLEXTOUCH,0.026523033811982365,0.007616136396307006,3,"catboost,xgboost,xgboost_rf"
item_BENZONATATE,0.026444629981537925,0.00759362259675863,3,"catboost,xgboost,xgboost_rf"
item_LATANOPROST,0.0255093946610204,0.007325068108829445,3,"catboost,xgboost,xgboost_rf"
item_BUPROPION HYDROCHLORIDE E,0.02548707587785306,0.007318659230493465,3,"catboost,xgboost,xgboost_rf"
item_DICLOFENAC SODIUM,0.025479583628941063,0.007316507817874783,3,"catboost,xgboost,xgboost_rf"
item_SPIRIVA HANDIHALER,0.02542217223846238,0.007300022034849851,3,"catboost,xgboost,xgboost_rf"
item_BUSPIRONE HYDROCHLORIDE,0.025413084448098405,0.007297412459661592,3,"catboost,xgboost,xgboost_rf"
item_ESOMEPRAZOLE MAGNESIUM,0.024954792653132774,0.007165813154525174,3,"catboost,xgboost,xgboost_rf"
item_LYRICA,0.024477402612072346,0.007028729754008894,3,"catboost,xgboost,xgboost_rf"
item_PROCHLORPERAZINE MALEATE,0.024376814106027773,0.006999845585351306,3,"catboost,xgboost,xgboost_rf"
item_FLUDROCORTISONE ACETATE,0.024048449967118173,0.00690555523805093,3,"catboost,xgboost,xgboost_rf"
item_CARAFATE,0.023712311952510605,0.006809032608498707,3,"catboost,xgboost,xgboost_rf"
item_OXYBUTYNIN CHLORIDE ER,0.022927149196348123,0.006583571724701459,3,"catboost,xgboost,xgboost_rf"
item_SERTRALINE HYDROCHLORIDE,0.022878833769614568,0.00656969786386574,3,"catboost,xgboost,xgboost_rf"
item_DULOXETINE HCL,0.022680122691575905,0.006512637623904957,3,"catboost,xgboost,xgboost_rf"
item_IBUPROFEN,0.022253129593097058,0.006390025795207311,3,"catboost,xgboost,xgboost_rf"
item_METOLAZONE,0.02174669349871606,0.006244601768749367,3,"catboost,xgboost,xgboost_rf"
item_DIPHENOXYLATE/ATROPINE,0.02152297615102169,0.00618036093392109,3,"catboost,xgboost,xgboost_rf"
item_KLOR-CON M20,0.021476165683262976,0.006166919224735309,3,"catboost,xgboost,xgboost_rf"
item_FLECAINIDE ACETATE,0.021340000489600264,0.00612781914686653,3,"catboost,xgboost,xgboost_rf"
item_LIDOCAINE/PRILOCAINE,0.02109249119977442,0.006056746413482045,3,"catboost,xgboost,xgboost_rf"
item_RANITIDINE HYDROCHLORIDE,0.02065135557748955,0.005930073533885838,3,"catboost,xgboost,xgboost_rf"
item_CITALOPRAM HYDROBROMIDE,0.020434154864863795,0.005867703962423562,3,"catboost,xgboost,xgboost_rf"
item_LAMOTRIGINE,0.019966952788222383,0.005733546054034841,3,"catboost,xgboost,xgboost_rf"
item_HUMALOG KWIKPEN,0.019942764877353397,0.00572660045235044,3,"catboost,xgboost,xgboost_rf"
item_ATENOLOL,0.019535563989643887,0.0056096719922248935,3,"catboost,xgboost,xgboost_rf"
item_PRAVASTATIN SODIUM,0.01938604629133016,0.005566737718864928,3,"catboost,xgboost,xgboost_rf"
item_DIVALPROEX SODIUM DR,0.019049265579408545,0.0054700305376343406,3,"catboost,xgboost,xgboost_rf"
item_SOTALOL HCL,0.018680985785066793,0.0053642783387873325,3,"catboost,xgboost,xgboost_rf"
item_ENOXAPARIN SODIUM,0.018531349857472703,0.005321310115678947,3,"catboost,xgboost,xgboost_rf"
item_METFORMIN HYDROCHLORIDE,0.018462004122623873,0.005301397364413207,3,"catboost,xgboost,xgboost_rf"
item_FERROUS SULFATE,0.018383676935600664,0.005278905573159738,3,"catboost,xgboost,xgboost_rf"
item_LOSARTAN POTASSIUM,0.01837664567733947,0.005276886534827451,3,"catboost,xgboost,xgboost_rf"
item_DILTIAZEM HYDROCHLORIDE E,0.01825630063631037,0.00524232924196291,3,"catboost,xgboost,xgboost_rf"
item_AMLODIPINE BESYLATE/BENAZ,0.018025243828144303,0.005175980867988698,3,"catboost,xgboost,xgboost_rf"
item_ALBUTEROL SULFATE,0.017565174441269683,0.005043871124169744,3,"catboost,xgboost,xgboost_rf"
item_VIMPAT,0.017252912086408383,0.004954204432835917,3,"catboost,xgboost,xgboost_rf"
item_BASAGLAR KWIKPEN,0.017188432862221045,0.004935689108773819,3,"catboost,xgboost,xgboost_rf"
item_VANCOMYCIN HYDROCHLORIDE,0.01709904572157285,0.0049100214321392945,3,"catboost,xgboost,xgboost_rf"
item_CLINDAMYCIN HYDROCHLORIDE,0.01708466972220171,0.004905893338316394,3,"catboost,xgboost,xgboost_rf"
item_SENSIPAR,0.017076892086473387,0.004903659976365132,3,"catboost,xgboost,xgboost_rf"
item_ERYTHROMYCIN,0.01701684028077695,0.004886415993407875,3,"catboost,xgboost,xgboost_rf"
item_BD PEN NEEDLE/NANO/ULTRA,0.01693187822132315,0.0048620189867193365,3,"catboost,xgboost,xgboost_rf"
item_DOXYCYCLINE MONOHYDRATE,0.016861715685566606,0.004841871689618233,3,"catboost,xgboost,xgboost_rf"
item_LEVEMIR FLEXTOUCH,0.01673693912022886,0.004806041876655975,3,"catboost,xgboost,xgboost_rf"
item_HUMALOG,0.01639812940812134,0.004708752064408379,3,"catboost,xgboost,xgboost_rf"
item_BD PEN NEEDLE/MINI/ULTRA-,0.016290754028009995,0.004677919032775178,3,"catboost,xgboost,xgboost_rf"
item_VALSARTAN/HYDROCHLOROTHIA,0.016253719198598342,0.004667284415551047,3,"catboost,xgboost,xgboost_rf"
item_PROMETHAZINE HYDROCHLORID,0.01579159658318296,0.004534585083499839,3,"catboost,xgboost,xgboost_rf"
item_TRIAMTERENE/HYDROCHLOROTH,0.01554173810797356,0.004462837777348595,3,"catboost,xgboost,xgboost_rf"
item_RANEXA,0.015524841537062201,0.004457985896918815,3,"catboost,xgboost,xgboost_rf"
item_AMOXICILLIN,0.015075107565376855,0.004328843985978707,3,"catboost,xgboost,xgboost_rf"
item_BUTALBITAL/ACETAMINOPHEN/,0.014922266147201905,0.0042849553005410886,3,"catboost,xgboost,xgboost_rf"
item_PHENAZOPYRIDINE HCL,0.014885276844794055,0.004274333756477183,3,"catboost,xgboost,xgboost_rf"
item_NOVOLOG FLEXPEN,0.014850770284228074,0.004264425136154903,3,"catboost,xgboost,xgboost_rf"
item_FLUOXETINE HYDROCHLORIDE,0.014792467796179327,0.004247683472875692,3,"catboost,xgboost,xgboost_rf"
item_RIVASTIGMINE TRANSDERMAL,0.014761574849579875,0.004238812508239703,3,"catboost,xgboost,xgboost_rf"
item_BUDESONIDE,0.01427014724715633,0.004097698196977279,3,"catboost,xgboost,xgboost_rf"
item_XIFAXAN,0.014186614338676051,0.004073711573536087,3,"catboost,xgboost,xgboost_rf"
item_REVLIMID,0.014128570708069948,0.004057044241632554,3,"catboost,xgboost,xgboost_rf"
item_PAROXETINE HYDROCHLORIDE,0.013994243500998576,0.004018471944886909,3,"catboost,xgboost,xgboost_rf"
item_IPRATROPIUM BROMIDE/ALBUT,0.013926040196604202,0.003998887244560821,3,"catboost,xgboost,xgboost_rf"
item_LINZESS,0.01383318018725879,0.003972222327494754,3,"catboost,xgboost,xgboost_rf"
item_DILTIAZEM HCL,0.013686477997784807,0.003930096532512508,3,"catboost,xgboost,xgboost_rf"
item_OXYCODONE HCL ER,0.013676933618643082,0.003927355847043541,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_BACLOFEN,0.013623064468866441,0.003911887224744886,3,"catboost,xgboost,xgboost_rf"
item_QVAR REDIHALER,0.013419509788429955,0.0038534361357291727,3,"catboost,xgboost,xgboost_rf"
item_VENLAFAXINE HCL ER,0.013276161086417694,0.003812273300644081,3,"catboost,xgboost,xgboost_rf"
item_LOPERAMIDE HCL,0.013118857482676482,0.0037671032906740126,3,"catboost,xgboost,xgboost_rf"
item_JANUVIA,0.013079696691570648,0.0037558581997630862,3,"catboost,xgboost,xgboost_rf"
item_PROSOL,0.013003624141532043,0.003734013831535227,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_NITRO-BID,0.012949758532921317,0.0037185462260886717,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_INCRUSE ELLIPTA,0.012914603366276473,0.0037084513573756865,3,"catboost,xgboost,xgboost_rf"
item_CARBIDOPA/LEVODOPA ER,0.012905860409657908,0.0037059408018115677,3,"catboost,xgboost,xgboost_rf"
item_HALOPERIDOL,0.01268810283789215,0.003643411327255479,3,"catboost,xgboost,xgboost_rf"
item_IPRATROPIUM BROMIDE,0.012600987299508842,0.0036183959452570124,3,"catboost,xgboost,xgboost_rf"
item_PROMETHAZINE HCL,0.01254584079849111,0.0036025605292745325,3,"catboost,xgboost,xgboost_rf"
item_SILDENAFIL CITRATE,0.012540770839435939,0.003601104681502305,3,"catboost,xgboost,xgboost_rf"
item_SODIUM CHLORIDE,0.012359382954782826,0.003549018827374577,3,"catboost,xgboost,xgboost_rf"
item_ALENDRONATE SODIUM,0.012339725084983403,0.003543374035051249,3,"catboost,xgboost,xgboost_rf"
item_RANITIDINE HCL,0.012183959972434781,0.003498645805567167,3,"catboost,xgboost,xgboost_rf"
item_CIPROFLOXACIN HCL,0.012146279029488604,0.003487825655690877,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_TRAMADOL HYDROCHLORIDE/AC,0.012109753849989304,0.003477337385346759,3,"catboost,xgboost,xgboost_rf"
item_TETRACYCLINE HYDROCHLORID,0.011947510631098578,0.0034307489560891137,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_ATENOLOL/CHLORTHALIDONE,0.011924858529439034,0.003424244364754462,3,"catboost,xgboost,xgboost_rf"
item_LABETALOL HYDROCHLORIDE,0.011826385856008448,0.003395967761200252,3,"catboost,xgboost,xgboost_rf"
item_CARTIA XT,0.011825938885397165,0.003395839412793173,3,"catboost,xgboost,xgboost_rf"
item_FLUOCINONIDE,0.011825525529024357,0.0033957207167745382,3,"catboost,xgboost,xgboost_rf"
item_ISOSORBIDE DINITRATE,0.011818560445675218,0.0033937206806861054,3,"catboost,xgboost,xgboost_rf"
item_BD INSULIN SYRINGE ULTRA-,0.011727925084579597,0.003367694575327037,3,"catboost,xgboost,xgboost_rf"
item_ENTRESTO,0.011689218468731232,0.0033565799016501735,3,"catboost,xgboost,xgboost_rf"
item_RIVASTIGMINE TARTRATE,0.011488359161867226,0.0032989027939562244,3,"catboost,xgboost,xgboost_rf"
item_ALLOPURINOL,0.011488311390226245,0.003298889076244436,3,"catboost,xgboost,xgboost_rf"
item_IMBRUVICA,0.011451000226064564,0.003288175109004686,3,"catboost,xgboost,xgboost_rf"
item_FOLIC ACID,0.01144508433356266,0.0032864763499366326,3,"catboost,xgboost,xgboost_rf"
item_RALOXIFENE HYDROCHLORIDE,0.011423195365236352,0.0032801908936977505,3,"catboost,xgboost,xgboost_rf"
item_HYDRALAZINE HCL,0.01129942850450567,0.003244651019211682,3,"catboost,xgboost,xgboost_rf"
item_ATOVAQUONE/PROGUANIL HCL,0.011219260606146126,0.0032216306644197003,3,"catboost,xgboost,xgboost_rf"
item_TRIPHROCAPS,0.011149926342507463,0.003201721207132389,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_BUTRANS,0.011147209920533897,0.0032009411817247656,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_LOVENOX,0.011130166987205257,0.0031960472730661925,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_DIGOXIN,0.011074890855822464,0.0031801746334935146,3,"catboost,xgboost,xgboost_rf"
item_VALACYCLOVIR HCL,0.011070281358623792,0.0031788510081634585,3,"catboost,xgboost,xgboost_rf"
item_NITROGLYCERIN TRANSDERMAL,0.011047574255281968,0.003172330622997783,3,"catboost,xgboost,xgboost_rf"
item_METAXALONE,0.010975642240381672,0.0031516752168091306,3,"catboost,xgboost,xgboost_rf"
item_FLUOROURACIL,0.010885609485418335,0.003125822150874182,3,"catboost,xgboost,xgboost_rf"
item_PRADAXA,0.010839890521133102,0.003112693868854765,3,"catboost,xgboost,xgboost_rf"
item_NOVOFINE AUTOCOVER PEN NE,0.010713573580082304,0.0030764217342631136,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_DEXILANT,0.010683289581633289,0.003067725630173051,3,"catboost,xgboost,xgboost_rf"
item_AMANTADINE HCL,0.010666070028896996,0.003062781004937013,3,"catboost,xgboost,xgboost_rf"
item_ROSUVASTATIN CALCIUM,0.010544314898503424,0.0030278188024001128,3,"catboost,xgboost,xgboost_rf"
item_CHLORHEXIDINE GLUCONATE,0.010335247818192903,0.002967784817943054,3,"catboost,xgboost,xgboost_rf"
item_FLUTICASONE PROPIONATE,0.01025419080321869,0.002944509151731664,3,"catboost,xgboost,xgboost_rf"
item_POTASSIUM CHLORIDE,0.01022047746017769,0.0029348283052343925,3,"catboost,xgboost,xgboost_rf"
item_GLIMEPIRIDE,0.010203790881623018,0.002930036724483828,3,"catboost,xgboost,xgboost_rf"
item_OSELTAMIVIR PHOSPHATE,0.010165928416713096,0.0029191644502523603,3,"catboost,xgboost,xgboost_rf"
item_MELOXICAM,0.010089483430526394,0.0028972131363212707,3,"catboost,xgboost,xgboost_rf"
item_ANORO ELLIPTA,0.009952480056045303,0.0028578723733377045,3,"catboost,xgboost,xgboost_rf"
item_ACETAMINOPHEN/CODEINE PHO,0.00986442895999209,0.002832588344288108,3,"catboost,xgboost,xgboost_rf"
item_FLUOXETINE HCL,0.009826875843670329,0.002821804900054677,3,"catboost,xgboost,xgboost_rf"
item_ONETOUCH ULTRA MINI,0.009739105173217962,0.0027966013957157975,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_BYSTOLIC,0.00972484190602782,0.0027925056731394455,3,"catboost,xgboost,xgboost_rf"
item_COUMADIN,0.00970309000385571,0.002786259575690854,3,"catboost,xgboost,xgboost_rf"
item_XTANDI,0.009613090210336113,0.002760415974693179,3,"catboost,xgboost,xgboost_rf"
item_ADACEL,0.009606053574256925,0.002758395392110878,3,"catboost,xgboost,xgboost_rf"
item_DILTIAZEM HCL ER,0.009583558277609015,0.0027519358276145846,3,"catboost,xgboost,xgboost_rf"
item_LINEZOLID,0.009557961718162776,0.0027445857299824403,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_SPIRIVA RESPIMAT,0.009472269153847107,0.0027199789575217954,3,"catboost,xgboost,xgboost_rf"
item_CEFPODOXIME PROXETIL,0.009430993522785163,0.002708126586550968,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_GLUCAGEN HYPOKIT,0.009414282370929759,0.002703327949533333,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_RAMIPRIL,0.009401192353617147,0.0026995691277488573,3,"catboost,xgboost,xgboost_rf"
item_BISOPROLOL FUMARATE/HYDRO,0.009301442092515976,0.0026709256626196707,3,"catboost,xgboost,xgboost_rf"
item_CYANOCOBALAMIN,0.009253099520461772,0.002657044006956781,3,"catboost,xgboost,xgboost_rf"
item_NAMZARIC,0.009230345319263195,0.0026505100975576577,3,"catboost,xgboost,xgboost_rf"
item_DOFETILIDE,0.00915840479015801,0.0026298522464999084,3,"catboost,xgboost,xgboost_rf"
item_AMITRIPTYLINE HYDROCHLORI,0.009119760921974718,0.002618755590926823,3,"catboost,xgboost,xgboost_rf"
item_PROPAFENONE HCL,0.009089661003934785,0.0026101123458540736,3,"catboost,xgboost,xgboost_rf"
item_DIPHENHYDRAMINE HYDROCHLO,0.009089459568641645,0.0026100545033508945,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_XARELTO STARTER PACK,0.009034102893487266,0.002594158735490758,4,"catboost,xgboost,xgboost_rare,xgboost_rf"
item_METOCLOPRAMIDE HYDROCHLOR,0.008985246606593774,0.0025801295656968475,3,"catboost,xgboost,xgboost_rf"
item_CILOSTAZOL,0.008838718007445127,0.0025380536174856847,3,"catboost,xgboost,xgboost_rf"
item_RYTARY,0.00869408188084544,0.002496521096137426,3,"catboost,xgboost,xgboost_rf"
item_GUAIFENESIN/CODEINE,0.008690073066269628,0.0024953699578923326,3,"catboost,xgboost,xgboost_rf"
