feature,importance,scaled_importance,recall,logloss
item_OXYCODONE HCL ER,0.00011797625349769386,7.548053426533239e-07,0.006397942978144143,0.6388116591919374
item_NITRO-BID,0.00010285109279286036,6.580354269285326e-07,0.006397942978144143,0.6388116591919374
item_CIPROFLOXACIN HCL,9.680102851092765e-05,6.193274606386206e-07,0.006397942978144143,0.6388116591919374
item_TETRACYCLINE HYDROCHLORID,9.377599636996217e-05,5.999734774936701e-07,0.006397942978144143,0.6388116591919374
item_LOVENOX,9.377599636996217e-05,5.999734774936701e-07,0.006397942978144143,0.6388116591919374
item_TRIPHROCAPS,9.075096422899581e-05,5.80619494348714e-07,0.006397942978144143,0.6388116591919374
item_NOVOFINE AUTOCOVER PEN NE,9.075096422899494e-05,5.806194943487085e-07,0.006397942978144143,0.6388116591919374
item_BUTRANS,8.772593208802859e-05,5.612655112037525e-07,0.006397942978144143,0.6388116591919374
item_ONETOUCH ULTRA MINI,8.167586780609588e-05,5.225575449138405e-07,0.006397942978144143,0.6388116591919374
item_CEFPODOXIME PROXETIL,7.865083566512953e-05,5.032035617688844e-07,0.006397942978144143,0.6388116591919374
item_LINEZOLID,7.865083566512953e-05,5.032035617688844e-07,0.006397942978144143,0.6388116591919374
item_GLUCAGEN HYPOKIT,7.865083566512866e-05,5.032035617688789e-07,0.006397942978144143,0.6388116591919374
item_DIPHENHYDRAMINE HYDROCHLO,7.562580352416231e-05,4.838495786239229e-07,0.006397942978144143,0.6388116591919374
item_XARELTO STARTER PACK,7.260077138319509e-05,4.6449559547896126e-07,0.006397942978144143,0.6388116591919374
item_PRILOSEC OTC,6.95757392422296e-05,4.4514161233401077e-07,0.006397942978144143,0.6388116591919374
item_SODIUM CHLORIDE 0.45%,6.655070710126412e-05,4.257876291890603e-07,0.006397942978144143,0.6388116591919374
item_EDARBI,6.655070710126412e-05,4.257876291890603e-07,0.006397942978144143,0.6388116591919374
item_CALCIUM ANTACID,6.050064281933054e-05,3.870796628991427e-07,0.006397942978144143,0.6388116591919374
item_HYDROCODONE BITARTRATE/HO,6.050064281933054e-05,3.870796628991427e-07,0.006397942978144143,0.6388116591919374
item_PROSOL,5.747561067836332e-05,3.6772567975418116e-07,0.006397942978144143,0.6388116591919374
