feature,importance_normalized,importance_scaled,n_models,models,mc_cv_recall_mean,mc_cv_recall_std
item_99233,0.23373268966902827,0.04670339392094564,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_82784,0.23177259810574782,0.046311737415684714,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_69210,0.22955128486540913,0.04586788479313434,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_83655,0.22950739029640596,0.04585911398169993,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_PROVENTIL HFA,0.22814750180736873,0.04558738730161081,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_83516,0.22671860358801818,0.045301871413757196,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_IBUPROFEN,0.226716726789482,0.04530149640048254,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_AMPHETAMINE/DEXTROAMPHETA,0.2264717680779824,0.04525254987437302,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87804,0.2263887442428581,0.045235960432467706,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99204,0.22621166570937767,0.04520057741216451,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J0561,0.22604550039583038,0.045167375021409564,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90686,0.22512608257974046,0.04498366117075569,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99383,0.22509574098041873,0.04497759845155574,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H0023,0.22304409958594842,0.0445676488789643,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99215,0.22275949629914502,0.04451078075566671,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87081,0.22204474624687742,0.04436796267877152,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_93010,0.22158550493625742,0.04427619918661718,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99051,0.22090214180847678,0.04413965270100158,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_80053,0.22068501839841523,0.04409626809714525,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90847,0.2201782900370978,0.04399501596034301,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99211,0.21994111366128002,0.04394762446485197,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_HYDROXYZINE HCL,0.2194741696555442,0.04385432185549174,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_F4310,0.21931059670238381,0.04382163745829818,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_DEXTROAMPHETAMINE SULFATE,0.21904559006851176,0.04376868504829975,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R070,0.21873378394472545,0.043706381378895286,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_36415,0.21866974392929203,0.04369358519676207,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_B349,0.2182742041990575,0.04361455026220206,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_36416,0.21815818174690177,0.043591367188005735,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J020,0.21799271505852874,0.04355830439332852,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90633,0.21774211209734937,0.04350823005913809,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_MONTELUKAST SODIUM,0.21764442694758565,0.04348871106059278,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_K5900,0.21742861723997317,0.043445588954733896,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_96110,0.21725764077642917,0.04341142522205528,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90651,0.21712224880284756,0.043384371818935376,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99282,0.2170328103566129,0.04336650063886172,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_96372,0.21701248030871348,0.04336243838194412,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_CYPROHEPTADINE HYDROCHLOR,0.2169783861128818,0.04335562583612265,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H66001,0.21694643527015145,0.04334924156528636,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_M7989,0.21682669458252035,0.04332531553033285,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_86140,0.21675362627538167,0.043310715356363744,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_ALLEGRA ALLERGY CHILDRENS,0.2164911696293243,0.04325827247323368,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_S9088,0.21639256184589187,0.043238569118260795,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H0035,0.2160253234725515,0.04316518923101743,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_85018,0.2160100751503161,0.0431621423812122,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R0781,0.2159851295003235,0.04315715785585604,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99285,0.21597803338755436,0.043155739943152284,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H6691,0.21588278925686097,0.043136708697840684,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_80061,0.21565624073915013,0.04309144081220673,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_85027,0.21562999544257713,0.04308619659743233,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_AZITHROMYCIN,0.21549722482786754,0.043059666982218095,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_SULFAMETHOXAZOLE/TRIMETHO,0.21542803414984352,0.04304584161831205,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_MUPIROCIN,0.21536686365706448,0.043033618811033174,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_PROAIR HFA,0.21532455937851128,0.04302516576414183,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_73630,0.2151144826902507,0.042983189203912565,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90696,0.21508797116958586,0.0429778917934613,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_94640,0.21506727040767595,0.04297375546217058,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_88304,0.21498468643804164,0.04295725391216982,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_F4325,0.21492660484429538,0.042945648314526935,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J101,0.2149158891027168,0.042943507144197667,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R21,0.21489677181522604,0.042939687215502,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R112,0.21488110786725248,0.04293655731726825,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_Unknown,0.21485932627500876,0.042932205019417975,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R110,0.21483664569649435,0.04292767309025474,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_F900,0.2147696269960095,0.04291428172093774,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99394,0.21473890669464482,0.04290814333123266,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_CEPHALEXIN,0.21470168528995373,0.042900705920881375,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90685,0.2146542775455562,0.04289123312285455,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_POLYMYXIN B SULFATE/TRIME,0.21464398727122821,0.04288917696743968,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_PERMETHRIN,0.21463069088508285,0.04288652014455046,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_F801,0.21456780726430577,0.04287395502789311,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90707,0.21453348182074022,0.04286709627521019,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90471,0.2145261568698179,0.042865632637116347,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90461,0.21452006595635106,0.04286441557872634,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_OFLOXACIN,0.2144991994842564,0.04286024613598661,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_92508,0.2144694199327569,0.04285429572260439,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99174,0.21444111286069073,0.04284863953330829,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_92014,0.2144308418054227,0.042846587218157824,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_A084,0.21435401740644547,0.04283123651914668,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R1310,0.2142838626994671,0.042817218527396964,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_81002,0.21426447421641515,0.042813344409648235,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_83520,0.21418943235114118,0.04279834988834522,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R1110,0.21411753029380157,0.042783982749061394,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_73140,0.21409507636163705,0.04277949610733217,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_ALBUTEROL SULFATE,0.21405374444215128,0.042771237352769484,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_84439,0.21405059706876797,0.04277060845905699,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90710,0.2140466259258739,0.04276981496349948,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87070,0.21403703593206827,0.04276789873492641,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87086,0.21400380190222412,0.042761258063527,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_Z00121,0.2140027168917999,0.042761041261720964,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90734,0.21397842266223846,0.0427561869002073,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_ERYTHROMYCIN,0.21393208145761516,0.04274692721326596,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90688,0.21391268068117972,0.04274305063910973,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_POLYETHYLENE GLYCOL 3350,0.21390959633328724,0.04274243433886172,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90834,0.2139029230209931,0.0427411009082095,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_CEFDINIR,0.21383277113287172,0.04272708347971085,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_80051,0.213805336719378,0.042721601661047826,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J050,0.213801900611829,0.042720915073798764,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_TRIAMCINOLONE ACETONIDE,0.21379073680739794,0.04271868437360557,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_ONDANSETRON ODT,0.21378818224263454,0.04271817393219231,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_73590,0.21378460173370684,0.042717458491322115,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90715,0.2137784547469554,0.04271623022862559,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R1084,0.21374403798347827,0.042709353228816825,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_F39,0.21361405325844401,0.04268338027729868,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90716,0.2135608266317482,0.04267274477690214,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_99000,0.21354766378737197,0.04267011463771667,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_Z0100,0.21351063410585816,0.04266271553661124,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_82565,0.21348570091947017,0.04265773350167538,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_NYSTATIN,0.21343887079619672,0.04264837612125203,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90649,0.21342936780150176,0.04264647727644219,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_84443,0.21336408677048474,0.042633433120267586,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_73130,0.213361282484292,0.04263287278066378,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87400,0.2133431215352253,0.0426292439431253,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_96160,0.21333651052001523,0.04262792296039066,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J00,0.21329936045593842,0.04262049980499368,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_CETIRIZINE HYDROCHLORIDE,0.2132720911031347,0.0426150509680006,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_AMOXICILLIN/CLAVULANATE P,0.2132549601136123,0.04261162793225385,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J0696,0.2132445425592461,0.04260954634432558,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_86710,0.2132339952731784,0.042607438834003794,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90700,0.21322936828535627,0.042606514290521105,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_KETOCONAZOLE,0.21317073222792257,0.04259479790248751,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H66002,0.2131684944576993,0.042594350761506125,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_87430,0.2131651489386697,0.04259368227523948,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_82785,0.21315272739950647,0.042591200260261315,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J09X2,0.21314436295906009,0.042589528916138895,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_90713,0.21313102016370986,0.04258686281997524,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R062,0.21312741599246945,0.04258614265101027,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J1100,0.21310937509995037,0.04258253780262043,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_SULFATRIM PEDIATRIC,0.21309436395999126,0.0425795383454897,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_R109,0.21307433231047407,0.042575535713168085,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J0190,0.21305437003434136,0.04257154694271794,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_KETOTIFEN FUMARATE,0.21303718555965104,0.04256811321981028,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_H6690,0.21302231885866849,0.0425651426238133,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_FLOVENT HFA,0.21298666250040807,0.042558017933860944,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_NEOMYCIN/POLYMYXIN/HYDROC,0.21298439103280659,0.042557564059624006,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_PREDNISOLONE SODIUM PHOSP,0.21297900093197317,0.04255648703439979,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_74018,0.21296349758013008,0.042553389225748174,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_94664,0.2129482939670259,0.04255035130951646,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_84520,0.2129376546372557,0.04254822540744425,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J0300,0.21292130530966508,0.042544958559799236,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J7613,0.21287652316343247,0.04253601039675414,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_J111,0.2128551165199949,0.04253173301945443,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
item_K529,0.21284142889705798,0.042528998021424125,3,"catboost, xgboost, xgboost_rf",0.1193324103984002,0.07904044205841425
