title,pubdate,pmc_id,authors,Selected,Category
Predictors of Seizure Recurrence in Women With Idiopathic Generalized Epilepsy Who Switch From Valproate to Another Medication.,2024,HSHce1ea010,"Cerulli Irelli, Cocchi, Morano, Gesche, Caraballo, Lattanzi, Strigaro, Rosati, Catania, Ferlazzo, Casciato, Di Gennaro, Pizzanelli, Giuliano, Viola, Mostacci, Pignatta, Fortunato, Pulitano, Panzini, Gambardella, Atalar, Labate, Operto, Giallonardo, Baykan, Beier, Di Bonaventura",,PGx Risk Model
Preoperative prediction of lymph node metastasis in colorectal cancer using 18F-FDG PET/CT peritumoral radiomics analysis.,2024,HSH823381f1,"Wang, Zhao, Fu, Tian, Su, Lyu, Gu, Wang, Liu, Wang, Zheng, Du, Zhang",,PGx Risk Model
Profiling Modifiable Psychosocial Factors Among Children With Chronic Pain: A Person-Centered Methodology.,2020,HSHd47adf29,"Richardson, Birnie, Harrison, Rajagopalan, Bhandari",,PGx Risk Model
Prostate cancer classification with multiparametric MRI transfer learning model.,2019,HSH3086689c,"Yuan, Qin, Buyyounouski, Ibragimov, Hancock, Han, Xing",,PGx Risk Model
RCMNet: A deep learning model assists CAR-T therapy for leukemia.,2022,HSHdfc574df,"Zhang, Han, Lei, Jiang, Gul, Hu, Zhai, Liu, Lian, Liu, Zhang, Dong, Zhang, Lam, Han, Yu, Zhou, Qin",,PGx Risk Model
Radiogenomics and Artificial Intelligence Approaches Applied to Cardiac Computed Tomography Angiography and Cardiac Magnetic Resonance for Precision Medicine in Coronary Heart Disease: A Systematic Review.,2021,HSH5437023c,"Infante, Cavaliere, Punzo, Grimaldi, Salvatore, Napoli",,PGx Risk Model
Recent advances in precision medicine for acute myeloid leukemia.,2023,HSH517103b9,"Hernández-Sánchez, Bullinger",,PGx Risk Model
"Recurrent Proximal Junctional Kyphosis: Incidence, Risk Factors, Revision Rates, and Outcomes at 2-Year Minimum Follow-up.",2020,HSH8b7ad690,"Kim, Wang, Lafage, Iyer, Shaffrey, Mundis, Hostin, Burton, Ames, Klineberg, Gupta, Smith, Schwab, Lafage",,PGx Risk Model
Reliability of grading preoperative pancreatic neuroendocrine tumors on EUS specimens: a systematic review with meta-analysis of aggregate and individual data.,2022,HSH998e5b34,"Tacelli, Bina, Crinò, Facciorusso, Celsa, Vanni, Fantin, Antonini, Falconi, Monica, Capurso, Arcidiacono, Barresi",,PGx Risk Model
"Research and Diagnostic Algorithmic Rules (RADAR) for mood disorders, recurrence of illness, suicidal behaviours, and the patient's lifetime trajectory.",2023,HSH5dd272da,"Maes, Moraes, Congio, Vargas, Nunes",,PGx Risk Model
Risk prediction and analysis of gallbladder polyps with deep neural network.,2024,HSHb590631a,"Yuan, Zhang, Yang, Deng, Deng, Liao, Si",,PGx Risk Model
Risk prediction model of clinical mastitis in lactating dairy cows based on machine learning algorithms.,2023,HSH5fc5dbb9,"Luo, Dong, Feng",,PGx Risk Model
Screening Candidates for Refractive Surgery With Corneal Tomographic-Based Deep Learning.,2020,PMC7099445,"Xie, Zhao, Yang, Wu, Yang, Huang, Liu, Xu, Lin, Lin, Feng, Lin, Liu",,PGx Risk Model
Selection of Head and Neck Cancer Patients for Intensive Therapy.,2020,HSH1c119806,"Vitzthum, Park, Zakeri, Bryant, Feng, Shen, Cohen, Murphy, Mell",,PGx Risk Model
Sex-specific risk of anti-topoisomerase antibodies on mortality and disease severity in systemic sclerosis: 10-year analysis of the Leiden CCISS and EUSTAR cohorts.,2022,HSHe1d77593,"Liem, Boonstra, le Cessie, Riccardi, Airo, Distler, Matucci-Cerinic, Caimmi, Siegert, Allanore, Huizinga, Toes, Scherer, de Vries-Bouwstra",,PGx Risk Model
Specific Borrmann classification in advanced gastric cancer by an ensemble multilayer perceptron network: a multicenter research.,2021,HSH3563838d,"Wang, Dong, Zhang, Hu, Li, Zhu, Zhou, Shan, Tian",,PGx Risk Model
Supervised Relevance-Redundancy assessments for feature selection in omics-based classification scenarios.,2023,HSH8f4f4c9c,"Cascianelli, Galzerano, Masseroli",,PGx Risk Model
Synergy between imputed genetic pathway and clinical information for predicting recurrence in early stage non-small cell lung cancer.,2023,HSH069ef4d0,"Timilsina, Fey, Buosi, Janik, Costabello, Carcereny, Abreu, Cobo, Castro, Bernabé, Minervini, Torrente, Provencio, Nováček",,PGx Risk Model
TMM: A comprehensive CAD system for hepatic fibrosis 5-grade METAVIR staging based on liver MRI.,2024,HSHaf2042ae,"Liu, Fu, Guo, Li, Jin, Zhang, Wu",,PGx Risk Model
Ten Research Questions for Improving COPD Care in the Next Decade.,2019,HSHb25e6976,"López-Campos, Rodríguez, Quintana-Gallego, Martínez-Llorens, Carrasco Hernández, Barreiro",,PGx Risk Model
The Accuracy of Prostate Magnetic Resonance Imaging Interpretation: Impact of the Individual Radiologist and Clinical Factors.,2019,HSH77ea1947,"Pickersgill, Vetter, Raval, Andriole, Shetty, Ippolito, Kim",,PGx Risk Model
The Effect of Postmastectomy Radiotherapy on Breast Cancer Patients After Neoadjuvant Chemotherapy by Molecular Subtype.,2021,HSHc283b849,"Ma, Zhong, Luo, Xiang, Li, Luo, Yan, He, Tian, Liu, Liu, Zheng",,PGx Risk Model
"The association between ozone and ischemic stroke morbidity among patients with type 2 diabetes in Beijing, China.",2022,HSH9d5d54ac,"Liu, Li, Zhang, Guo, Lu, Xu, Deginet, Liu, Dong, Hu, Liu, Li, Wu, Luo, Tao, Lin, Guo",,PGx Risk Model
The development and validation of a milk feeding behavior alert from automated feeder data to classify calves at risk for a diarrhea bout: A diagnostic accuracy study.,2024,HSHb4167b45,"Cantor, Welk, Creutzinger, Woodrum Setser, Costa, Renaud",,PGx Risk Model
The role of artificial intelligence in pancreatic surgery: a systematic review.,2022,PMC1964229,"Schlanger, Graur, Popa, Moiș, Al Hajjar",,PGx Risk Model
The role of suicide ideation in assessing near-term suicide risk: A machine learning approach.,2021,HSH13eae2f3,"McMullen, Parghi, Rogers, Yao, Bloch-Elkouby, Galynker",,PGx Risk Model
Thoracic imaging tests for the diagnosis of COVID-19.,2020,HSH9c9c0f8d,"Islam, Salameh, Leeflang, Hooft, McGrath, van der Pol, Frank, Kazi, Prager, Hare, Dennie, Spijker, Deeks, Dinnes, Jenniskens, Korevaar, Cohen, Van den Bruel, Takwoingi, van de Wijgert, Wang, McInnes",,PGx Risk Model
Towards a personalized treatment for IgA nephropathy considering pathology and pathogenesis.,2019,HSH33335e58,Coppo,,PGx Risk Model
"Toxicogenomics scoring system: TGSS, a novel integrated risk assessment model for chemical carcinogenicity prediction.",2023,HSH4aa02f42,"Lu, Yang, Shi, Chen, Li, Huang, Cui, Feng, Wang, Yang, Zhu, Xia, Wu",,PGx Risk Model
Trans-Balance: Reducing demographic disparity for prediction models in the presence of class imbalance.,2024,PMC10850917,"Hong, Liu, Wojdyla, Hickey, Pencina, Henao",,PGx Risk Model
"Ultraprocessed food consumption, genetic predisposition, and the risk of gout: the UK Biobank study.",2024,HSH8e9e2555,"Zhang, Xu, Chang, Lv, Zhao, Niu, Chen, Xia",,PGx Risk Model
Understanding diabetes heterogeneity: key steps towards precision medicine in diabetes.,2023,HSH51658a77,"Leslie, Ma, Franks, Nadeau, Pearson, Redondo",,PGx Risk Model
Use of bioinformatic strategies as a predictive tool in implant-supported oral rehabilitation: A scoping review.,2023,HSHbfda3422,"Bornes, Montero, Correia, Rosa",,PGx Risk Model
Using Artificial Intelligence for COVID-19 Chest X-ray Diagnosis.,2020,PMC7535959,"Borkowski, Viswanadhan, Thomas, Guzman, Deland, Mastorides",,PGx Risk Model
Using a national surgical database to predict complications following posterior lumbar surgery and comparing the area under the curve and F1-score for the assessment of prognostic capability.,2021,HSH09b2cdfc,"DeVries, Locke, Hoda, Moravek, Phan, Stratton, Kingwell, Wai, Phan",,PGx Risk Model
Using convolutional neural networks to identify patient safety incident reports by type and severity.,2019,PMC7647259,"Wang, Coiera, Magrabi",,PGx Risk Model
Utility of predictive tools for risk stratification of elderly individuals with all-cause acute respiratory infection.,2019,HSH651ff7a7,"Bloom, Suchindran, Steinbrink, McClain",,PGx Risk Model
Utility of the Hospital Frailty Risk Score Derived From Administrative Data and the Association With Stroke Outcomes.,2021,HSH2e16fbfe,"Kilkenny, Phan, Lindley, Kim, Lopez, Dalli, Grimley, Sundararajan, Thrift, Andrew, Donnan, Cadilhac",,PGx Risk Model
Validation of an ICD-Code-Based Case Definition for Psychotic Illness Across Three Health Systems.,2024,HSH983a51c6,"Deo, Castro, Baker, Carroll, Gonzalez-Heydrich, Henderson, Holt, Hook, Karmacharya, Roffman, Madsen, Song, Adams, Camacho, Gasman, Gibbs, Fortgang, Kennedy, Lozinski, Perez, Wilson, Reis, Smoller",,PGx Risk Model
What Is the Accuracy of Three Different Machine Learning Techniques to Predict Clinical Outcomes After Shoulder Arthroplasty?,2020,PMC7491877,"Kumar, Roche, Overman, Simovitch, Flurin, Wright, Zuckerman, Routman, Teredesai",,PGx Risk Model
