combination,drug_names,interaction_size,n_bins,mean_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_ERYTHROMYCIN|item_drug_NYSTATIN,ERYTHROMYCIN + NYSTATIN,2,4,0.0025598386146250002,7995,7995
item_drug_KETOCONAZOLE|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,KETOCONAZOLE + OFLOXACIN + OMEPRAZOLE,3,4,0.0025555499310624084,7348,1788
item_drug_CIPRODEX|item_drug_NYSTATIN,CIPRODEX + NYSTATIN,2,4,0.002553211108288825,7992,7992
item_drug_IBUPROFEN|item_drug_NUVARING|item_drug_PREDNISONE,IBUPROFEN + NUVARING + PREDNISONE,3,4,0.002549770666125367,7998,7998
item_drug_BENZONATATE|item_drug_LORATADINE|item_drug_NYSTATIN,BENZONATATE + LORATADINE + NYSTATIN,3,4,0.00254975655125975,8000,8000
item_drug_BENZONATATE|item_drug_NYSTATIN|item_drug_VYVANSE,BENZONATATE + NYSTATIN + VYVANSE,3,4,0.0025445122439167,8000,8000
item_drug_DIAZEPAM|item_drug_KETOCONAZOLE|item_drug_METHOCARBAMOL,DIAZEPAM + KETOCONAZOLE + METHOCARBAMOL,3,4,0.002540522545989925,7517,7517
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_LORATADINE,HYDROCORTISONE + IBUPROFEN + LORATADINE,3,4,0.002539135581574217,8000,8000
item_drug_DIAZEPAM|item_drug_METHOCARBAMOL|item_drug_OMEPRAZOLE,DIAZEPAM + METHOCARBAMOL + OMEPRAZOLE,3,4,0.0025390523173956,7446,1788
item_drug_MUPIROCIN|item_drug_NYSTATIN|item_drug_OFLOXACIN,MUPIROCIN + NYSTATIN + OFLOXACIN,3,4,0.002537449577519658,7974,7966
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_VYVANSE,HYDROCORTISONE + IBUPROFEN + VYVANSE,3,4,0.0025338912742311668,8000,8000
item_drug_LATANOPROST|item_drug_LISINOPRIL|item_drug_OFLOXACIN,LATANOPROST + LISINOPRIL + OFLOXACIN,3,4,0.0025270924388580084,4224,4137
item_drug_ERYTHROMYCIN|item_drug_MUPIROCIN|item_drug_NYSTATIN,ERYTHROMYCIN + MUPIROCIN + NYSTATIN,3,4,0.0025193418937849415,7995,7995
item_drug_CIPRODEX|item_drug_MUPIROCIN|item_drug_NYSTATIN,CIPRODEX + MUPIROCIN + NYSTATIN,3,4,0.0025149235562274917,7992,7992
item_drug_LORATADINE|item_drug_PREDNISOLONE|item_drug_VYVANSE,LORATADINE + PREDNISOLONE + VYVANSE,3,4,0.002512772648658142,7993,7993
item_drug_KETOCONAZOLE|item_drug_MELOXICAM|item_drug_METHOCARBAMOL,KETOCONAZOLE + MELOXICAM + METHOCARBAMOL,3,4,0.0025122967748371,7506,7506
item_drug_HYDROCORTISONE|item_drug_NYSTATIN|item_drug_PREDNISOLONE,HYDROCORTISONE + NYSTATIN + PREDNISOLONE,3,4,0.002487264321398375,7993,7993
item_drug_HYDROCORTISONE|item_drug_LORATADINE|item_drug_VYVANSE,HYDROCORTISONE + LORATADINE + VYVANSE,3,4,0.002483058521310258,8000,8000
item_drug_IBUPROFEN|item_drug_PREDNISONE|item_drug_VYVANSE,IBUPROFEN + PREDNISONE + VYVANSE,3,4,0.002451003538133,8000,8000
item_drug_IBUPROFEN|item_drug_PREDNISOLONE,IBUPROFEN + PREDNISOLONE,2,4,0.00245010706858815,7993,7993
item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_PREDNISOLONE,IBUPROFEN + MUPIROCIN + PREDNISOLONE,3,4,0.002446187529760375,7993,7993
item_drug_ATENOLOL|item_drug_CLOPIDOGREL|item_drug_PREDNISONE,ATENOLOL + CLOPIDOGREL + PREDNISONE,3,4,0.002429536321544186,81,0
item_drug_BENZONATATE|item_drug_MUPIROCIN|item_drug_NYSTATIN,BENZONATATE + MUPIROCIN + NYSTATIN,3,4,0.002427094372098025,8000,8000
item_drug_BENZONATATE|item_drug_NYSTATIN,BENZONATATE + NYSTATIN,2,4,0.002421467332094625,8000,8000
item_drug_IBUPROFEN|item_drug_OFLOXACIN|item_drug_VYVANSE,IBUPROFEN + OFLOXACIN + VYVANSE,3,4,0.0024184206759253666,7974,7966
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_MUPIROCIN,HYDROCORTISONE + IBUPROFEN + MUPIROCIN,3,4,0.002416473402412492,8000,8000
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN,HYDROCORTISONE + IBUPROFEN,2,4,0.002405535877566325,8000,8000
item_drug_NYSTATIN|item_drug_PREDNISOLONE|item_drug_PREDNISONE,NYSTATIN + PREDNISOLONE + PREDNISONE,3,4,0.002404376585300208,7993,7993
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_LORATADINE,CIPRODEX + IBUPROFEN + LORATADINE,3,4,0.00240113896197625,7992,7992
item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN|item_drug_VYVANSE,ERYTHROMYCIN + IBUPROFEN + VYVANSE,3,4,0.00240031299219065,7995,7995
item_drug_LORATADINE|item_drug_PREDNISONE|item_drug_VYVANSE,LORATADINE + PREDNISONE + VYVANSE,3,4,0.0024001707852120916,8000,8000
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_VYVANSE,CIPRODEX + IBUPROFEN + VYVANSE,3,4,0.0023958946546332,7992,7992
item_drug_LORATADINE|item_drug_MUPIROCIN|item_drug_PREDNISOLONE,LORATADINE + MUPIROCIN + PREDNISOLONE,3,4,0.0023953547768394666,7993,7993
item_drug_IBUPROFEN|item_drug_NUVARING|item_drug_OFLOXACIN,IBUPROFEN + NUVARING + OFLOXACIN,3,4,0.0023938300476015082,7998,7998
item_drug_MUPIROCIN|item_drug_PREDNISOLONE|item_drug_VYVANSE,MUPIROCIN + PREDNISOLONE + VYVANSE,3,4,0.0023901104694964165,7993,7993
item_drug_LATANOPROST|item_drug_OFLOXACIN,LATANOPROST + OFLOXACIN,2,4,0.0023843258899184,4224,4137
item_drug_HYDROCORTISONE|item_drug_NYSTATIN|item_drug_PREDNISONE,HYDROCORTISONE + NYSTATIN + PREDNISONE,3,4,0.002374662457952325,8000,8000
item_drug_LORATADINE|item_drug_PREDNISOLONE,LORATADINE + PREDNISOLONE,2,4,0.0023738579392067875,7993,7993
item_drug_NYSTATIN|item_drug_OFLOXACIN|item_drug_PREDNISOLONE,NYSTATIN + OFLOXACIN + PREDNISOLONE,3,4,0.002371793723092575,7967,7959
item_drug_LORATADINE|item_drug_OFLOXACIN|item_drug_VYVANSE,LORATADINE + OFLOXACIN + VYVANSE,3,4,0.0023675879230044584,7974,7966
item_drug_PREDNISOLONE|item_drug_VYVANSE,PREDNISOLONE + VYVANSE,2,4,0.0023659914781922124,7993,7993
item_drug_HYDROCORTISONE|item_drug_LORATADINE|item_drug_MUPIROCIN,HYDROCORTISONE + LORATADINE + MUPIROCIN,3,4,0.0023656406494915834,8000,8000
item_drug_HYDROCORTISONE|item_drug_MUPIROCIN|item_drug_VYVANSE,HYDROCORTISONE + MUPIROCIN + VYVANSE,3,4,0.0023603963421485333,8000,8000
item_drug_ERYTHROMYCIN|item_drug_NYSTATIN|item_drug_PREDNISOLONE,ERYTHROMYCIN + NYSTATIN + PREDNISOLONE,3,4,0.0023536860393578584,7988,7988
item_drug_ERYTHROMYCIN|item_drug_LORATADINE|item_drug_VYVANSE,ERYTHROMYCIN + LORATADINE + VYVANSE,3,4,0.0023494802392697418,7995,7995
item_drug_CIPRODEX|item_drug_NYSTATIN|item_drug_PREDNISOLONE,CIPRODEX + NYSTATIN + PREDNISOLONE,3,4,0.0023492677018004085,7985,7985
item_drug_CIPRODEX|item_drug_LORATADINE|item_drug_VYVANSE,CIPRODEX + LORATADINE + VYVANSE,3,4,0.0023450619017122915,7992,7992
item_drug_HYDROCORTISONE|item_drug_NYSTATIN|item_drug_OFLOXACIN,HYDROCORTISONE + NYSTATIN + OFLOXACIN,3,4,0.002342079595744692,7974,7966
item_drug_LISINOPRIL|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,LISINOPRIL + OFLOXACIN + OMEPRAZOLE,3,4,0.002340728950299283,4211,3145
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_METHOCARBAMOL,ALPRAZOLAM + AMOXICILLIN + METHOCARBAMOL,3,4,0.0023378124109862666,7615,7615
item_drug_HYDROCORTISONE|item_drug_LORATADINE,HYDROCORTISONE + LORATADINE,2,4,0.0023292867481849626,8000,8000
item_drug_ERYTHROMYCIN|item_drug_HYDROCORTISONE|item_drug_NYSTATIN,ERYTHROMYCIN + HYDROCORTISONE + NYSTATIN,3,4,0.002323971912009975,7995,7995
item_drug_KETOCONAZOLE|item_drug_MELOXICAM,KETOCONAZOLE + MELOXICAM,2,4,0.0023231039257559623,7506,7506
item_drug_HYDROCORTISONE|item_drug_VYVANSE,HYDROCORTISONE + VYVANSE,2,4,0.0023214202871703876,8000,8000
item_drug_CIPRODEX|item_drug_HYDROCORTISONE|item_drug_NYSTATIN,CIPRODEX + HYDROCORTISONE + NYSTATIN,3,4,0.0023195535744525253,7992,7992
item_drug_BENZONATATE|item_drug_IBUPROFEN|item_drug_LORATADINE,BENZONATATE + IBUPROFEN + LORATADINE,3,4,0.0023133097778467835,8000,8000
item_drug_BENZONATATE|item_drug_IBUPROFEN|item_drug_VYVANSE,BENZONATATE + IBUPROFEN + VYVANSE,3,4,0.0023080654705037334,8000,8000
item_drug_CARVEDILOL|item_drug_LISINOPRIL|item_drug_OFLOXACIN,CARVEDILOL + LISINOPRIL + OFLOXACIN,3,4,0.002307289724273458,4156,1990
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_MELOXICAM,ALPRAZOLAM + KETOCONAZOLE + MELOXICAM,3,4,0.0023058925582990835,7506,7506
item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_NUVARING,IBUPROFEN + MELOXICAM + NUVARING,3,4,0.0022988224741787916,7998,7998
item_drug_LORATADINE|item_drug_MUPIROCIN|item_drug_PREDNISONE,LORATADINE + MUPIROCIN + PREDNISONE,3,4,0.0022827529133934163,8000,8000
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_MUPIROCIN,CIPRODEX + IBUPROFEN + MUPIROCIN,3,4,0.0022784767828145248,7992,7992
item_drug_MUPIROCIN|item_drug_PREDNISONE|item_drug_VYVANSE,MUPIROCIN + PREDNISONE + VYVANSE,3,4,0.0022775086060503667,8000,8000
item_drug_BENZONATATE|item_drug_NYSTATIN|item_drug_PREDNISOLONE,BENZONATATE + NYSTATIN + PREDNISOLONE,3,4,0.0022614385176709414,7993,7993
item_drug_NYSTATIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,NYSTATIN + OFLOXACIN + PREDNISONE,3,4,0.0022591918596465248,7974,7966
item_drug_BENZONATATE|item_drug_LORATADINE|item_drug_VYVANSE,BENZONATATE + LORATADINE + VYVANSE,3,4,0.0022572327175828253,8000,8000
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_PREDNISOLONE,HYDROCORTISONE + IBUPROFEN + PREDNISOLONE,3,4,0.0022508175479854084,7993,7993
item_drug_LORATADINE|item_drug_MUPIROCIN|item_drug_OFLOXACIN,LORATADINE + MUPIROCIN + OFLOXACIN,3,4,0.002250170051185783,7974,7966
item_drug_MUPIROCIN|item_drug_OFLOXACIN|item_drug_VYVANSE,MUPIROCIN + OFLOXACIN + VYVANSE,3,4,0.002244925743842733,7974,7966
item_drug_ERYTHROMYCIN|item_drug_NYSTATIN|item_drug_PREDNISONE,ERYTHROMYCIN + NYSTATIN + PREDNISONE,3,4,0.0022410841759118085,7995,7995
item_drug_CIPRODEX|item_drug_NYSTATIN|item_drug_PREDNISONE,CIPRODEX + NYSTATIN + PREDNISONE,3,4,0.0022366658383543583,7992,7992
item_drug_GABAPENTIN|item_drug_LISINOPRIL|item_drug_OFLOXACIN,GABAPENTIN + LISINOPRIL + OFLOXACIN,3,4,0.0022346795705046503,4194,2694
item_drug_ERYTHROMYCIN|item_drug_LORATADINE|item_drug_MUPIROCIN,ERYTHROMYCIN + LORATADINE + MUPIROCIN,3,4,0.002232062367451067,7995,7995
item_drug_BENZONATATE|item_drug_HYDROCORTISONE|item_drug_NYSTATIN,BENZONATATE + HYDROCORTISONE + NYSTATIN,3,4,0.002231724390323058,8000,8000
item_drug_CIPRODEX|item_drug_LORATADINE|item_drug_MUPIROCIN,CIPRODEX + LORATADINE + MUPIROCIN,3,4,0.0022276440298936166,7992,7992
item_drug_ERYTHROMYCIN|item_drug_MUPIROCIN|item_drug_VYVANSE,ERYTHROMYCIN + MUPIROCIN + VYVANSE,3,4,0.0022268180601080164,7995,7995
item_drug_CIPRODEX|item_drug_MUPIROCIN|item_drug_VYVANSE,CIPRODEX + MUPIROCIN + VYVANSE,3,4,0.0022223997225505666,7992,7992
item_drug_LISINOPRIL|item_drug_MELOXICAM|item_drug_OFLOXACIN,LISINOPRIL + MELOXICAM + OFLOXACIN,3,4,0.002213336159689825,4224,4224
item_drug_ERYTHROMYCIN|item_drug_NYSTATIN|item_drug_OFLOXACIN,ERYTHROMYCIN + NYSTATIN + OFLOXACIN,3,4,0.002208501313704175,7969,7961
item_drug_CIPRODEX|item_drug_NYSTATIN|item_drug_OFLOXACIN,CIPRODEX + NYSTATIN + OFLOXACIN,3,4,0.002204082976146725,7966,7958
item_drug_HYDROCORTISONE|item_drug_LORATADINE|item_drug_PREDNISOLONE,HYDROCORTISONE + LORATADINE + PREDNISOLONE,3,4,0.0021999847950645002,7993,7993
item_drug_LATANOPROST|item_drug_LISINOPRIL|item_drug_MELOXICAM,LATANOPROST + LISINOPRIL + MELOXICAM,3,4,0.002199712562506408,4224,4137
item_drug_CIPRODEX|item_drug_IBUPROFEN,CIPRODEX + IBUPROFEN,2,4,0.002198540948169375,7992,7992
item_drug_PREDNISONE|item_drug_VYVANSE,PREDNISONE + VYVANSE,2,4,0.002197088683023138,8000,8000
item_drug_HYDROCORTISONE|item_drug_PREDNISOLONE|item_drug_VYVANSE,HYDROCORTISONE + PREDNISOLONE + VYVANSE,3,4,0.00219474048772145,7993,7993
item_drug_LATANOPROST|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,LATANOPROST + OFLOXACIN + OMEPRAZOLE,3,4,0.002191150602767967,4211,3058
item_drug_MUPIROCIN|item_drug_PREDNISOLONE,MUPIROCIN + PREDNISOLONE,2,4,0.0021898646704642,7993,7993
item_drug_CIPRODEX|item_drug_ERYTHROMYCIN|item_drug_NYSTATIN,CIPRODEX + ERYTHROMYCIN + NYSTATIN,3,4,0.0021859752924120084,7989,7989
item_drug_BENZONATATE|item_drug_LEVOFLOXACIN|item_drug_PREDNISONE,BENZONATATE + LEVOFLOXACIN + PREDNISONE,3,4,0.002181998079141892,2087,2070
item_drug_IBUPROFEN|item_drug_PREDNISOLONE|item_drug_PREDNISONE,IBUPROFEN + PREDNISOLONE + PREDNISONE,3,4,0.0021679298118872418,7993,7993
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE|item_drug_MELOXICAM,AMOXICILLIN + KETOCONAZOLE + MELOXICAM,3,4,0.0021658309293620085,7506,7506
item_drug_ATENOLOL|item_drug_CLOPIDOGREL|item_drug_HYDROCHLOROTHIAZIDE,ATENOLOL + CLOPIDOGREL + HYDROCHLOROTHIAZIDE,3,4,0.0021597909231454906,96,0
item_drug_CARVEDILOL|item_drug_LATANOPROST|item_drug_OFLOXACIN,CARVEDILOL + LATANOPROST + OFLOXACIN,3,4,0.0021577113767421415,4156,1903
item_drug_BENZONATATE|item_drug_NYSTATIN|item_drug_PREDNISONE,BENZONATATE + NYSTATIN + PREDNISONE,3,4,0.0021488366542248916,8000,8000
item_drug_OFLOXACIN|item_drug_VYVANSE,OFLOXACIN + VYVANSE,2,4,0.0021482143897116873,7974,7966
item_drug_HYDROCORTISONE|item_drug_MUPIROCIN,HYDROCORTISONE + MUPIROCIN,2,4,0.002145293479442375,8000,8000
item_drug_BENZONATATE|item_drug_LORATADINE|item_drug_MUPIROCIN,BENZONATATE + LORATADINE + MUPIROCIN,3,4,0.00213981484576415,8000,8000
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_PREDNISONE,HYDROCORTISONE + IBUPROFEN + PREDNISONE,3,4,0.0021382156845393585,8000,8000
item_drug_IBUPROFEN|item_drug_OFLOXACIN|item_drug_PREDNISOLONE,IBUPROFEN + OFLOXACIN + PREDNISOLONE,3,4,0.0021353469496796086,7967,7959
item_drug_BENZONATATE|item_drug_MUPIROCIN|item_drug_VYVANSE,BENZONATATE + MUPIROCIN + VYVANSE,3,4,0.0021345705384211,8000,8000
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM,HYDROCHLOROTHIAZIDE + MELOXICAM,2,4,0.0021303308474617875,6380,4954
item_drug_CIPRODEX|item_drug_LORATADINE,CIPRODEX + LORATADINE,2,4,0.0021222918187880123,7992,7992
item_drug_ERYTHROMYCIN|item_drug_VYVANSE,ERYTHROMYCIN + VYVANSE,2,4,0.0021210528641096124,7995,7995
item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN|item_drug_PREDNISOLONE,ERYTHROMYCIN + IBUPROFEN + PREDNISOLONE,3,4,0.002117239265944892,7988,7988
item_drug_LORATADINE|item_drug_PREDNISOLONE|item_drug_PREDNISONE,LORATADINE + PREDNISOLONE + PREDNISONE,3,4,0.002117097058966333,7993,7993
item_drug_BENZONATATE|item_drug_NYSTATIN|item_drug_OFLOXACIN,BENZONATATE + NYSTATIN + OFLOXACIN,3,4,0.0021162537920172584,7974,7966
item_drug_CIPRODEX|item_drug_VYVANSE,CIPRODEX + VYVANSE,2,4,0.0021144253577734373,7992,7992
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_PREDNISOLONE,CIPRODEX + IBUPROFEN + PREDNISOLONE,3,4,0.0021128209283874416,7985,7985
item_drug_PREDNISOLONE|item_drug_PREDNISONE|item_drug_VYVANSE,PREDNISOLONE + PREDNISONE + VYVANSE,3,4,0.002111852751623283,7993,7993
item_drug_HYDROCORTISONE|item_drug_IBUPROFEN|item_drug_OFLOXACIN,HYDROCORTISONE + IBUPROFEN + OFLOXACIN,3,4,0.002105632822331725,7974,7966
item_drug_LISINOPRIL|item_drug_OFLOXACIN|item_drug_PREDNISONE,LISINOPRIL + OFLOXACIN + PREDNISONE,3,4,0.00210052037567605,4160,4148
item_drug_BENZONATATE|item_drug_ERYTHROMYCIN|item_drug_NYSTATIN,BENZONATATE + ERYTHROMYCIN + NYSTATIN,3,4,0.0020981461082825417,7995,7995
item_drug_BENZONATATE|item_drug_CIPRODEX|item_drug_NYSTATIN,BENZONATATE + CIPRODEX + NYSTATIN,3,4,0.0020937277707250915,7992,7992
item_drug_ERYTHROMYCIN|item_drug_HYDROCORTISONE|item_drug_IBUPROFEN,ERYTHROMYCIN + HYDROCORTISONE + IBUPROFEN,3,4,0.0020875251385970082,7995,7995
item_drug_HYDROCORTISONE|item_drug_LORATADINE|item_drug_PREDNISONE,HYDROCORTISONE + LORATADINE + PREDNISONE,3,4,0.00208738293161845,8000,8000
item_drug_GABAPENTIN|item_drug_LATANOPROST|item_drug_OFLOXACIN,GABAPENTIN + LATANOPROST + OFLOXACIN,3,4,0.002085101222973333,4194,2692
item_drug_LORATADINE|item_drug_OFLOXACIN|item_drug_PREDNISOLONE,LORATADINE + OFLOXACIN + PREDNISOLONE,3,4,0.0020845141967587,7967,7959
item_drug_CIPRODEX|item_drug_HYDROCORTISONE|item_drug_IBUPROFEN,CIPRODEX + HYDROCORTISONE + IBUPROFEN,3,4,0.0020831068010395584,7992,7992
item_drug_HYDROCORTISONE|item_drug_PREDNISONE|item_drug_VYVANSE,HYDROCORTISONE + PREDNISONE + VYVANSE,3,4,0.0020821386242754003,8000,8000
item_drug_OFLOXACIN|item_drug_PREDNISOLONE|item_drug_VYVANSE,OFLOXACIN + PREDNISOLONE + VYVANSE,3,4,0.00207926988941565,7967,7959
item_drug_HYDROCORTISONE|item_drug_MUPIROCIN|item_drug_PREDNISOLONE,HYDROCORTISONE + MUPIROCIN + PREDNISOLONE,3,4,0.002077322615902775,7993,7993
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_METHOCARBAMOL,ALPRAZOLAM + KETOCONAZOLE + METHOCARBAMOL,3,4,0.002074094837680583,7517,7517
item_drug_CEPHALEXIN|item_drug_LISINOPRIL|item_drug_OFLOXACIN,CEPHALEXIN + LISINOPRIL + OFLOXACIN,3,4,0.0020728625818359665,3914,3914
item_drug_ALPRAZOLAM|item_drug_METHOCARBAMOL|item_drug_OMEPRAZOLE,ALPRAZOLAM + METHOCARBAMOL + OMEPRAZOLE,3,4,0.0020726246090862583,7446,1788
item_drug_ERYTHROMYCIN|item_drug_LORATADINE|item_drug_PREDNISOLONE,ERYTHROMYCIN + LORATADINE + PREDNISOLONE,3,4,0.0020664065130239833,7988,7988
item_drug_LATANOPROST|item_drug_MELOXICAM|item_drug_OFLOXACIN,LATANOPROST + MELOXICAM + OFLOXACIN,3,4,0.0020637578121585082,4224,4137
item_drug_CIPRODEX|item_drug_LORATADINE|item_drug_PREDNISOLONE,CIPRODEX + LORATADINE + PREDNISOLONE,3,4,0.0020619881754665335,7985,7985
item_drug_ERYTHROMYCIN|item_drug_PREDNISOLONE|item_drug_VYVANSE,ERYTHROMYCIN + PREDNISOLONE + VYVANSE,3,4,0.0020611622056809333,7988,7988
item_drug_CIPRODEX|item_drug_PREDNISOLONE|item_drug_VYVANSE,CIPRODEX + PREDNISOLONE + VYVANSE,3,4,0.002056743868123483,7985,7985
item_drug_HYDROCORTISONE|item_drug_LORATADINE|item_drug_OFLOXACIN,HYDROCORTISONE + LORATADINE + OFLOXACIN,3,4,0.002054800069410817,7974,7966
item_drug_CARVEDILOL|item_drug_OFLOXACIN,CARVEDILOL + OFLOXACIN,2,4,0.002054621818041575,4156,1990
item_drug_HYDROCORTISONE|item_drug_OFLOXACIN|item_drug_VYVANSE,HYDROCORTISONE + OFLOXACIN + VYVANSE,3,4,0.0020495557620677667,7974,7966
item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + MELOXICAM + NAPROXEN,3,4,0.0020463597220786753,6380,4954
item_drug_ERYTHROMYCIN|item_drug_HYDROCORTISONE|item_drug_LORATADINE,ERYTHROMYCIN + HYDROCORTISONE + LORATADINE,3,4,0.0020366923856761,7995,7995
item_drug_CIPRODEX|item_drug_HYDROCORTISONE|item_drug_LORATADINE,CIPRODEX + HYDROCORTISONE + LORATADINE,3,4,0.0020322740481186503,7992,7992
item_drug_BENZONATATE|item_drug_CARVEDILOL|item_drug_LEVOFLOXACIN,BENZONATATE + CARVEDILOL + LEVOFLOXACIN,3,4,0.0020319819568117583,2053,1881
item_drug_ERYTHROMYCIN|item_drug_HYDROCORTISONE|item_drug_VYVANSE,ERYTHROMYCIN + HYDROCORTISONE + VYVANSE,3,4,0.00203144807833305,7995,7995
item_drug_AMOXICILLIN|item_drug_FINASTERIDE,AMOXICILLIN + FINASTERIDE,2,4,0.0020272739702028,323,0
item_drug_CIPRODEX|item_drug_HYDROCORTISONE|item_drug_VYVANSE,CIPRODEX + HYDROCORTISONE + VYVANSE,3,4,0.0020270297407756002,7992,7992
item_drug_BENZONATATE|item_drug_IBUPROFEN|item_drug_PREDNISOLONE,BENZONATATE + IBUPROFEN + PREDNISOLONE,3,4,0.002024991744257975,7993,7993
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_PREDNISONE,CIPRODEX + IBUPROFEN + PREDNISONE,3,4,0.002000219064941392,7992,7992
item_drug_LISINOPRIL|item_drug_METRONIDAZOLE|item_drug_OFLOXACIN,LISINOPRIL + METRONIDAZOLE + OFLOXACIN,3,4,0.0019999225907969915,619,619
item_drug_BENZONATATE|item_drug_HYDROCORTISONE|item_drug_IBUPROFEN,BENZONATATE + HYDROCORTISONE + IBUPROFEN,3,4,0.0019952776169100917,8000,8000
item_drug_MUPIROCIN|item_drug_PREDNISOLONE|item_drug_PREDNISONE,MUPIROCIN + PREDNISOLONE + PREDNISONE,3,4,0.0019944348798046083,7993,7993
item_drug_LEVOFLOXACIN|item_drug_METRONIDAZOLE|item_drug_OFLOXACIN,LEVOFLOXACIN + METRONIDAZOLE + OFLOXACIN,3,4,0.0019935880971443834,2209,2198
item_drug_BENZONATATE|item_drug_LORATADINE,BENZONATATE + LORATADINE,2,4,0.0019905480425938126,8000,8000
item_drug_BENZONATATE|item_drug_VYVANSE,BENZONATATE + VYVANSE,2,4,0.0019826815815792375,8000,8000
item_drug_KETOCONAZOLE|item_drug_METHOCARBAMOL,KETOCONAZOLE + METHOCARBAMOL,2,4,0.0019754073448282126,7517,7517
item_drug_BENZONATATE|item_drug_LORATADINE|item_drug_PREDNISOLONE,BENZONATATE + LORATADINE + PREDNISOLONE,3,4,0.0019741589913370664,7993,7993
item_drug_CARVEDILOL|item_drug_OFLOXACIN|item_drug_OMEPRAZOLE,CARVEDILOL + OFLOXACIN + OMEPRAZOLE,3,4,0.0019713478881834166,4143,988
item_drug_BENZONATATE|item_drug_PREDNISOLONE|item_drug_VYVANSE,BENZONATATE + PREDNISOLONE + VYVANSE,3,4,0.0019689146839940164,7993,7993
item_drug_CIPRODEX|item_drug_IBUPROFEN|item_drug_OFLOXACIN,CIPRODEX + IBUPROFEN + OFLOXACIN,3,4,0.001967636202733758,7966,7958
item_drug_ALLOPURINOL|item_drug_LISINOPRIL|item_drug_OFLOXACIN,ALLOPURINOL + LISINOPRIL + OFLOXACIN,3,4,0.001967448397502392,4070,4052
item_drug_OFLOXACIN|item_drug_PREDNISONE|item_drug_VYVANSE,OFLOXACIN + PREDNISONE + VYVANSE,3,4,0.0019666680259696,7974,7966
item_drug_HYDROCORTISONE|item_drug_MUPIROCIN|item_drug_PREDNISONE,HYDROCORTISONE + MUPIROCIN + PREDNISONE,3,4,0.001964720752456725,8000,8000
item_drug_MUPIROCIN|item_drug_OFLOXACIN|item_drug_PREDNISOLONE,MUPIROCIN + OFLOXACIN + PREDNISOLONE,3,4,0.001961852017596975,7967,7959
item_drug_ALLOPURINOL|item_drug_LATANOPROST|item_drug_LISINOPRIL,ALLOPURINOL + LATANOPROST + LISINOPRIL,3,4,0.001953824800318975,4070,4052
item_drug_LATANOPROST|item_drug_OFLOXACIN|item_drug_PREDNISONE,LATANOPROST + OFLOXACIN + PREDNISONE,3,4,0.0019509420281447333,4160,4061
item_drug_CIPRODEX|item_drug_ERYTHROMYCIN|item_drug_IBUPROFEN,CIPRODEX + ERYTHROMYCIN + IBUPROFEN,3,4,0.0019495285189990415,7989,7989
item_drug_CIPRODEX|item_drug_LORATADINE|item_drug_PREDNISONE,CIPRODEX + LORATADINE + PREDNISONE,3,4,0.0019493863120204835,7992,7992
item_drug_ERYTHROMYCIN|item_drug_PREDNISONE|item_drug_VYVANSE,ERYTHROMYCIN + PREDNISONE + VYVANSE,3,4,0.0019485603422348832,7995,7995
item_drug_BENZONATATE|item_drug_HYDROCORTISONE|item_drug_LORATADINE,BENZONATATE + HYDROCORTISONE + LORATADINE,3,4,0.0019444448639891834,8000,8000
item_drug_CIPRODEX|item_drug_PREDNISONE|item_drug_VYVANSE,CIPRODEX + PREDNISONE + VYVANSE,3,4,0.0019441420046774334,7992,7992
item_drug_ERYTHROMYCIN|item_drug_MUPIROCIN|item_drug_PREDNISOLONE,ERYTHROMYCIN + MUPIROCIN + PREDNISOLONE,3,4,0.001943744333862258,7988,7988
