combination,drug_names,interaction_size,n_bins,mean_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_AZITHROMYCIN|item_drug_PREDNISONE,AZITHROMYCIN + PREDNISONE,2,31,0.015831899488859037,41909,40319
item_drug_CEPHALEXIN|item_drug_PREDNISONE,CEPHALEXIN + PREDNISONE,2,29,0.026240637921256627,37702,37219
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,AZITHROMYCIN + CEPHALEXIN,2,28,0.030719423486932778,38032,36380
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_PREDNISONE,AZITHROMYCIN + CEPHALEXIN + PREDNISONE,3,28,0.02461650771976648,37400,36000
item_drug_AMOXICILLIN|item_drug_PREDNISONE,AMOXICILLIN + PREDNISONE,2,28,0.010341448956736185,41125,40594
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,AMOXICILLIN + AZITHROMYCIN,2,27,0.014062321159057109,41933,39889
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_PREDNISONE,AMOXICILLIN + AZITHROMYCIN + PREDNISONE,3,27,0.011371779124015036,40723,39183
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN,AMOXICILLIN + CEPHALEXIN,2,25,0.013993348106767542,37104,36159
item_drug_OMEPRAZOLE|item_drug_PREDNISONE,OMEPRAZOLE + PREDNISONE,2,25,0.011424611364862461,28060,20846
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_PREDNISONE,AMOXICILLIN + CEPHALEXIN + PREDNISONE,3,25,0.011321457424410939,36519,36083
item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + OMEPRAZOLE,2,24,0.01677784988132981,28912,21447
item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,AZITHROMYCIN + OMEPRAZOLE + PREDNISONE,3,24,0.016055360314034137,27666,20426
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,AMOXICILLIN + AZITHROMYCIN + CEPHALEXIN,3,24,0.013483633983585258,36781,34918
item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,CEPHALEXIN + OMEPRAZOLE,2,22,0.02919246526142946,24087,16779
item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,CEPHALEXIN + OMEPRAZOLE + PREDNISONE,3,22,0.02458804174008837,23461,16405
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + CEPHALEXIN + OMEPRAZOLE,3,21,0.028545795553682557,23771,16502
item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE,AMOXICILLIN + OMEPRAZOLE,2,21,0.009427086333689067,28087,20425
item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,AMOXICILLIN + OMEPRAZOLE + PREDNISONE,3,21,0.008706821311458135,26890,19721
item_drug_LISINOPRIL|item_drug_PREDNISONE,LISINOPRIL + PREDNISONE,2,20,0.021355021004566634,18247,18115
item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,LISINOPRIL + OMEPRAZOLE,2,20,0.020529620149879874,19264,18088
item_drug_LISINOPRIL|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,LISINOPRIL + OMEPRAZOLE + PREDNISONE,3,20,0.017797792942688094,18216,17058
item_drug_ALPRAZOLAM|item_drug_PREDNISONE,ALPRAZOLAM + PREDNISONE,2,20,0.016269921377610234,19200,19106
item_drug_ALPRAZOLAM|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,ALPRAZOLAM + OMEPRAZOLE + PREDNISONE,3,20,0.01398189601156731,19008,12222
item_drug_ALPRAZOLAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + OMEPRAZOLE,2,20,0.012747568893060132,20006,13252
item_drug_METRONIDAZOLE|item_drug_PREDNISONE,METRONIDAZOLE + PREDNISONE,2,20,0.011845641436175993,23606,21970
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,AMOXICILLIN + AZITHROMYCIN + OMEPRAZOLE,3,20,0.01176695988057562,27675,19996
item_drug_AZITHROMYCIN|item_drug_LISINOPRIL,AZITHROMYCIN + LISINOPRIL,2,19,0.030666719952544757,18927,17736
item_drug_AZITHROMYCIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,AZITHROMYCIN + LISINOPRIL + PREDNISONE,3,19,0.0247424022874309,17878,16704
item_drug_AZITHROMYCIN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,AZITHROMYCIN + LISINOPRIL + OMEPRAZOLE,3,19,0.024147845597670612,18894,17659
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN,ALPRAZOLAM + AZITHROMYCIN,2,19,0.021543954062457432,19827,18727
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_PREDNISONE,ALPRAZOLAM + AZITHROMYCIN + PREDNISONE,3,19,0.020104913350276934,18830,17695
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + AZITHROMYCIN + OMEPRAZOLE,3,19,0.017617759025524832,19640,12823
item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,AZITHROMYCIN + METRONIDAZOLE + PREDNISONE,3,19,0.014994342386981215,23475,21826
item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,AZITHROMYCIN + METRONIDAZOLE,2,19,0.013801947702014308,24097,22492
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_PREDNISONE,ALPRAZOLAM + GABAPENTIN + PREDNISONE,3,18,0.014422245800408033,15148,13616
item_drug_AMOXICILLIN|item_drug_IBUPROFEN,AMOXICILLIN + IBUPROFEN,2,18,0.013926422570040545,33090,33081
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN,ALPRAZOLAM + GABAPENTIN,2,18,0.013283319633900743,16056,14539
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_IBUPROFEN,AMOXICILLIN + AZITHROMYCIN + IBUPROFEN,3,18,0.013050412247687134,33090,33081
item_drug_GABAPENTIN|item_drug_PREDNISONE,GABAPENTIN + PREDNISONE,2,18,0.012789719776186408,15182,13616
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + GABAPENTIN + OMEPRAZOLE,3,18,0.0123134322206853,15905,11002
item_drug_GABAPENTIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,GABAPENTIN + OMEPRAZOLE + PREDNISONE,3,18,0.011984365648875745,15019,10085
item_drug_AMOXICILLIN|item_drug_IBUPROFEN|item_drug_PREDNISONE,AMOXICILLIN + IBUPROFEN + PREDNISONE,3,18,0.011637354897387712,32475,32426
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,AMOXICILLIN + CEPHALEXIN + OMEPRAZOLE,3,18,0.01060676364251076,22853,15328
item_drug_AZITHROMYCIN|item_drug_IBUPROFEN,AZITHROMYCIN + IBUPROFEN,2,18,0.009929496482381867,33090,33081
item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,GABAPENTIN + OMEPRAZOLE,2,18,0.00962649940660231,15962,11002
item_drug_AZITHROMYCIN|item_drug_IBUPROFEN|item_drug_PREDNISONE,AZITHROMYCIN + IBUPROFEN + PREDNISONE,3,18,0.008972737505615258,32475,32426
item_drug_IBUPROFEN|item_drug_PREDNISONE,IBUPROFEN + PREDNISONE,2,18,0.0078099104569327345,32475,32426
item_drug_CEPHALEXIN|item_drug_LISINOPRIL,CEPHALEXIN + LISINOPRIL,2,17,0.04432368078310275,14102,14006
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN,ALPRAZOLAM + CEPHALEXIN,2,17,0.03816191163393216,15024,14997
item_drug_CEPHALEXIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,CEPHALEXIN + LISINOPRIL + PREDNISONE,3,17,0.03411136968330712,13674,13604
item_drug_CEPHALEXIN|item_drug_METRONIDAZOLE,CEPHALEXIN + METRONIDAZOLE,2,17,0.03380091657287836,19305,17714
item_drug_CEPHALEXIN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,CEPHALEXIN + LISINOPRIL + OMEPRAZOLE,3,17,0.03325556482792943,14073,12991
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_PREDNISONE,ALPRAZOLAM + CEPHALEXIN + PREDNISONE,3,17,0.03161780268985109,14640,14595
item_drug_CEPHALEXIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,CEPHALEXIN + METRONIDAZOLE + PREDNISONE,3,17,0.028767211801873707,19286,17692
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + CEPHALEXIN + OMEPRAZOLE,3,17,0.02864674165418843,14837,8155
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,AZITHROMYCIN + GABAPENTIN,2,17,0.019742802257364613,15756,13320
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_PREDNISONE,AZITHROMYCIN + GABAPENTIN + PREDNISONE,3,17,0.019022663622995564,14805,12407
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,ALPRAZOLAM + AZITHROMYCIN + GABAPENTIN,3,17,0.01897495618937839,15687,13320
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + GABAPENTIN + OMEPRAZOLE,3,17,0.01677267086938981,15584,10764
item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,METRONIDAZOLE + OMEPRAZOLE + PREDNISONE,3,17,0.011654328240215582,17426,11006
item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,METRONIDAZOLE + OMEPRAZOLE,2,17,0.007850281927202349,18048,11671
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_LISINOPRIL,AZITHROMYCIN + CEPHALEXIN + LISINOPRIL,3,16,0.04150588564246165,13825,12765
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,ALPRAZOLAM + AZITHROMYCIN + CEPHALEXIN,3,16,0.035871864071392486,14750,13756
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_METRONIDAZOLE,AZITHROMYCIN + CEPHALEXIN + METRONIDAZOLE,3,16,0.030400922835427578,19211,17612
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + LISINOPRIL,3,16,0.025598312661325683,14662,14622
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL,ALPRAZOLAM + LISINOPRIL,2,16,0.025181026568372344,12557,12554
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL|item_drug_PREDNISONE,ALPRAZOLAM + LISINOPRIL + PREDNISONE,3,16,0.021483843872994485,11573,11491
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,HYDROCHLOROTHIAZIDE + LISINOPRIL,2,16,0.020970366529145378,14669,14622
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,ALPRAZOLAM + LISINOPRIL + OMEPRAZOLE,3,16,0.020618476451125998,12534,11464
item_drug_LISINOPRIL|item_drug_SIMVASTATIN,LISINOPRIL + SIMVASTATIN,2,16,0.020351289807807697,18147,18042
item_drug_GABAPENTIN|item_drug_LISINOPRIL,GABAPENTIN + LISINOPRIL,2,16,0.020231978818521436,12447,10924
item_drug_AMOXICILLIN|item_drug_LISINOPRIL,AMOXICILLIN + LISINOPRIL,2,16,0.0201423870500386,18109,17716
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_LISINOPRIL,ALPRAZOLAM + GABAPENTIN + LISINOPRIL,3,16,0.020002568604831683,12431,10924
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE,AZITHROMYCIN + HYDROCHLOROTHIAZIDE,2,16,0.019764107508562723,15038,14622
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + LISINOPRIL + PREDNISONE,3,16,0.019029120880840692,14032,13967
item_drug_AMOXICILLIN|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,AMOXICILLIN + LISINOPRIL + SIMVASTATIN,3,16,0.018331202183488424,18090,17716
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + LISINOPRIL + OMEPRAZOLE,3,16,0.018281234691612584,14644,14611
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + PREDNISONE,3,16,0.018224948200452257,14348,13967
item_drug_GABAPENTIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,GABAPENTIN + LISINOPRIL + PREDNISONE,3,16,0.018184478706427212,11535,10001
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + OMEPRAZOLE,3,16,0.017477062011224148,14966,14611
item_drug_GABAPENTIN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,GABAPENTIN + LISINOPRIL + OMEPRAZOLE,3,16,0.017319111284558725,12422,9892
item_drug_LISINOPRIL|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,LISINOPRIL + OMEPRAZOLE + SIMVASTATIN,3,16,0.01610767488821399,18119,16963
item_drug_AMOXICILLIN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,AMOXICILLIN + LISINOPRIL + OMEPRAZOLE,3,16,0.015968406383034595,18080,16637
item_drug_LISINOPRIL|item_drug_PREDNISONE|item_drug_SIMVASTATIN,LISINOPRIL + PREDNISONE + SIMVASTATIN,3,16,0.014545121132020864,17096,16979
item_drug_AMOXICILLIN|item_drug_SIMVASTATIN,AMOXICILLIN + SIMVASTATIN,2,16,0.01449992969261897,18662,17716
item_drug_AMOXICILLIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,AMOXICILLIN + LISINOPRIL + PREDNISONE,3,16,0.014405852626841466,17094,16979
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,ALPRAZOLAM + METRONIDAZOLE + PREDNISONE,3,16,0.013828454993083099,15606,13970
item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,AZITHROMYCIN + METRONIDAZOLE + OMEPRAZOLE,3,16,0.013262178213121763,17918,11574
item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,AMOXICILLIN + OMEPRAZOLE + SIMVASTATIN,3,16,0.012206768144754842,18571,16637
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_MELOXICAM,AMOXICILLIN + CEPHALEXIN + MELOXICAM,3,16,0.012098721024192542,25888,24462
item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,OMEPRAZOLE + SIMVASTATIN,2,16,0.011164638749707325,18682,16963
item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + PREDNISONE,3,16,0.01090787023073916,14315,13956
item_drug_AMOXICILLIN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,AMOXICILLIN + PREDNISONE + SIMVASTATIN,3,16,0.010644214388561715,17452,16979
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE,ALPRAZOLAM + METRONIDAZOLE,2,16,0.010574778493932104,16230,14639
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_OFLOXACIN,AMOXICILLIN + CEPHALEXIN + OFLOXACIN,3,16,0.010402085292789166,27503,27495
item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + PREDNISONE,2,16,0.00991031983783524,14372,13967
item_drug_AMOXICILLIN|item_drug_MELOXICAM,AMOXICILLIN + MELOXICAM,2,16,0.009777973494537746,26198,24772
item_drug_ALPRAZOLAM|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,ALPRAZOLAM + METRONIDAZOLE + OMEPRAZOLE,3,16,0.009765962133683106,16048,9671
item_drug_CEPHALEXIN|item_drug_MELOXICAM,CEPHALEXIN + MELOXICAM,2,16,0.009371741618646874,25888,24462
item_drug_AMOXICILLIN|item_drug_MELOXICAM|item_drug_PREDNISONE,AMOXICILLIN + MELOXICAM + PREDNISONE,3,16,0.009345710146836158,26134,24696
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_PREDNISONE,CEPHALEXIN + MELOXICAM + PREDNISONE,3,16,0.009074888896242243,25834,24404
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,16,0.009068493171699575,19036,18707
item_drug_AMOXICILLIN|item_drug_OFLOXACIN,AMOXICILLIN + OFLOXACIN,2,16,0.00901694167349215,27813,27805
item_drug_PREDNISONE|item_drug_SIMVASTATIN,PREDNISONE + SIMVASTATIN,2,16,0.008820808115417635,17502,16979
item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE,2,16,0.008788490553993077,14995,14611
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_PREDNISONE,ALPRAZOLAM + AMOXICILLIN + PREDNISONE,3,16,0.008738428258064252,18054,17970
item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE,AMOXICILLIN + METRONIDAZOLE,2,16,0.008728655097642887,23094,21503
item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,AMOXICILLIN + METRONIDAZOLE + PREDNISONE,3,16,0.00857215489179693,22470,20834
item_drug_AMOXICILLIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,AMOXICILLIN + OFLOXACIN + PREDNISONE,3,16,0.008529255314965576,27749,27729
item_drug_OMEPRAZOLE|item_drug_PREDNISONE|item_drug_SIMVASTATIN,OMEPRAZOLE + PREDNISONE + SIMVASTATIN,3,16,0.008420687093287284,17439,15933
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + AMOXICILLIN + OMEPRAZOLE,3,16,0.008053522322704594,18849,11801
item_drug_CEPHALEXIN|item_drug_OFLOXACIN,CEPHALEXIN + OFLOXACIN,2,16,0.007914499473473372,27503,27495
item_drug_CEPHALEXIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,CEPHALEXIN + OFLOXACIN + PREDNISONE,3,16,0.00779429384828639,27449,27437
item_drug_MELOXICAM|item_drug_PREDNISONE,MELOXICAM + PREDNISONE,2,16,0.0052422253026123,26134,24696
item_drug_OFLOXACIN|item_drug_PREDNISONE,OFLOXACIN + PREDNISONE,2,16,0.005105254506737985,27749,27729
item_drug_CEPHALEXIN|item_drug_GABAPENTIN,CEPHALEXIN + GABAPENTIN,2,15,0.03630184486054799,10956,9514
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_GABAPENTIN,ALPRAZOLAM + CEPHALEXIN + GABAPENTIN,3,15,0.03103028486686828,10889,9514
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_PREDNISONE,CEPHALEXIN + GABAPENTIN + PREDNISONE,3,15,0.030569978863891678,10619,9246
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_LISINOPRIL,ALPRAZOLAM + AZITHROMYCIN + LISINOPRIL,3,15,0.02833990810213062,12188,11112
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,CEPHALEXIN + GABAPENTIN + OMEPRAZOLE,3,15,0.027803180047406804,10791,6037
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_LISINOPRIL,AZITHROMYCIN + GABAPENTIN + LISINOPRIL,3,15,0.025246715764751283,12077,9705
item_drug_AZITHROMYCIN|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,AZITHROMYCIN + LISINOPRIL + SIMVASTATIN,3,15,0.020812150579854572,17770,16600
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_LISINOPRIL,AMOXICILLIN + AZITHROMYCIN + LISINOPRIL,3,15,0.02057771262787539,17733,16274
item_drug_AZITHROMYCIN|item_drug_SIMVASTATIN,AZITHROMYCIN + SIMVASTATIN,2,15,0.01743845224066767,18362,16600
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_SIMVASTATIN,AMOXICILLIN + AZITHROMYCIN + SIMVASTATIN,3,15,0.016357779363259887,18243,16274
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,ALPRAZOLAM + AZITHROMYCIN + METRONIDAZOLE,3,15,0.01522013586234609,16097,14492
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_IBUPROFEN,AMOXICILLIN + CEPHALEXIN + IBUPROFEN,3,15,0.014291948898191596,28228,28219
item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,AZITHROMYCIN + OMEPRAZOLE + SIMVASTATIN,3,15,0.014277906499919096,18272,16534
item_drug_AZITHROMYCIN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,AZITHROMYCIN + PREDNISONE + SIMVASTATIN,3,15,0.012630597985065667,17104,15568
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,ALPRAZOLAM + AMOXICILLIN + AZITHROMYCIN,3,15,0.011348879551289418,18661,17265
item_drug_CEPHALEXIN|item_drug_IBUPROFEN,CEPHALEXIN + IBUPROFEN,2,15,0.011187763024565938,28228,28219
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_NAPROXEN,AMOXICILLIN + AZITHROMYCIN + NAPROXEN,3,15,0.010715312001453972,28239,28239
item_drug_AMOXICILLIN|item_drug_NAPROXEN,AMOXICILLIN + NAPROXEN,2,15,0.010522623060114443,28239,28239
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_IBUPROFEN,AZITHROMYCIN + CEPHALEXIN + IBUPROFEN,3,15,0.010405426892937417,28228,28219
item_drug_AMOXICILLIN|item_drug_NAPROXEN|item_drug_PREDNISONE,AMOXICILLIN + NAPROXEN + PREDNISONE,3,15,0.0102014512602346,27760,27722
item_drug_CEPHALEXIN|item_drug_IBUPROFEN|item_drug_PREDNISONE,CEPHALEXIN + IBUPROFEN + PREDNISONE,3,15,0.009970906207367415,28217,28207
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN,AMOXICILLIN + ERYTHROMYCIN,2,15,0.009362195439279252,28472,28472
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,AMOXICILLIN + AZITHROMYCIN + ERYTHROMYCIN,3,15,0.009302819249641372,28472,28472
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,AMOXICILLIN + ERYTHROMYCIN + PREDNISONE,3,15,0.009177815821592366,27857,27817
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_MELOXICAM,AZITHROMYCIN + CEPHALEXIN + MELOXICAM,3,15,0.00898952985571373,25619,23221
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_MELOXICAM,AMOXICILLIN + AZITHROMYCIN + MELOXICAM,3,15,0.008968856259193626,25830,23330
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,AMOXICILLIN + AZITHROMYCIN + METRONIDAZOLE,3,15,0.008566520315282742,22961,21356
item_drug_AZITHROMYCIN|item_drug_NAPROXEN|item_drug_PREDNISONE,AZITHROMYCIN + NAPROXEN + PREDNISONE,3,15,0.008268489337333216,27760,27722
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,AZITHROMYCIN + ERYTHROMYCIN + PREDNISONE,3,15,0.007830370554473451,27857,27817
item_drug_AZITHROMYCIN|item_drug_NAPROXEN,AZITHROMYCIN + NAPROXEN,2,15,0.007623180175762369,28239,28239
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_OFLOXACIN,AMOXICILLIN + AZITHROMYCIN + OFLOXACIN,3,15,0.007386653054499364,27445,26363
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,AZITHROMYCIN + ERYTHROMYCIN,2,15,0.007341027538600881,28472,28472
item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,ERYTHROMYCIN + PREDNISONE,2,15,0.007153522396527373,27857,27817
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_OFLOXACIN,AZITHROMYCIN + CEPHALEXIN + OFLOXACIN,3,15,0.006912243753861848,27234,26254
item_drug_NAPROXEN|item_drug_PREDNISONE,NAPROXEN + PREDNISONE,2,15,0.0068523890639333096,27760,27722
item_drug_AZITHROMYCIN|item_drug_MELOXICAM|item_drug_PREDNISONE,AZITHROMYCIN + MELOXICAM + PREDNISONE,3,15,0.006054740399417816,25769,23285
item_drug_AZITHROMYCIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,AZITHROMYCIN + OFLOXACIN + PREDNISONE,3,15,0.004916313923734245,27384,26318
item_drug_AZITHROMYCIN|item_drug_MELOXICAM,AZITHROMYCIN + MELOXICAM,2,15,0.004615519371003476,25830,23330
item_drug_AZITHROMYCIN|item_drug_OFLOXACIN,AZITHROMYCIN + OFLOXACIN,2,15,0.003402440112689083,27445,26363
item_drug_CEPHALEXIN|item_drug_LEVOFLOXACIN,CEPHALEXIN + LEVOFLOXACIN,2,14,0.03966545206707555,7708,7005
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_GABAPENTIN,AZITHROMYCIN + CEPHALEXIN + GABAPENTIN,3,14,0.03637958458710173,10668,8424
item_drug_CEPHALEXIN|item_drug_LEVOFLOXACIN|item_drug_PREDNISONE,CEPHALEXIN + LEVOFLOXACIN + PREDNISONE,3,14,0.03175420218570214,7104,6639
item_drug_CEPHALEXIN|item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE,CEPHALEXIN + LEVOFLOXACIN + OMEPRAZOLE,3,14,0.03063681226708809,7618,6960
item_drug_CEPHALEXIN|item_drug_METRONIDAZOLE|item_drug_OMEPRAZOLE,CEPHALEXIN + METRONIDAZOLE + OMEPRAZOLE,3,14,0.02832750837877541,13125,6796
item_drug_GABAPENTIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,GABAPENTIN + METRONIDAZOLE + PREDNISONE,3,14,0.01355510288935977,11599,10016
item_drug_LEVOFLOXACIN|item_drug_PREDNISONE,LEVOFLOXACIN + PREDNISONE,2,14,0.013401581621514813,7387,6847
item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,LEVOFLOXACIN + OMEPRAZOLE + PREDNISONE,3,14,0.013127565303380936,7315,6812
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_MUPIROCIN,AMOXICILLIN + AZITHROMYCIN + MUPIROCIN,3,14,0.011793326745297355,24071,24069
item_drug_LEVOFLOXACIN|item_drug_OMEPRAZOLE,LEVOFLOXACIN + OMEPRAZOLE,2,14,0.011725496743593732,7924,7159
