cohort,age_band,bin,feature,drug_name,rank,combined_importance
non_opioid_ed,65_74,high,item_drug_FUROSEMIDE,FUROSEMIDE,3,0.041147525601981
non_opioid_ed,65_74,high,item_drug_GABAPENTIN,GABAPENTIN,13,0.0016303620219369
non_opioid_ed,65_74,high,item_drug_LATANOPROST,LATANOPROST,9,0.0029683588129855
non_opioid_ed,65_74,high,item_drug_LISINOPRIL,LISINOPRIL,7,0.0034782094363238
non_opioid_ed,65_74,high,item_drug_MELOXICAM,MELOXICAM,11,0.0023176336726248
non_opioid_ed,65_74,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,16,0.0009499165354773
non_opioid_ed,65_74,high,item_drug_OFLOXACIN,OFLOXACIN,8,0.0034429889032688
non_opioid_ed,65_74,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,10,0.0025089049709244
non_opioid_ed,65_74,high,item_drug_PREDNISONE,PREDNISONE,15,0.0013588748383639
non_opioid_ed,65_74,high,item_drug_SIMVASTATIN,SIMVASTATIN,6,0.0140011882053647
non_opioid_ed,13_24,low,item_drug_AMOXICILLIN,AMOXICILLIN,4,0.0141189738270805
non_opioid_ed,13_24,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0024340583953836
non_opioid_ed,13_24,low,item_drug_CEPHALEXIN,CEPHALEXIN,3,0.0181854736423585
non_opioid_ed,13_24,low,item_drug_DIFFERIN,DIFFERIN,16,0.0004597288969431
non_opioid_ed,13_24,low,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,12,0.0008115641106383
non_opioid_ed,13_24,low,item_drug_FLUCONAZOLE,FLUCONAZOLE,8,0.0014131649455201
non_opioid_ed,13_24,low,item_drug_IBUPROFEN,IBUPROFEN,5,0.003230134762538
non_opioid_ed,13_24,low,item_drug_LORYNA,LORYNA,14,0.0007214633857552
non_opioid_ed,13_24,low,item_drug_MELOXICAM,MELOXICAM,15,0.0004710843309897
non_opioid_ed,13_24,low,item_drug_METRONIDAZOLE,METRONIDAZOLE,11,0.0008340127924199
non_opioid_ed,13_24,low,item_drug_MISOPROSTOL,MISOPROSTOL,20,0.0002031534463884
non_opioid_ed,13_24,low,item_drug_MUPIROCIN,MUPIROCIN,19,0.000225292459964
non_opioid_ed,13_24,low,item_drug_NAPROXEN,NAPROXEN,9,0.0013027225282808
non_opioid_ed,13_24,low,item_drug_NEXPLANON,NEXPLANON,18,0.0003165539695556
non_opioid_ed,13_24,low,item_drug_NORETHINDRONE,NORETHINDRONE,17,0.0003784263430095
non_opioid_ed,13_24,low,item_drug_NUVARING,NUVARING,7,0.0017886567872635
non_opioid_ed,13_24,low,item_drug_OFLOXACIN,OFLOXACIN,13,0.0007579700254074
non_opioid_ed,13_24,low,item_drug_PREDNISONE,PREDNISONE,10,0.0008386037843954
non_opioid_ed,13_24,medium,item_drug_AMOXICILLIN,AMOXICILLIN,3,0.0193416127695571
non_opioid_ed,13_24,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,5,0.0033349546930998
non_opioid_ed,13_24,medium,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.019239123953925
non_opioid_ed,13_24,medium,item_drug_DIFFERIN,DIFFERIN,15,0.0005663342181164
non_opioid_ed,13_24,medium,item_drug_EPIDUO,EPIDUO,17,0.0004047811038531
non_opioid_ed,13_24,medium,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,14,0.0008090477575015
non_opioid_ed,13_24,medium,item_drug_FLUCONAZOLE,FLUCONAZOLE,7,0.0021806050157505
non_opioid_ed,13_24,medium,item_drug_IBUPROFEN,IBUPROFEN,6,0.0030997067599917
non_opioid_ed,13_24,medium,item_drug_LORYNA,LORYNA,13,0.0009567654364154
non_opioid_ed,13_24,medium,item_drug_MELOXICAM,MELOXICAM,16,0.0004584708579444
non_opioid_ed,13_24,medium,item_drug_METRONIDAZOLE,METRONIDAZOLE,11,0.0012026981324836
non_opioid_ed,13_24,medium,item_drug_MUPIROCIN,MUPIROCIN,20,0.0002786607412084
non_opioid_ed,13_24,medium,item_drug_NAPROXEN,NAPROXEN,9,0.0015174608371463
non_opioid_ed,13_24,medium,item_drug_NEXPLANON,NEXPLANON,18,0.0003281585868244
non_opioid_ed,13_24,medium,item_drug_NORETHINDRONE,NORETHINDRONE,19,0.0002860713737292
non_opioid_ed,13_24,medium,item_drug_NUVARING,NUVARING,8,0.0019168462765815
non_opioid_ed,13_24,medium,item_drug_OFLOXACIN,OFLOXACIN,12,0.0009597431238938
non_opioid_ed,13_24,medium,item_drug_PREDNISONE,PREDNISONE,10,0.0014512578629089
non_opioid_ed,13_24,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,3,0.0327354493479758
non_opioid_ed,13_24,extreme,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,19,0.0007012955963667
non_opioid_ed,13_24,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,8,0.0038327898418919
non_opioid_ed,13_24,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0236536198757113
non_opioid_ed,13_24,extreme,item_drug_DEXAMETHASONE,DEXAMETHASONE,15,0.0009994382957729
non_opioid_ed,13_24,extreme,item_drug_EPIDUO,EPIDUO,17,0.0009496689581664
non_opioid_ed,13_24,extreme,item_drug_FLUCONAZOLE,FLUCONAZOLE,6,0.0105358137069115
non_opioid_ed,13_24,extreme,item_drug_IBUPROFEN,IBUPROFEN,7,0.0058669750373118
non_opioid_ed,13_24,extreme,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,18,0.0009264225510952
non_opioid_ed,13_24,extreme,item_drug_LORATADINE,LORATADINE,14,0.0011013476113639
non_opioid_ed,13_24,extreme,item_drug_MELOXICAM,MELOXICAM,11,0.0017966524368955
non_opioid_ed,13_24,extreme,item_drug_METRONIDAZOLE,METRONIDAZOLE,5,0.0110137444503215
non_opioid_ed,13_24,extreme,item_drug_NAPROXEN,NAPROXEN,9,0.0031062199167585
non_opioid_ed,13_24,extreme,item_drug_NEXPLANON,NEXPLANON,20,0.0006515249279565
non_opioid_ed,13_24,extreme,item_drug_NUVARING,NUVARING,12,0.0017201388631886
non_opioid_ed,13_24,extreme,item_drug_OFLOXACIN,OFLOXACIN,13,0.0014817136461981
non_opioid_ed,13_24,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,16,0.000990599055149
non_opioid_ed,13_24,extreme,item_drug_PREDNISONE,PREDNISONE,10,0.0020882268639534
non_opioid_ed,13_24,high,item_drug_AMOXICILLIN,AMOXICILLIN,3,0.0293130802918656
non_opioid_ed,13_24,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0045341796885756
non_opioid_ed,13_24,high,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0224017670317567
non_opioid_ed,13_24,high,item_drug_DEXAMETHASONE,DEXAMETHASONE,18,0.0005834530850112
non_opioid_ed,13_24,high,item_drug_DIFFERIN,DIFFERIN,19,0.000562933940838
non_opioid_ed,13_24,high,item_drug_EPIDUO,EPIDUO,13,0.0010446294631295
non_opioid_ed,13_24,high,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,15,0.0009739092734537
non_opioid_ed,13_24,high,item_drug_FLUCONAZOLE,FLUCONAZOLE,5,0.0056039549053234
non_opioid_ed,13_24,high,item_drug_IBUPROFEN,IBUPROFEN,8,0.0042135728013255
non_opioid_ed,13_24,high,item_drug_LORATADINE,LORATADINE,17,0.0005860597778054
non_opioid_ed,13_24,high,item_drug_LORYNA,LORYNA,14,0.0010206809016283
non_opioid_ed,13_24,high,item_drug_MELOXICAM,MELOXICAM,16,0.0007941879692659
non_opioid_ed,13_24,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,7,0.0043385289027513
non_opioid_ed,13_24,high,item_drug_NAPROXEN,NAPROXEN,10,0.0021963996222627
non_opioid_ed,13_24,high,item_drug_NUVARING,NUVARING,9,0.0022294428068494
non_opioid_ed,13_24,high,item_drug_OCELLA,OCELLA,20,0.0005211400636789
non_opioid_ed,13_24,high,item_drug_OFLOXACIN,OFLOXACIN,12,0.0014610596806688
non_opioid_ed,13_24,high,item_drug_PREDNISONE,PREDNISONE,11,0.0021536853871967
non_opioid_ed,55_64,low,item_drug_ALLOPURINOL,ALLOPURINOL,16,0.0009360931255339
non_opioid_ed,55_64,low,item_drug_AMOXICILLIN,AMOXICILLIN,3,0.0278504112592066
non_opioid_ed,55_64,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0087548136489425
non_opioid_ed,55_64,low,item_drug_BENZONATATE,BENZONATATE,20,0.0006187204710028
non_opioid_ed,55_64,low,item_drug_CARVEDILOL,CARVEDILOL,11,0.0019019856810412
non_opioid_ed,55_64,low,item_drug_CEPHALEXIN,CEPHALEXIN,5,0.0096782279059556
non_opioid_ed,55_64,low,item_drug_GLIPIZIDE,GLIPIZIDE,19,0.0007381792860744
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,15,0.0010146668117914
non_opioid_ed,55_64,low,item_drug_IBUPROFEN,IBUPROFEN,8,0.0028820374143754
non_opioid_ed,55_64,low,item_drug_LISINOPRIL,LISINOPRIL,4,0.0170386623950604
non_opioid_ed,55_64,low,item_drug_MELOXICAM,MELOXICAM,13,0.001718477821795
non_opioid_ed,55_64,low,item_drug_MUPIROCIN,MUPIROCIN,10,0.0020477544326849
non_opioid_ed,55_64,low,item_drug_NAPROXEN,NAPROXEN,17,0.0008050544716144
non_opioid_ed,55_64,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,7,0.0029514819269798
non_opioid_ed,55_64,low,item_drug_PREDNISONE,PREDNISONE,12,0.0017979475894336
non_opioid_ed,55_64,low,item_drug_SIMVASTATIN,SIMVASTATIN,9,0.002336571099478
non_opioid_ed,55_64,low,item_drug_VIAGRA,VIAGRA,14,0.0013360404885019
non_opioid_ed,55_64,low,item_drug_ZOSTAVAX,ZOSTAVAX,18,0.0007866109432489
non_opioid_ed,55_64,medium,item_drug_ALLOPURINOL,ALLOPURINOL,20,0.0013102071533603
non_opioid_ed,55_64,medium,item_drug_AMOXICILLIN,AMOXICILLIN,2,0.0365672201206557
non_opioid_ed,55_64,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0187598091313262
non_opioid_ed,55_64,medium,item_drug_BENZONATATE,BENZONATATE,19,0.0013411281950344
non_opioid_ed,55_64,medium,item_drug_CARVEDILOL,CARVEDILOL,12,0.0035573319121933
non_opioid_ed,55_64,medium,item_drug_CEPHALEXIN,CEPHALEXIN,5,0.0193642707897071
non_opioid_ed,55_64,medium,item_drug_GLIPIZIDE,GLIPIZIDE,13,0.0029299724540806
non_opioid_ed,55_64,medium,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,16,0.0022705314627241
non_opioid_ed,55_64,medium,item_drug_IBUPROFEN,IBUPROFEN,7,0.0068581923491006
non_opioid_ed,55_64,medium,item_drug_LISINOPRIL,LISINOPRIL,4,0.0313766226239954
non_opioid_ed,55_64,medium,item_drug_MELOXICAM,MELOXICAM,15,0.0024811205172267
non_opioid_ed,55_64,medium,item_drug_METHOCARBAMOL,METHOCARBAMOL,18,0.0014113616601695
non_opioid_ed,55_64,medium,item_drug_MUPIROCIN,MUPIROCIN,9,0.0056700211347016
non_opioid_ed,55_64,medium,item_drug_NAPROXEN,NAPROXEN,14,0.0025200331425756
non_opioid_ed,55_64,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,8,0.0058919224168787
non_opioid_ed,55_64,medium,item_drug_PREDNISONE,PREDNISONE,11,0.0048716897718488
non_opioid_ed,55_64,medium,item_drug_SIMVASTATIN,SIMVASTATIN,10,0.0052930560301585
non_opioid_ed,55_64,medium,item_drug_VIAGRA,VIAGRA,17,0.0021256500840016
non_opioid_ed,55_64,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,5,0.0228258294002104
non_opioid_ed,55_64,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,7,0.0175018237372873
non_opioid_ed,55_64,extreme,item_drug_BENZONATATE,BENZONATATE,18,0.0021694075076689
non_opioid_ed,55_64,extreme,item_drug_CARVEDILOL,CARVEDILOL,10,0.0078457619377299
non_opioid_ed,55_64,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0249445956893076
non_opioid_ed,55_64,extreme,item_drug_FUROSEMIDE,FUROSEMIDE,16,0.0027722026523206
non_opioid_ed,55_64,extreme,item_drug_GLIPIZIDE,GLIPIZIDE,9,0.0119486770590619
non_opioid_ed,55_64,extreme,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,17,0.0021754595614392
non_opioid_ed,55_64,extreme,item_drug_IBUPROFEN,IBUPROFEN,6,0.0186885675165681
non_opioid_ed,55_64,extreme,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,15,0.0032181321815602
non_opioid_ed,55_64,extreme,item_drug_LISINOPRIL,LISINOPRIL,3,0.0297005224594793
non_opioid_ed,55_64,extreme,item_drug_MELOXICAM,MELOXICAM,19,0.0016903135951925
non_opioid_ed,55_64,extreme,item_drug_METHOCARBAMOL,METHOCARBAMOL,13,0.0050076948897249
non_opioid_ed,55_64,extreme,item_drug_MUPIROCIN,MUPIROCIN,12,0.0070593033152411
non_opioid_ed,55_64,extreme,item_drug_NAPROXEN,NAPROXEN,20,0.001379047348558
non_opioid_ed,55_64,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,8,0.0120380730671699
non_opioid_ed,55_64,extreme,item_drug_PREDNISONE,PREDNISONE,11,0.0072474535069543
non_opioid_ed,55_64,extreme,item_drug_SIMVASTATIN,SIMVASTATIN,14,0.0038097756020769
non_opioid_ed,55_64,high,item_drug_AMOXICILLIN,AMOXICILLIN,4,0.0316637954832258
non_opioid_ed,55_64,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0213939552831851
non_opioid_ed,55_64,high,item_drug_BENZONATATE,BENZONATATE,18,0.0021114230221868
non_opioid_ed,55_64,high,item_drug_CARVEDILOL,CARVEDILOL,13,0.0047228623959754
non_opioid_ed,55_64,high,item_drug_CEPHALEXIN,CEPHALEXIN,5,0.0258025789570545
non_opioid_ed,55_64,high,item_drug_GLIPIZIDE,GLIPIZIDE,9,0.0083877494431383
non_opioid_ed,55_64,high,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,15,0.0030848992441436
non_opioid_ed,55_64,high,item_drug_IBUPROFEN,IBUPROFEN,7,0.0141588397900487
non_opioid_ed,55_64,high,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,19,0.0018972601303
non_opioid_ed,55_64,high,item_drug_LISINOPRIL,LISINOPRIL,3,0.0363093827893592
non_opioid_ed,55_64,high,item_drug_MELOXICAM,MELOXICAM,17,0.0026071777653818
non_opioid_ed,55_64,high,item_drug_METHOCARBAMOL,METHOCARBAMOL,14,0.0038179817308852
non_opioid_ed,55_64,high,item_drug_MUPIROCIN,MUPIROCIN,11,0.0066388598037071
non_opioid_ed,55_64,high,item_drug_NAPROXEN,NAPROXEN,16,0.0028095349225018
non_opioid_ed,55_64,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,8,0.0088912395014591
non_opioid_ed,55_64,high,item_drug_PREDNISONE,PREDNISONE,10,0.0073340239820339
non_opioid_ed,55_64,high,item_drug_SIMVASTATIN,SIMVASTATIN,12,0.0066384222115428
non_opioid_ed,55_64,high,item_drug_VIAGRA,VIAGRA,20,0.0016360285942703
non_opioid_ed,85_114,low,item_drug_ALPRAZOLAM,ALPRAZOLAM,11,0.0405955897099397
non_opioid_ed,85_114,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,8,0.0470606596078017
non_opioid_ed,85_114,low,item_drug_CARVEDILOL,CARVEDILOL,13,0.0271081325205042
non_opioid_ed,85_114,low,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.1746064184222304
non_opioid_ed,85_114,low,item_drug_CLOPIDOGREL,CLOPIDOGREL,15,0.0233748522497743
non_opioid_ed,85_114,low,item_drug_FLUCONAZOLE,FLUCONAZOLE,20,0.0064193564016469
non_opioid_ed,85_114,low,item_drug_FUROSEMIDE,FUROSEMIDE,3,0.1765527480946579
non_opioid_ed,85_114,low,item_drug_GABAPENTIN,GABAPENTIN,14,0.0233963852794024
non_opioid_ed,85_114,low,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,18,0.0149594385291861
non_opioid_ed,85_114,low,item_drug_LATANOPROST,LATANOPROST,9,0.0457898584753488
non_opioid_ed,85_114,low,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,19,0.0084495711362283
non_opioid_ed,85_114,low,item_drug_LISINOPRIL,LISINOPRIL,7,0.05621722720806
non_opioid_ed,85_114,low,item_drug_LORAZEPAM,LORAZEPAM,6,0.0643670706486696
non_opioid_ed,85_114,low,item_drug_METRONIDAZOLE,METRONIDAZOLE,17,0.015941442007969
non_opioid_ed,85_114,low,item_drug_MIRTAZAPINE,MIRTAZAPINE,5,0.1160044662732225
non_opioid_ed,85_114,low,item_drug_NYSTATIN,NYSTATIN,12,0.0384872447808503
non_opioid_ed,85_114,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,16,0.0218252143579564
non_opioid_ed,85_114,low,item_drug_PREDNISONE,PREDNISONE,10,0.0438996493138122
non_opioid_ed,85_114,medium,item_drug_ALPRAZOLAM,ALPRAZOLAM,11,0.0352726698380784
non_opioid_ed,85_114,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,7,0.0483851806736512
non_opioid_ed,85_114,medium,item_drug_CARVEDILOL,CARVEDILOL,13,0.0240776899616741
non_opioid_ed,85_114,medium,item_drug_CEPHALEXIN,CEPHALEXIN,3,0.1567260319040218
non_opioid_ed,85_114,medium,item_drug_CLOPIDOGREL,CLOPIDOGREL,15,0.0198358697018809
non_opioid_ed,85_114,medium,item_drug_FLUCONAZOLE,FLUCONAZOLE,20,0.0054247225130792
non_opioid_ed,85_114,medium,item_drug_FUROSEMIDE,FUROSEMIDE,4,0.1275121623372755
non_opioid_ed,85_114,medium,item_drug_GABAPENTIN,GABAPENTIN,16,0.0192028099459941
non_opioid_ed,85_114,medium,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,18,0.0119386781601266
non_opioid_ed,85_114,medium,item_drug_LATANOPROST,LATANOPROST,12,0.0335254568714953
non_opioid_ed,85_114,medium,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,19,0.0072724329666807
non_opioid_ed,85_114,medium,item_drug_LISINOPRIL,LISINOPRIL,8,0.0442432516728405
non_opioid_ed,85_114,medium,item_drug_LORAZEPAM,LORAZEPAM,6,0.0528386363411804
non_opioid_ed,85_114,medium,item_drug_METRONIDAZOLE,METRONIDAZOLE,17,0.0145726522335287
non_opioid_ed,85_114,medium,item_drug_MIRTAZAPINE,MIRTAZAPINE,5,0.095431014633994
non_opioid_ed,85_114,medium,item_drug_NYSTATIN,NYSTATIN,10,0.0371873096473437
non_opioid_ed,85_114,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,14,0.0199659518581299
non_opioid_ed,85_114,medium,item_drug_PREDNISONE,PREDNISONE,9,0.0405116516948952
non_opioid_ed,85_114,extreme,item_drug_ALPRAZOLAM,ALPRAZOLAM,14,0.0348091392192627
non_opioid_ed,85_114,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.1059191397335793
non_opioid_ed,85_114,extreme,item_drug_CARVEDILOL,CARVEDILOL,13,0.0379388172367463
non_opioid_ed,85_114,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,2,0.3282666797345337
non_opioid_ed,85_114,extreme,item_drug_CLOPIDOGREL,CLOPIDOGREL,15,0.0283907022753446
non_opioid_ed,85_114,extreme,item_drug_FLUCONAZOLE,FLUCONAZOLE,20,0.0070387932007224
non_opioid_ed,85_114,extreme,item_drug_FUROSEMIDE,FUROSEMIDE,3,0.216170724730202
non_opioid_ed,85_114,extreme,item_drug_GABAPENTIN,GABAPENTIN,9,0.0568240918528504
non_opioid_ed,85_114,extreme,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,19,0.0105897548902732
non_opioid_ed,85_114,extreme,item_drug_LATANOPROST,LATANOPROST,10,0.0479482530822857
non_opioid_ed,85_114,extreme,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,18,0.0151428038240925
non_opioid_ed,85_114,extreme,item_drug_LISINOPRIL,LISINOPRIL,11,0.0445182307488499
non_opioid_ed,85_114,extreme,item_drug_LORAZEPAM,LORAZEPAM,8,0.0715756627898494
non_opioid_ed,85_114,extreme,item_drug_METRONIDAZOLE,METRONIDAZOLE,17,0.0257162994802707
non_opioid_ed,85_114,extreme,item_drug_MIRTAZAPINE,MIRTAZAPINE,5,0.1138957646308928
non_opioid_ed,85_114,extreme,item_drug_NYSTATIN,NYSTATIN,12,0.0438876035872942
non_opioid_ed,85_114,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,16,0.0278596125713758
non_opioid_ed,85_114,extreme,item_drug_PREDNISONE,PREDNISONE,7,0.0720798714237084
non_opioid_ed,85_114,high,item_drug_ALPRAZOLAM,ALPRAZOLAM,10,0.0380709843117048
non_opioid_ed,85_114,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,6,0.0593016990810034
non_opioid_ed,85_114,high,item_drug_CARVEDILOL,CARVEDILOL,13,0.0254372478326539
non_opioid_ed,85_114,high,item_drug_CEPHALEXIN,CEPHALEXIN,2,0.1894059308764901
non_opioid_ed,85_114,high,item_drug_CLOPIDOGREL,CLOPIDOGREL,16,0.0198207108623347
non_opioid_ed,85_114,high,item_drug_FLUCONAZOLE,FLUCONAZOLE,20,0.005016907779632
non_opioid_ed,85_114,high,item_drug_FUROSEMIDE,FUROSEMIDE,3,0.1585874623170451
non_opioid_ed,85_114,high,item_drug_GABAPENTIN,GABAPENTIN,14,0.0230559300868184
non_opioid_ed,85_114,high,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,18,0.0122757591031556
non_opioid_ed,85_114,high,item_drug_LATANOPROST,LATANOPROST,11,0.0349263278511939
non_opioid_ed,85_114,high,item_drug_LEVOFLOXACIN,LEVOFLOXACIN,19,0.0097236259030657
non_opioid_ed,85_114,high,item_drug_LISINOPRIL,LISINOPRIL,8,0.0466394053431869
non_opioid_ed,85_114,high,item_drug_LORAZEPAM,LORAZEPAM,7,0.0549830628751042
non_opioid_ed,85_114,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,17,0.0124259635808737
non_opioid_ed,85_114,high,item_drug_MIRTAZAPINE,MIRTAZAPINE,5,0.1399865595017015
non_opioid_ed,85_114,high,item_drug_NYSTATIN,NYSTATIN,12,0.0334417130281622
non_opioid_ed,85_114,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,15,0.022088836806733
non_opioid_ed,85_114,high,item_drug_PREDNISONE,PREDNISONE,9,0.0432670576465198
non_opioid_ed,25_44,low,item_drug_ACYCLOVIR,ACYCLOVIR,16,0.0008178233064015
non_opioid_ed,25_44,low,item_drug_ALPRAZOLAM,ALPRAZOLAM,12,0.0017757221503132
non_opioid_ed,25_44,low,item_drug_AMOXICILLIN,AMOXICILLIN,15,0.0010285422991899
non_opioid_ed,25_44,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,14,0.001270690946703
non_opioid_ed,25_44,low,item_drug_CEPHALEXIN,CEPHALEXIN,3,0.0190609156239984
non_opioid_ed,25_44,low,item_drug_DIAZEPAM,DIAZEPAM,10,0.0022637036796507
non_opioid_ed,25_44,low,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,5,0.0081137786222572
non_opioid_ed,25_44,low,item_drug_FLUCONAZOLE,FLUCONAZOLE,8,0.0040354043783398
non_opioid_ed,25_44,low,item_drug_KETOCONAZOLE,KETOCONAZOLE,20,0.0003872852182821
non_opioid_ed,25_44,low,item_drug_MELOXICAM,MELOXICAM,11,0.0020147764452775
non_opioid_ed,25_44,low,item_drug_METHOCARBAMOL,METHOCARBAMOL,13,0.0016336889596401
non_opioid_ed,25_44,low,item_drug_METRONIDAZOLE,METRONIDAZOLE,9,0.0031634557982381
non_opioid_ed,25_44,low,item_drug_NAPROXEN,NAPROXEN,6,0.0066112817856862
non_opioid_ed,25_44,low,item_drug_NUVARING,NUVARING,17,0.0007287929202356
non_opioid_ed,25_44,low,item_drug_OCELLA,OCELLA,18,0.0005540387735417
non_opioid_ed,25_44,low,item_drug_OFLOXACIN,OFLOXACIN,7,0.004430342662653
non_opioid_ed,25_44,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,19,0.0004490678899242
non_opioid_ed,25_44,low,item_drug_PREDNISONE,PREDNISONE,4,0.0081782011468899
non_opioid_ed,25_44,medium,item_drug_ACYCLOVIR,ACYCLOVIR,19,0.0008749424576839
non_opioid_ed,25_44,medium,item_drug_ALPRAZOLAM,ALPRAZOLAM,15,0.0016387667031398
non_opioid_ed,25_44,medium,item_drug_AMOXICILLIN,AMOXICILLIN,13,0.0017498153785617
non_opioid_ed,25_44,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,10,0.0033624548977686
non_opioid_ed,25_44,medium,item_drug_BENZONATATE,BENZONATATE,16,0.0009877838347747
non_opioid_ed,25_44,medium,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0200618333264586
non_opioid_ed,25_44,medium,item_drug_DIAZEPAM,DIAZEPAM,12,0.0029970379673178
non_opioid_ed,25_44,medium,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,6,0.0078101081440838
non_opioid_ed,25_44,medium,item_drug_FLUCONAZOLE,FLUCONAZOLE,7,0.0061848725777799
non_opioid_ed,25_44,medium,item_drug_KETOCONAZOLE,KETOCONAZOLE,20,0.0007347775534472
non_opioid_ed,25_44,medium,item_drug_MELOXICAM,MELOXICAM,11,0.0031357137661042
non_opioid_ed,25_44,medium,item_drug_METHOCARBAMOL,METHOCARBAMOL,14,0.0017093670104399
non_opioid_ed,25_44,medium,item_drug_METRONIDAZOLE,METRONIDAZOLE,9,0.003557906411191
non_opioid_ed,25_44,medium,item_drug_NAPROXEN,NAPROXEN,5,0.0090279468535154
non_opioid_ed,25_44,medium,item_drug_NUVARING,NUVARING,18,0.0009218846651333
non_opioid_ed,25_44,medium,item_drug_OFLOXACIN,OFLOXACIN,8,0.0057960364696864
non_opioid_ed,25_44,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,17,0.0009420046031255
non_opioid_ed,25_44,medium,item_drug_PREDNISONE,PREDNISONE,3,0.0202310374231363
non_opioid_ed,25_44,extreme,item_drug_ALPRAZOLAM,ALPRAZOLAM,15,0.0031981277158113
non_opioid_ed,25_44,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,18,0.0022157459347594
non_opioid_ed,25_44,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,7,0.0120271401347837
non_opioid_ed,25_44,extreme,item_drug_BENZONATATE,BENZONATATE,16,0.0026806845031225
non_opioid_ed,25_44,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0366798384992656
non_opioid_ed,25_44,extreme,item_drug_DIAZEPAM,DIAZEPAM,10,0.0054900570974947
non_opioid_ed,25_44,extreme,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,8,0.0087364042271322
non_opioid_ed,25_44,extreme,item_drug_FLUCONAZOLE,FLUCONAZOLE,5,0.0159094658548441
non_opioid_ed,25_44,extreme,item_drug_GABAPENTIN,GABAPENTIN,14,0.0040559874479266
non_opioid_ed,25_44,extreme,item_drug_IBUPROFEN,IBUPROFEN,17,0.0023328376108226
non_opioid_ed,25_44,extreme,item_drug_KETOCONAZOLE,KETOCONAZOLE,19,0.0017873808947475
