cohort,age_band,bin,feature,drug_name,rank,combined_importance
non_opioid_ed,25_44,extreme,item_drug_MELOXICAM,MELOXICAM,13,0.0047116428313087
non_opioid_ed,25_44,extreme,item_drug_METHOCARBAMOL,METHOCARBAMOL,11,0.0053865193748072
non_opioid_ed,25_44,extreme,item_drug_METRONIDAZOLE,METRONIDAZOLE,9,0.006206562302242
non_opioid_ed,25_44,extreme,item_drug_NAPROXEN,NAPROXEN,6,0.0128498187246668
non_opioid_ed,25_44,extreme,item_drug_OFLOXACIN,OFLOXACIN,12,0.0049026112075337
non_opioid_ed,25_44,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,20,0.0014442114155407
non_opioid_ed,25_44,extreme,item_drug_PREDNISONE,PREDNISONE,3,0.0382378086094286
non_opioid_ed,25_44,high,item_drug_ALPRAZOLAM,ALPRAZOLAM,14,0.002473262724277
non_opioid_ed,25_44,high,item_drug_AMOXICILLIN,AMOXICILLIN,15,0.0024110361337854
non_opioid_ed,25_44,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,8,0.0082143580831764
non_opioid_ed,25_44,high,item_drug_BENZONATATE,BENZONATATE,16,0.0021161712908302
non_opioid_ed,25_44,high,item_drug_CEPHALEXIN,CEPHALEXIN,4,0.0247664083482266
non_opioid_ed,25_44,high,item_drug_DIAZEPAM,DIAZEPAM,12,0.0039322130487902
non_opioid_ed,25_44,high,item_drug_ERYTHROMYCIN,ERYTHROMYCIN,7,0.0096312598544152
non_opioid_ed,25_44,high,item_drug_FLUCONAZOLE,FLUCONAZOLE,6,0.0122067907060834
non_opioid_ed,25_44,high,item_drug_GABAPENTIN,GABAPENTIN,17,0.0014417152491712
non_opioid_ed,25_44,high,item_drug_IBUPROFEN,IBUPROFEN,20,0.0013049083382642
non_opioid_ed,25_44,high,item_drug_KETOCONAZOLE,KETOCONAZOLE,19,0.0013310852001514
non_opioid_ed,25_44,high,item_drug_MELOXICAM,MELOXICAM,11,0.0044821694967291
non_opioid_ed,25_44,high,item_drug_METHOCARBAMOL,METHOCARBAMOL,13,0.0028331545471103
non_opioid_ed,25_44,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,10,0.0052107757898065
non_opioid_ed,25_44,high,item_drug_NAPROXEN,NAPROXEN,5,0.0129737814766489
non_opioid_ed,25_44,high,item_drug_OFLOXACIN,OFLOXACIN,9,0.0070741938427513
non_opioid_ed,25_44,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,18,0.0013876022149059
non_opioid_ed,25_44,high,item_drug_PREDNISONE,PREDNISONE,3,0.0369323020763583
opioid_ed,45_54,low,item_drug_ALPRAZOLAM,ALPRAZOLAM,5,0.040342955987919
opioid_ed,45_54,low,item_drug_AMOXICILLIN,AMOXICILLIN,10,0.0213737865455187
opioid_ed,45_54,low,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,20,0.0131915174457562
opioid_ed,45_54,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,3,0.0543149809001475
opioid_ed,45_54,low,item_drug_BACLOFEN,BACLOFEN,19,0.0143519363271114
opioid_ed,45_54,low,item_drug_BENZONATATE,BENZONATATE,18,0.0159471658349828
opioid_ed,45_54,low,item_drug_CEPHALEXIN,CEPHALEXIN,15,0.0177534098691637
opioid_ed,45_54,low,item_drug_CLONAZEPAM,CLONAZEPAM,6,0.0363029218722339
opioid_ed,45_54,low,item_drug_DIAZEPAM,DIAZEPAM,9,0.0230477568881899
opioid_ed,45_54,low,item_drug_FUROSEMIDE,FUROSEMIDE,14,0.0189917773388459
opioid_ed,45_54,low,item_drug_GABAPENTIN,GABAPENTIN,2,0.2140535270846381
opioid_ed,45_54,low,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,16,0.0175525709922515
opioid_ed,45_54,low,item_drug_LORAZEPAM,LORAZEPAM,11,0.0202629712740377
opioid_ed,45_54,low,item_drug_LYRICA,LYRICA,12,0.0198562649931592
opioid_ed,45_54,low,item_drug_NAPROXEN,NAPROXEN,17,0.0170764482359841
opioid_ed,45_54,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,7,0.0277273118156401
opioid_ed,45_54,low,item_drug_OXYCONTIN,OXYCONTIN,13,0.0192207905794851
opioid_ed,45_54,low,item_drug_SIMVASTATIN,SIMVASTATIN,8,0.0237527672740169
opioid_ed,45_54,medium,item_drug_ALPRAZOLAM,ALPRAZOLAM,4,0.0512224152767984
opioid_ed,45_54,medium,item_drug_AMOXICILLIN,AMOXICILLIN,10,0.0252249561378521
opioid_ed,45_54,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,3,0.0607470232993843
opioid_ed,45_54,medium,item_drug_BACLOFEN,BACLOFEN,18,0.0194068225013364
opioid_ed,45_54,medium,item_drug_BENZONATATE,BENZONATATE,19,0.0184918248361743
opioid_ed,45_54,medium,item_drug_CEPHALEXIN,CEPHALEXIN,15,0.0217531394904457
opioid_ed,45_54,medium,item_drug_CLONAZEPAM,CLONAZEPAM,6,0.0420991305100414
opioid_ed,45_54,medium,item_drug_DIAZEPAM,DIAZEPAM,9,0.028033276056775
opioid_ed,45_54,medium,item_drug_FUROSEMIDE,FUROSEMIDE,14,0.0236377639599358
opioid_ed,45_54,medium,item_drug_GABAPENTIN,GABAPENTIN,2,0.2476502195547552
opioid_ed,45_54,medium,item_drug_HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,16,0.0202693642535872
opioid_ed,45_54,medium,item_drug_LISINOPRIL,LISINOPRIL,20,0.0152986089666512
opioid_ed,45_54,medium,item_drug_LORAZEPAM,LORAZEPAM,11,0.0251376801744982
opioid_ed,45_54,medium,item_drug_LYRICA,LYRICA,12,0.0240002575877771
opioid_ed,45_54,medium,item_drug_NAPROXEN,NAPROXEN,17,0.0197650946747006
opioid_ed,45_54,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,7,0.0358640702696375
opioid_ed,45_54,medium,item_drug_OXYCONTIN,OXYCONTIN,13,0.0238428617845162
opioid_ed,45_54,medium,item_drug_SIMVASTATIN,SIMVASTATIN,8,0.0323346127995509
opioid_ed,45_54,extreme,item_drug_ALPRAZOLAM,ALPRAZOLAM,3,0.2383979053709797
opioid_ed,45_54,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,14,0.108895581750207
opioid_ed,45_54,extreme,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,20,0.0815523117912131
opioid_ed,45_54,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,5,0.1729496767345357
opioid_ed,45_54,extreme,item_drug_BACLOFEN,BACLOFEN,18,0.0903354543249378
opioid_ed,45_54,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,13,0.11060955437356
opioid_ed,45_54,extreme,item_drug_CLONAZEPAM,CLONAZEPAM,7,0.1391963003595366
opioid_ed,45_54,extreme,item_drug_DIAZEPAM,DIAZEPAM,9,0.129520364412956
opioid_ed,45_54,extreme,item_drug_FUROSEMIDE,FUROSEMIDE,4,0.1965889643373921
opioid_ed,45_54,extreme,item_drug_GABAPENTIN,GABAPENTIN,1,0.9999999990863288
opioid_ed,45_54,extreme,item_drug_LIDOCAINE,LIDOCAINE,6,0.1482088468767634
opioid_ed,45_54,extreme,item_drug_LORAZEPAM,LORAZEPAM,8,0.1383073845395888
opioid_ed,45_54,extreme,item_drug_LYRICA,LYRICA,12,0.1134559875586467
opioid_ed,45_54,extreme,item_drug_METRONIDAZOLE,METRONIDAZOLE,16,0.09483044831309
opioid_ed,45_54,extreme,item_drug_OLANZAPINE,OLANZAPINE,19,0.0818415292540547
opioid_ed,45_54,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,15,0.1055765631393077
opioid_ed,45_54,extreme,item_drug_OXYCONTIN,OXYCONTIN,11,0.1223486304210298
opioid_ed,45_54,extreme,item_drug_PREDNISONE,PREDNISONE,10,0.1237171527626417
opioid_ed,45_54,extreme,item_drug_SIMVASTATIN,SIMVASTATIN,17,0.0916971983044129
opioid_ed,45_54,high,item_drug_ALPRAZOLAM,ALPRAZOLAM,4,0.0890931277352182
opioid_ed,45_54,high,item_drug_AMOXICILLIN,AMOXICILLIN,11,0.038991485308534
opioid_ed,45_54,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,3,0.0908163971483722
opioid_ed,45_54,high,item_drug_BACLOFEN,BACLOFEN,17,0.0321877272006002
opioid_ed,45_54,high,item_drug_CEPHALEXIN,CEPHALEXIN,13,0.0371319545993905
opioid_ed,45_54,high,item_drug_CLONAZEPAM,CLONAZEPAM,5,0.0594330320971807
opioid_ed,45_54,high,item_drug_DIAZEPAM,DIAZEPAM,8,0.0484733811034295
opioid_ed,45_54,high,item_drug_FUROSEMIDE,FUROSEMIDE,10,0.0437514847336785
opioid_ed,45_54,high,item_drug_GABAPENTIN,GABAPENTIN,2,0.3695522884716362
opioid_ed,45_54,high,item_drug_LIDOCAINE,LIDOCAINE,18,0.0297118975796077
opioid_ed,45_54,high,item_drug_LORAZEPAM,LORAZEPAM,14,0.0350586036595553
opioid_ed,45_54,high,item_drug_LYRICA,LYRICA,12,0.0385367221345138
opioid_ed,45_54,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,20,0.0249559252559404
opioid_ed,45_54,high,item_drug_NAPROXEN,NAPROXEN,19,0.029675539521616
opioid_ed,45_54,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,6,0.0530492781515252
opioid_ed,45_54,high,item_drug_OXYCONTIN,OXYCONTIN,16,0.0323351732940352
opioid_ed,45_54,high,item_drug_PREDNISONE,PREDNISONE,15,0.0347793987560476
opioid_ed,45_54,high,item_drug_SIMVASTATIN,SIMVASTATIN,9,0.0470234555376785
opioid_ed,75_84,low,item_drug_AMOXICILLIN,AMOXICILLIN,9,0.0243128027408987
opioid_ed,75_84,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,20,0.0127153364524925
opioid_ed,75_84,low,item_drug_FUROSEMIDE,FUROSEMIDE,11,0.021871846148692
opioid_ed,75_84,low,item_drug_LISINOPRIL,LISINOPRIL,7,0.0351273975255018
opioid_ed,75_84,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,19,0.013162559923747
opioid_ed,75_84,low,item_drug_PREDNISONE,PREDNISONE,12,0.0194821328484132
opioid_ed,75_84,low,item_drug_SIMVASTATIN,SIMVASTATIN,18,0.0137895691657017
opioid_ed,75_84,medium,item_drug_AMOXICILLIN,AMOXICILLIN,9,0.0315068317194357
opioid_ed,75_84,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,19,0.0172919467388167
opioid_ed,75_84,medium,item_drug_FUROSEMIDE,FUROSEMIDE,14,0.0288559301904698
opioid_ed,75_84,medium,item_drug_LISINOPRIL,LISINOPRIL,5,0.0416197353054827
opioid_ed,75_84,medium,item_drug_PREDNISONE,PREDNISONE,16,0.0249071203337498
opioid_ed,75_84,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,8,0.0300064528010818
opioid_ed,75_84,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,11,0.0256828941385516
opioid_ed,75_84,extreme,item_drug_FUROSEMIDE,FUROSEMIDE,4,0.0492962704294224
opioid_ed,75_84,extreme,item_drug_LISINOPRIL,LISINOPRIL,9,0.0298372532870085
opioid_ed,75_84,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,13,0.0219058129734933
opioid_ed,75_84,extreme,item_drug_PREDNISONE,PREDNISONE,5,0.0415379920541335
opioid_ed,75_84,high,item_drug_AMOXICILLIN,AMOXICILLIN,11,0.0215191678084096
opioid_ed,75_84,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,14,0.0171948544250801
opioid_ed,75_84,high,item_drug_FUROSEMIDE,FUROSEMIDE,4,0.0328292179329023
opioid_ed,75_84,high,item_drug_LISINOPRIL,LISINOPRIL,7,0.0259745677822103
opioid_ed,75_84,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,17,0.0152587384194663
opioid_ed,75_84,high,item_drug_PREDNISONE,PREDNISONE,8,0.0258718116013825
opioid_ed,0_12,low,item_drug_AMOXICILLIN,AMOXICILLIN,7,0.1118412276841889
opioid_ed,0_12,medium,item_drug_AMOXICILLIN,AMOXICILLIN,7,0.0763233326521805
opioid_ed,0_12,high,item_drug_AMOXICILLIN,AMOXICILLIN,7,0.0761650499081803
opioid_ed,65_74,low,item_drug_LISINOPRIL,LISINOPRIL,14,0.0262528407913773
opioid_ed,65_74,medium,item_drug_LISINOPRIL,LISINOPRIL,14,0.034560513125029
opioid_ed,65_74,extreme,item_drug_PREDNISONE,PREDNISONE,16,0.1238804760618887
opioid_ed,13_24,low,item_drug_ALPRAZOLAM,ALPRAZOLAM,3,0.0256311079451091
opioid_ed,13_24,low,item_drug_AMOXICILLIN,AMOXICILLIN,8,0.004620239541047
opioid_ed,13_24,low,item_drug_CEPHALEXIN,CEPHALEXIN,20,0.0003334857136011
opioid_ed,13_24,low,item_drug_CLONAZEPAM,CLONAZEPAM,4,0.0242582826304328
opioid_ed,13_24,low,item_drug_FLUCONAZOLE,FLUCONAZOLE,16,0.0010896965342748
opioid_ed,13_24,low,item_drug_GABAPENTIN,GABAPENTIN,5,0.017873147604241
opioid_ed,13_24,low,item_drug_IBU,IBU,15,0.001244844477328
opioid_ed,13_24,low,item_drug_IBUPROFEN,IBUPROFEN,7,0.0078257641886344
opioid_ed,13_24,low,item_drug_KETOCONAZOLE,KETOCONAZOLE,11,0.001598838215201
opioid_ed,13_24,low,item_drug_LAMOTRIGINE,LAMOTRIGINE,19,0.0005025821126319
opioid_ed,13_24,low,item_drug_LORAZEPAM,LORAZEPAM,13,0.0013328703137263
opioid_ed,13_24,low,item_drug_MELOXICAM,MELOXICAM,9,0.0025142076269494
opioid_ed,13_24,low,item_drug_METHOCARBAMOL,METHOCARBAMOL,18,0.0005767560939872
opioid_ed,13_24,low,item_drug_METRONIDAZOLE,METRONIDAZOLE,6,0.0079525102724436
opioid_ed,13_24,low,item_drug_MONONESSA,MONONESSA,10,0.0022590520688883
opioid_ed,13_24,low,item_drug_NAPROXEN,NAPROXEN,12,0.0014539035865131
opioid_ed,13_24,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,14,0.0013021703669243
opioid_ed,13_24,low,item_drug_VYVANSE,VYVANSE,17,0.0005791674236505
opioid_ed,13_24,medium,item_drug_ALPRAZOLAM,ALPRAZOLAM,4,0.0268254385969589
opioid_ed,13_24,medium,item_drug_AMOXICILLIN,AMOXICILLIN,8,0.0056491072989204
opioid_ed,13_24,medium,item_drug_CEPHALEXIN,CEPHALEXIN,20,0.000473272835203
opioid_ed,13_24,medium,item_drug_CLONAZEPAM,CLONAZEPAM,3,0.0305433301489814
opioid_ed,13_24,medium,item_drug_FLUCONAZOLE,FLUCONAZOLE,15,0.0013544994836931
opioid_ed,13_24,medium,item_drug_GABAPENTIN,GABAPENTIN,5,0.019984082981949
opioid_ed,13_24,medium,item_drug_IBU,IBU,16,0.0011569948072452
opioid_ed,13_24,medium,item_drug_IBUPROFEN,IBUPROFEN,7,0.0092170395016266
opioid_ed,13_24,medium,item_drug_KETOCONAZOLE,KETOCONAZOLE,11,0.0020376229925573
opioid_ed,13_24,medium,item_drug_LAMOTRIGINE,LAMOTRIGINE,18,0.0006041166815909
opioid_ed,13_24,medium,item_drug_LORAZEPAM,LORAZEPAM,14,0.001398180946641
opioid_ed,13_24,medium,item_drug_MELOXICAM,MELOXICAM,10,0.0030674132195093
opioid_ed,13_24,medium,item_drug_METHOCARBAMOL,METHOCARBAMOL,17,0.0007829736215153
opioid_ed,13_24,medium,item_drug_METRONIDAZOLE,METRONIDAZOLE,6,0.0102646108794719
opioid_ed,13_24,medium,item_drug_MONONESSA,MONONESSA,9,0.0036199862510254
opioid_ed,13_24,medium,item_drug_NAPROXEN,NAPROXEN,12,0.0018359796221366
opioid_ed,13_24,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,13,0.0018087166667789
opioid_ed,13_24,medium,item_drug_VYVANSE,VYVANSE,19,0.0005479666324298
opioid_ed,13_24,extreme,item_drug_ALPRAZOLAM,ALPRAZOLAM,3,0.1080243462629572
opioid_ed,13_24,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,9,0.0088986852556857
opioid_ed,13_24,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,19,0.0017696039324681
opioid_ed,13_24,extreme,item_drug_CLONAZEPAM,CLONAZEPAM,6,0.0640613292851696
opioid_ed,13_24,extreme,item_drug_FLUCONAZOLE,FLUCONAZOLE,12,0.0071778098362481
opioid_ed,13_24,extreme,item_drug_GABAPENTIN,GABAPENTIN,4,0.0879693241745287
opioid_ed,13_24,extreme,item_drug_IBU,IBU,20,0.0013234418915272
opioid_ed,13_24,extreme,item_drug_IBUPROFEN,IBUPROFEN,7,0.0301371638293419
opioid_ed,13_24,extreme,item_drug_KETOCONAZOLE,KETOCONAZOLE,17,0.0022840277472399
opioid_ed,13_24,extreme,item_drug_LAMOTRIGINE,LAMOTRIGINE,16,0.0022841156542318
opioid_ed,13_24,extreme,item_drug_LORAZEPAM,LORAZEPAM,10,0.0078501533181903
opioid_ed,13_24,extreme,item_drug_MELOXICAM,MELOXICAM,8,0.0169336397664219
opioid_ed,13_24,extreme,item_drug_METHOCARBAMOL,METHOCARBAMOL,15,0.0026493446691444
opioid_ed,13_24,extreme,item_drug_METRONIDAZOLE,METRONIDAZOLE,5,0.0712763847839782
opioid_ed,13_24,extreme,item_drug_MONONESSA,MONONESSA,13,0.0069647173077059
opioid_ed,13_24,extreme,item_drug_NAPROXEN,NAPROXEN,14,0.0057009471844687
opioid_ed,13_24,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,11,0.0074144836704929
opioid_ed,13_24,extreme,item_drug_VYVANSE,VYVANSE,18,0.0018166282642209
opioid_ed,13_24,high,item_drug_ALPRAZOLAM,ALPRAZOLAM,4,0.0381913220732809
opioid_ed,13_24,high,item_drug_AMOXICILLIN,AMOXICILLIN,8,0.0074253604842421
opioid_ed,13_24,high,item_drug_CEPHALEXIN,CEPHALEXIN,20,0.0008187976168077
opioid_ed,13_24,high,item_drug_CLONAZEPAM,CLONAZEPAM,3,0.0403343851823781
opioid_ed,13_24,high,item_drug_FLUCONAZOLE,FLUCONAZOLE,13,0.0028929693129415
opioid_ed,13_24,high,item_drug_GABAPENTIN,GABAPENTIN,5,0.0298117137320375
opioid_ed,13_24,high,item_drug_IBU,IBU,18,0.0011016517709763
opioid_ed,13_24,high,item_drug_IBUPROFEN,IBUPROFEN,7,0.0150150120728581
opioid_ed,13_24,high,item_drug_KETOCONAZOLE,KETOCONAZOLE,15,0.0021861775350572
opioid_ed,13_24,high,item_drug_LAMOTRIGINE,LAMOTRIGINE,19,0.0010846870220488
opioid_ed,13_24,high,item_drug_LORAZEPAM,LORAZEPAM,14,0.0022409395424419
opioid_ed,13_24,high,item_drug_MELOXICAM,MELOXICAM,9,0.0045323062121909
opioid_ed,13_24,high,item_drug_METHOCARBAMOL,METHOCARBAMOL,16,0.0014772265229631
opioid_ed,13_24,high,item_drug_METRONIDAZOLE,METRONIDAZOLE,6,0.0214555001982195
opioid_ed,13_24,high,item_drug_MONONESSA,MONONESSA,10,0.0034705467116139
opioid_ed,13_24,high,item_drug_NAPROXEN,NAPROXEN,11,0.0031630161706883
opioid_ed,13_24,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,12,0.0031525775098322
opioid_ed,13_24,high,item_drug_VYVANSE,VYVANSE,17,0.001141049479975
opioid_ed,55_64,low,item_drug_AMOXICILLIN,AMOXICILLIN,18,0.032850380122477
opioid_ed,55_64,medium,item_drug_AMOXICILLIN,AMOXICILLIN,17,0.0424838680987845
opioid_ed,55_64,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,11,0.1777297574010745
opioid_ed,55_64,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,15,0.1635396516571621
opioid_ed,55_64,extreme,item_drug_PREDNISONE,PREDNISONE,7,0.2532425767474635
opioid_ed,55_64,high,item_drug_AMOXICILLIN,AMOXICILLIN,16,0.0793967936020009
opioid_ed,55_64,high,item_drug_PREDNISONE,PREDNISONE,15,0.0834614623645143
opioid_ed,25_44,low,item_drug_ALPRAZOLAM,ALPRAZOLAM,5,0.0392928732992075
opioid_ed,25_44,low,item_drug_AMOXICILLIN,AMOXICILLIN,6,0.0316772384269666
opioid_ed,25_44,low,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,18,0.0092325253473295
opioid_ed,25_44,low,item_drug_AZITHROMYCIN,AZITHROMYCIN,7,0.030391250059929
opioid_ed,25_44,low,item_drug_BENZONATATE,BENZONATATE,8,0.0286284918210175
opioid_ed,25_44,low,item_drug_CEPHALEXIN,CEPHALEXIN,10,0.016482729817407
opioid_ed,25_44,low,item_drug_CLONAZEPAM,CLONAZEPAM,4,0.0529446841186797
opioid_ed,25_44,low,item_drug_DIAZEPAM,DIAZEPAM,11,0.0164745229108384
opioid_ed,25_44,low,item_drug_GABAPENTIN,GABAPENTIN,2,0.2137919270418593
opioid_ed,25_44,low,item_drug_IBUPROFEN,IBUPROFEN,12,0.015858057031617
opioid_ed,25_44,low,item_drug_KETOCONAZOLE,KETOCONAZOLE,20,0.008945092244347
opioid_ed,25_44,low,item_drug_LAMOTRIGINE,LAMOTRIGINE,13,0.0121307294888503
opioid_ed,25_44,low,item_drug_METHOCARBAMOL,METHOCARBAMOL,16,0.0103759369601276
opioid_ed,25_44,low,item_drug_MIRTAZAPINE,MIRTAZAPINE,14,0.0108195739769379
opioid_ed,25_44,low,item_drug_OMEPRAZOLE,OMEPRAZOLE,9,0.019752627748593
opioid_ed,25_44,low,item_drug_PREDNISONE,PREDNISONE,19,0.0090900138167241
opioid_ed,25_44,low,item_drug_RISPERIDONE,RISPERIDONE,15,0.0104277893432458
opioid_ed,25_44,low,item_drug_TOPIRAMATE,TOPIRAMATE,17,0.0096313455439809
opioid_ed,25_44,medium,item_drug_ALPRAZOLAM,ALPRAZOLAM,5,0.0459463895378701
opioid_ed,25_44,medium,item_drug_AMOXICILLIN,AMOXICILLIN,6,0.0371513367892466
opioid_ed,25_44,medium,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,20,0.0108904707633623
opioid_ed,25_44,medium,item_drug_AZITHROMYCIN,AZITHROMYCIN,7,0.0351382025575683
opioid_ed,25_44,medium,item_drug_BENZONATATE,BENZONATATE,8,0.0337412239527239
opioid_ed,25_44,medium,item_drug_CEPHALEXIN,CEPHALEXIN,10,0.0203069801924229
opioid_ed,25_44,medium,item_drug_CLONAZEPAM,CLONAZEPAM,4,0.0577559321909811
opioid_ed,25_44,medium,item_drug_DIAZEPAM,DIAZEPAM,12,0.0190759910175904
opioid_ed,25_44,medium,item_drug_GABAPENTIN,GABAPENTIN,2,0.2308262020513355
opioid_ed,25_44,medium,item_drug_IBUPROFEN,IBUPROFEN,11,0.0198434181640213
opioid_ed,25_44,medium,item_drug_KETOCONAZOLE,KETOCONAZOLE,19,0.0109794673539058
opioid_ed,25_44,medium,item_drug_LAMOTRIGINE,LAMOTRIGINE,14,0.0134313086579432
opioid_ed,25_44,medium,item_drug_METHOCARBAMOL,METHOCARBAMOL,15,0.0122274262084788
opioid_ed,25_44,medium,item_drug_MIRTAZAPINE,MIRTAZAPINE,16,0.0119317766864176
opioid_ed,25_44,medium,item_drug_OMEPRAZOLE,OMEPRAZOLE,9,0.0254043575887059
opioid_ed,25_44,medium,item_drug_PREDNISONE,PREDNISONE,13,0.0157388500007891
opioid_ed,25_44,medium,item_drug_RISPERIDONE,RISPERIDONE,18,0.0115396441552256
opioid_ed,25_44,medium,item_drug_TOPIRAMATE,TOPIRAMATE,17,0.0116078206038447
opioid_ed,25_44,extreme,item_drug_ALPRAZOLAM,ALPRAZOLAM,6,0.1404672469023129
opioid_ed,25_44,extreme,item_drug_AMOXICILLIN,AMOXICILLIN,5,0.1430128002624909
opioid_ed,25_44,extreme,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,17,0.0567093959445446
opioid_ed,25_44,extreme,item_drug_AZITHROMYCIN,AZITHROMYCIN,10,0.0902540430259444
opioid_ed,25_44,extreme,item_drug_BACLOFEN,BACLOFEN,14,0.0645160071441188
opioid_ed,25_44,extreme,item_drug_BENZONATATE,BENZONATATE,7,0.1328711019283142
opioid_ed,25_44,extreme,item_drug_CEPHALEXIN,CEPHALEXIN,9,0.0907233834787464
opioid_ed,25_44,extreme,item_drug_CLONAZEPAM,CLONAZEPAM,3,0.2129032393113119
opioid_ed,25_44,extreme,item_drug_DIAZEPAM,DIAZEPAM,12,0.077297498467792
opioid_ed,25_44,extreme,item_drug_FLUCONAZOLE,FLUCONAZOLE,18,0.0549598192994615
opioid_ed,25_44,extreme,item_drug_GABAPENTIN,GABAPENTIN,2,0.740393609485324
opioid_ed,25_44,extreme,item_drug_IBUPROFEN,IBUPROFEN,11,0.0891673027190828
opioid_ed,25_44,extreme,item_drug_LORAZEPAM,LORAZEPAM,19,0.0500374665950324
opioid_ed,25_44,extreme,item_drug_LYRICA,LYRICA,16,0.0570090957122748
opioid_ed,25_44,extreme,item_drug_MIRTAZAPINE,MIRTAZAPINE,20,0.0499698347803187
opioid_ed,25_44,extreme,item_drug_OMEPRAZOLE,OMEPRAZOLE,4,0.1596753305143175
opioid_ed,25_44,extreme,item_drug_PREDNISONE,PREDNISONE,8,0.1010630389153466
opioid_ed,25_44,extreme,item_drug_TOPIRAMATE,TOPIRAMATE,13,0.0684776027123527
opioid_ed,25_44,high,item_drug_ALPRAZOLAM,ALPRAZOLAM,4,0.0690089174221601
opioid_ed,25_44,high,item_drug_AMOXICILLIN,AMOXICILLIN,6,0.0630367646399991
opioid_ed,25_44,high,item_drug_ARIPIPRAZOLE,ARIPIPRAZOLE,20,0.016442539904378
opioid_ed,25_44,high,item_drug_AZITHROMYCIN,AZITHROMYCIN,8,0.0505567573369493
opioid_ed,25_44,high,item_drug_BENZONATATE,BENZONATATE,7,0.0563112209929063
opioid_ed,25_44,high,item_drug_CEPHALEXIN,CEPHALEXIN,11,0.0383606041090535
opioid_ed,25_44,high,item_drug_CLONAZEPAM,CLONAZEPAM,3,0.0819232459575805
opioid_ed,25_44,high,item_drug_DIAZEPAM,DIAZEPAM,13,0.0306083292519472
opioid_ed,25_44,high,item_drug_FLUCONAZOLE,FLUCONAZOLE,15,0.0208942124912958
opioid_ed,25_44,high,item_drug_GABAPENTIN,GABAPENTIN,2,0.2979917257913667
opioid_ed,25_44,high,item_drug_IBUPROFEN,IBUPROFEN,10,0.0400297800932639
opioid_ed,25_44,high,item_drug_KETOCONAZOLE,KETOCONAZOLE,19,0.0173561462134736
opioid_ed,25_44,high,item_drug_LAMOTRIGINE,LAMOTRIGINE,17,0.0192952637798205
opioid_ed,25_44,high,item_drug_METHOCARBAMOL,METHOCARBAMOL,16,0.019387173151073
opioid_ed,25_44,high,item_drug_MIRTAZAPINE,MIRTAZAPINE,18,0.0177152627118101
opioid_ed,25_44,high,item_drug_OMEPRAZOLE,OMEPRAZOLE,9,0.0458137972379091
opioid_ed,25_44,high,item_drug_PREDNISONE,PREDNISONE,12,0.0355952918499778
opioid_ed,25_44,high,item_drug_TOPIRAMATE,TOPIRAMATE,14,0.0221399707927745
