combination,drug_names,interaction_size,n_bins,mean_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE,AMOXICILLIN + OMEPRAZOLE,2,15,0.03695547205958238,21913,21913
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,AMOXICILLIN + AZITHROMYCIN,2,13,0.06061661449256343,17534,17534
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN,ALPRAZOLAM + GABAPENTIN,2,12,0.18259757556128217,19060,19060
item_drug_CLONAZEPAM|item_drug_GABAPENTIN,CLONAZEPAM + GABAPENTIN,2,12,0.1796522325301878,19060,19060
item_drug_AMOXICILLIN|item_drug_GABAPENTIN,AMOXICILLIN + GABAPENTIN,2,12,0.16524396289586293,19060,19060
item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,GABAPENTIN + OMEPRAZOLE,2,12,0.16485162715581933,19060,19060
item_drug_CEPHALEXIN|item_drug_GABAPENTIN,CEPHALEXIN + GABAPENTIN,2,12,0.1594339451286779,19060,19060
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,ALPRAZOLAM + CLONAZEPAM + GABAPENTIN,3,12,0.14511382297598,19060,19060
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_GABAPENTIN,ALPRAZOLAM + AMOXICILLIN + GABAPENTIN,3,12,0.13550830988643006,19060,19060
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + GABAPENTIN + OMEPRAZOLE,3,12,0.135246752726401,19060,19060
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,AMOXICILLIN + CLONAZEPAM + GABAPENTIN,3,12,0.1335447478657005,19060,19060
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,CLONAZEPAM + GABAPENTIN + OMEPRAZOLE,3,12,0.13328319070567143,19060,19060
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_GABAPENTIN,ALPRAZOLAM + CEPHALEXIN + GABAPENTIN,3,12,0.1316349647083067,19060,19060
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,CEPHALEXIN + CLONAZEPAM + GABAPENTIN,3,12,0.12967140268757715,19060,19060
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,AMOXICILLIN + GABAPENTIN + OMEPRAZOLE,3,12,0.12367767761612151,19060,19060
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_GABAPENTIN,AMOXICILLIN + CEPHALEXIN + GABAPENTIN,3,12,0.12006588959802722,19060,19060
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,CEPHALEXIN + GABAPENTIN + OMEPRAZOLE,3,12,0.11980433243799815,19060,19060
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM,ALPRAZOLAM + CLONAZEPAM,2,12,0.07309166083647,19060,19060
item_drug_AMOXICILLIN|item_drug_PREDNISONE,AMOXICILLIN + PREDNISONE,2,12,0.06482182730423038,15534,15534
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_CLONAZEPAM,ALPRAZOLAM + AMOXICILLIN + CLONAZEPAM,3,12,0.06250436673655528,19060,19060
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + CLONAZEPAM + OMEPRAZOLE,3,12,0.062242809576526226,19060,19060
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,12,0.05868339120214509,19060,19060
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_CLONAZEPAM,ALPRAZOLAM + CEPHALEXIN + CLONAZEPAM,3,12,0.058631021558431924,19060,19060
item_drug_ALPRAZOLAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + OMEPRAZOLE,2,12,0.05829105546210151,19060,19060
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM,AMOXICILLIN + CLONAZEPAM,2,12,0.05573804817105075,19060,19060
item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,CLONAZEPAM + OMEPRAZOLE,2,12,0.055345712431007166,19060,19060
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN,ALPRAZOLAM + CEPHALEXIN,2,12,0.05287337343496007,19060,19060
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + AMOXICILLIN + OMEPRAZOLE,3,12,0.05263729648697629,19060,19060
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,AMOXICILLIN + CLONAZEPAM + OMEPRAZOLE,3,12,0.05067373446624673,19060,19060
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM,CEPHALEXIN + CLONAZEPAM,2,12,0.04992803040386571,19060,19060
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_CEPHALEXIN,ALPRAZOLAM + AMOXICILLIN + CEPHALEXIN,3,12,0.04902550846888199,19060,19060
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + CEPHALEXIN + OMEPRAZOLE,3,12,0.04876395130885294,19060,19060
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_CLONAZEPAM,AMOXICILLIN + CEPHALEXIN + CLONAZEPAM,3,12,0.04706194644815243,19060,19060
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,CEPHALEXIN + CLONAZEPAM + OMEPRAZOLE,3,12,0.04680038928812338,19060,19060
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,AMOXICILLIN + CEPHALEXIN + OMEPRAZOLE,3,12,0.037194876198573444,19060,19060
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN,AMOXICILLIN + CEPHALEXIN,2,12,0.035519760769540824,19060,19060
item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,CEPHALEXIN + OMEPRAZOLE,2,12,0.03512742502949725,19060,19060
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_PREDNISONE,AMOXICILLIN + AZITHROMYCIN + PREDNISONE,3,11,0.06361807907910351,13534,13534
item_drug_AZITHROMYCIN|item_drug_PREDNISONE,AZITHROMYCIN + PREDNISONE,2,11,0.06325256318009415,13534,13534
item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + OMEPRAZOLE,2,11,0.052906902902786254,16134,16134
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,AMOXICILLIN + AZITHROMYCIN + OMEPRAZOLE,3,11,0.05179255263856069,16134,16134
item_drug_GABAPENTIN|item_drug_LORAZEPAM,GABAPENTIN + LORAZEPAM,2,9,0.16716189791884167,12025,12025
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_LORAZEPAM,ALPRAZOLAM + GABAPENTIN + LORAZEPAM,3,9,0.13952259365521055,12025,12025
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_LORAZEPAM,CLONAZEPAM + GABAPENTIN + LORAZEPAM,3,9,0.13548318940505247,12025,12025
item_drug_GABAPENTIN|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,GABAPENTIN + LORAZEPAM + OMEPRAZOLE,3,9,0.12609202461642988,12025,12025
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_LORAZEPAM,AMOXICILLIN + GABAPENTIN + LORAZEPAM,3,9,0.12492615426383881,12025,12025
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_LORAZEPAM,CEPHALEXIN + GABAPENTIN + LORAZEPAM,3,9,0.12186225053513097,12025,12025
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_LORAZEPAM,ALPRAZOLAM + CLONAZEPAM + LORAZEPAM,3,9,0.06255385436713008,12025,12025
item_drug_ALPRAZOLAM|item_drug_LORAZEPAM,ALPRAZOLAM + LORAZEPAM,2,9,0.05776789536195813,12025,12025
item_drug_ALPRAZOLAM|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + LORAZEPAM + OMEPRAZOLE,3,9,0.0531626895785075,12025,12025
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_LORAZEPAM,ALPRAZOLAM + AMOXICILLIN + LORAZEPAM,3,9,0.05199681922591645,12025,12025
item_drug_CLONAZEPAM|item_drug_LORAZEPAM,CLONAZEPAM + LORAZEPAM,2,9,0.051708788986721016,12025,12025
item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,AZITHROMYCIN + OMEPRAZOLE + PREDNISONE,3,9,0.051562005932664606,12134,12134
item_drug_AMOXICILLIN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,AMOXICILLIN + OMEPRAZOLE + PREDNISONE,3,9,0.050558458475198347,12134,12134
item_drug_CLONAZEPAM|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,CLONAZEPAM + LORAZEPAM + OMEPRAZOLE,3,9,0.049123285328349434,12025,12025
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_LORAZEPAM,ALPRAZOLAM + CEPHALEXIN + LORAZEPAM,3,9,0.04893291549720861,12025,12025
item_drug_OMEPRAZOLE|item_drug_PREDNISONE,OMEPRAZOLE + PREDNISONE,2,9,0.04813748601680673,12134,12134
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_LORAZEPAM,AMOXICILLIN + CLONAZEPAM + LORAZEPAM,3,9,0.047957414975758374,12025,12025
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_LORAZEPAM,CEPHALEXIN + CLONAZEPAM + LORAZEPAM,3,9,0.04489351124705053,12025,12025
item_drug_AMOXICILLIN|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,AMOXICILLIN + LORAZEPAM + OMEPRAZOLE,3,9,0.03856625018713578,12025,12025
item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,LORAZEPAM + OMEPRAZOLE,2,9,0.03762204180378712,12025,12025
item_drug_AMOXICILLIN|item_drug_LORAZEPAM,AMOXICILLIN + LORAZEPAM,2,9,0.03587323627490054,12025,12025
item_drug_CEPHALEXIN|item_drug_LORAZEPAM|item_drug_OMEPRAZOLE,CEPHALEXIN + LORAZEPAM + OMEPRAZOLE,3,9,0.03550234645842794,12025,12025
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_LORAZEPAM,AMOXICILLIN + CEPHALEXIN + LORAZEPAM,3,9,0.034336476105836886,12025,12025
item_drug_CEPHALEXIN|item_drug_LORAZEPAM,CEPHALEXIN + LORAZEPAM,2,9,0.03127738068183879,12025,12025
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,AZITHROMYCIN + GABAPENTIN,2,8,0.24371423935187966,13281,13281
item_drug_DIAZEPAM|item_drug_GABAPENTIN,DIAZEPAM + GABAPENTIN,2,8,0.23042441366729763,13281,13281
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,ALPRAZOLAM + AZITHROMYCIN + GABAPENTIN,3,8,0.19221665254843917,13281,13281
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,AZITHROMYCIN + CLONAZEPAM + GABAPENTIN,3,8,0.19091609650198416,13281,13281
item_drug_ALPRAZOLAM|item_drug_DIAZEPAM|item_drug_GABAPENTIN,ALPRAZOLAM + DIAZEPAM + GABAPENTIN,3,8,0.18335676875871784,13281,13281
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + GABAPENTIN + OMEPRAZOLE,3,8,0.18217879858732128,13281,13281
item_drug_CLONAZEPAM|item_drug_DIAZEPAM|item_drug_GABAPENTIN,CLONAZEPAM + DIAZEPAM + GABAPENTIN,3,8,0.18205621271226283,13281,13281
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_GABAPENTIN,AMOXICILLIN + AZITHROMYCIN + GABAPENTIN,3,8,0.18203299081212038,13281,13281
item_drug_AZITHROMYCIN|item_drug_DIAZEPAM|item_drug_GABAPENTIN,AZITHROMYCIN + DIAZEPAM + GABAPENTIN,3,8,0.17799828957248304,13281,13281
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_GABAPENTIN,AZITHROMYCIN + CEPHALEXIN + GABAPENTIN,3,8,0.17718956606501102,13281,13281
item_drug_DIAZEPAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,DIAZEPAM + GABAPENTIN + OMEPRAZOLE,3,8,0.17331891479759992,13281,13281
item_drug_AMOXICILLIN|item_drug_DIAZEPAM|item_drug_GABAPENTIN,AMOXICILLIN + DIAZEPAM + GABAPENTIN,3,8,0.17317310702239905,13281,13281
item_drug_CEPHALEXIN|item_drug_DIAZEPAM|item_drug_GABAPENTIN,CEPHALEXIN + DIAZEPAM + GABAPENTIN,3,8,0.16832968227528966,13281,13281
item_drug_GABAPENTIN|item_drug_IBUPROFEN,GABAPENTIN + IBUPROFEN,2,8,0.11660845440394298,12554,12554
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_IBUPROFEN,CLONAZEPAM + GABAPENTIN + IBUPROFEN,3,8,0.10126915413702511,12554,12554
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_IBUPROFEN,ALPRAZOLAM + GABAPENTIN + IBUPROFEN,3,8,0.09829678802095601,12554,12554
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_IBUPROFEN,AMOXICILLIN + GABAPENTIN + IBUPROFEN,3,8,0.09030028346507026,12554,12554
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,GABAPENTIN + IBUPROFEN + OMEPRAZOLE,3,8,0.0887524721569434,12554,12554
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_IBUPROFEN,CEPHALEXIN + GABAPENTIN + IBUPROFEN,3,8,0.08479183867328322,12554,12554
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM,ALPRAZOLAM + AZITHROMYCIN + CLONAZEPAM,3,8,0.08256244370886844,13281,13281
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN,ALPRAZOLAM + AZITHROMYCIN,2,8,0.08118376016220603,13281,13281
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM,AZITHROMYCIN + CLONAZEPAM,2,8,0.07923292609252353,13281,13281
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_OMEPRAZOLE,ALPRAZOLAM + AZITHROMYCIN + OMEPRAZOLE,3,8,0.07382514579420553,13281,13281
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_DIAZEPAM,ALPRAZOLAM + CLONAZEPAM + DIAZEPAM,3,8,0.07370255991914709,13281,13281
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN,ALPRAZOLAM + AMOXICILLIN + AZITHROMYCIN,3,8,0.07367933801900466,13281,13281
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,AZITHROMYCIN + CLONAZEPAM + OMEPRAZOLE,3,8,0.07252458974775051,13281,13281
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM,AMOXICILLIN + AZITHROMYCIN + CLONAZEPAM,3,8,0.07237878197254966,13281,13281
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_DIAZEPAM,ALPRAZOLAM + AZITHROMYCIN + DIAZEPAM,3,8,0.06964463677936729,13281,13281
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,ALPRAZOLAM + AZITHROMYCIN + CEPHALEXIN,3,8,0.06883591327189527,13281,13281
item_drug_AZITHROMYCIN|item_drug_CLONAZEPAM|item_drug_DIAZEPAM,AZITHROMYCIN + CLONAZEPAM + DIAZEPAM,3,8,0.06834408073291229,13281,13281
item_drug_ALPRAZOLAM|item_drug_DIAZEPAM,ALPRAZOLAM + DIAZEPAM,2,8,0.06789393447762401,13281,13281
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_CLONAZEPAM,AZITHROMYCIN + CEPHALEXIN + CLONAZEPAM,3,8,0.06753535722544025,13281,13281
item_drug_CLONAZEPAM|item_drug_DIAZEPAM,CLONAZEPAM + DIAZEPAM,2,8,0.0659431004079415,13281,13281
item_drug_ALPRAZOLAM|item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + DIAZEPAM + OMEPRAZOLE,3,8,0.06496526200448419,13281,13281
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_DIAZEPAM,ALPRAZOLAM + AMOXICILLIN + DIAZEPAM,3,8,0.0648194542292833,13281,13281
item_drug_CLONAZEPAM|item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,CLONAZEPAM + DIAZEPAM + OMEPRAZOLE,3,8,0.06366470595802917,13281,13281
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_DIAZEPAM,AMOXICILLIN + CLONAZEPAM + DIAZEPAM,3,8,0.0635188981828283,13281,13281
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_DIAZEPAM,ALPRAZOLAM + CEPHALEXIN + DIAZEPAM,3,8,0.05997602948217392,13281,13281
item_drug_AZITHROMYCIN|item_drug_DIAZEPAM,AZITHROMYCIN + DIAZEPAM,2,8,0.05985621569827182,13281,13281
item_drug_AZITHROMYCIN|item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,AZITHROMYCIN + DIAZEPAM + OMEPRAZOLE,3,8,0.05960678281824938,13281,13281
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_DIAZEPAM,AMOXICILLIN + AZITHROMYCIN + DIAZEPAM,3,8,0.05946097504304851,13281,13281
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,AZITHROMYCIN + CEPHALEXIN + OMEPRAZOLE,3,8,0.058798059310777355,13281,13281
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_DIAZEPAM,CEPHALEXIN + CLONAZEPAM + DIAZEPAM,3,8,0.05867547343571891,13281,13281
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,AMOXICILLIN + AZITHROMYCIN + CEPHALEXIN,3,8,0.058652251535576475,13281,13281
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN,AZITHROMYCIN + CEPHALEXIN,2,8,0.058643130437063776,13281,13281
item_drug_AMOXICILLIN|item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,AMOXICILLIN + DIAZEPAM + OMEPRAZOLE,3,8,0.05478160026816539,13281,13281
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_DIAZEPAM,AZITHROMYCIN + CEPHALEXIN + DIAZEPAM,3,8,0.05461755029593912,13281,13281
item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE,AZITHROMYCIN + FUROSEMIDE,2,8,0.05422102280679496,10371,10371
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_IBUPROFEN,ALPRAZOLAM + CLONAZEPAM + IBUPROFEN,3,8,0.05355023368607574,12554,12554
item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,DIAZEPAM + OMEPRAZOLE,2,8,0.05283715353594715,13281,13281
item_drug_AMOXICILLIN|item_drug_DIAZEPAM,AMOXICILLIN + DIAZEPAM,2,8,0.052618441873145835,13281,13281
item_drug_CEPHALEXIN|item_drug_DIAZEPAM|item_drug_OMEPRAZOLE,CEPHALEXIN + DIAZEPAM + OMEPRAZOLE,3,8,0.049938175521056005,13281,13281
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_DIAZEPAM,AMOXICILLIN + CEPHALEXIN + DIAZEPAM,3,8,0.04979236774585513,13281,13281
item_drug_CLONAZEPAM|item_drug_IBUPROFEN,CLONAZEPAM + IBUPROFEN,2,8,0.049488622901622564,12554,12554
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE,AMOXICILLIN + AZITHROMYCIN + FUROSEMIDE,3,8,0.04872364290502737,10371,10371
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_IBUPROFEN,AMOXICILLIN + CLONAZEPAM + IBUPROFEN,3,8,0.04555372913018998,12554,12554
item_drug_CEPHALEXIN|item_drug_DIAZEPAM,CEPHALEXIN + DIAZEPAM,2,8,0.04535330475248176,13281,13281
item_drug_ALPRAZOLAM|item_drug_IBUPROFEN,ALPRAZOLAM + IBUPROFEN,2,8,0.04503007372751892,12554,12554
item_drug_AMOXICILLIN|item_drug_FUROSEMIDE,AMOXICILLIN + FUROSEMIDE,2,8,0.04485339499270478,10371,10371
item_drug_CLONAZEPAM|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,CLONAZEPAM + IBUPROFEN + OMEPRAZOLE,3,8,0.04400591782206312,12554,12554
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_IBUPROFEN,ALPRAZOLAM + AMOXICILLIN + IBUPROFEN,3,8,0.04258136301412088,12554,12554
item_drug_ALPRAZOLAM|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,ALPRAZOLAM + IBUPROFEN + OMEPRAZOLE,3,8,0.04103355170599403,12554,12554
item_drug_CEPHALEXIN|item_drug_CLONAZEPAM|item_drug_IBUPROFEN,CEPHALEXIN + CLONAZEPAM + IBUPROFEN,3,8,0.040045284338402945,12554,12554
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_IBUPROFEN,ALPRAZOLAM + CEPHALEXIN + IBUPROFEN,3,8,0.03707291822233385,12554,12554
item_drug_AMOXICILLIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,AMOXICILLIN + IBUPROFEN + OMEPRAZOLE,3,8,0.03303704715010826,12554,12554
item_drug_AMOXICILLIN|item_drug_IBUPROFEN,AMOXICILLIN + IBUPROFEN,2,8,0.03303531689369028,12554,12554
item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,IBUPROFEN + OMEPRAZOLE,2,8,0.030713599931499986,12554,12554
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_IBUPROFEN,AMOXICILLIN + CEPHALEXIN + IBUPROFEN,3,8,0.029076413666448087,12554,12554
item_drug_CEPHALEXIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,CEPHALEXIN + IBUPROFEN + OMEPRAZOLE,3,8,0.027528602358321226,12554,12554
item_drug_CEPHALEXIN|item_drug_IBUPROFEN,CEPHALEXIN + IBUPROFEN,2,8,0.02477264970600973,12554,12554
item_drug_GABAPENTIN|item_drug_NAPROXEN,GABAPENTIN + NAPROXEN,2,7,0.07611180232856378,11779,11779
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_NAPROXEN,ALPRAZOLAM + GABAPENTIN + NAPROXEN,3,7,0.06880456887991118,11779,11779
item_drug_GABAPENTIN|item_drug_LAMOTRIGINE,GABAPENTIN + LAMOTRIGINE,2,7,0.06768435191245965,11250,11250
item_drug_GABAPENTIN|item_drug_METHOCARBAMOL,GABAPENTIN + METHOCARBAMOL,2,7,0.06755178290032908,11124,11124
item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,GABAPENTIN + KETOCONAZOLE,2,7,0.06740253540564996,11740,11397
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_NAPROXEN,CLONAZEPAM + GABAPENTIN + NAPROXEN,3,7,0.06488560211077672,11779,11779
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_LAMOTRIGINE,ALPRAZOLAM + GABAPENTIN + LAMOTRIGINE,3,7,0.0619286343767609,11250,11250
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_LAMOTRIGINE,CLONAZEPAM + GABAPENTIN + LAMOTRIGINE,3,7,0.06187629125183991,11250,11250
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_METHOCARBAMOL,ALPRAZOLAM + GABAPENTIN + METHOCARBAMOL,3,7,0.06184025503534052,11124,11124
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_METHOCARBAMOL,CLONAZEPAM + GABAPENTIN + METHOCARBAMOL,3,7,0.06178791191041954,11124,11124
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + GABAPENTIN + KETOCONAZOLE,3,7,0.06174075670555444,11740,11397
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,CLONAZEPAM + GABAPENTIN + KETOCONAZOLE,3,7,0.06168841358063345,11740,11397
item_drug_GABAPENTIN|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,GABAPENTIN + NAPROXEN + OMEPRAZOLE,3,7,0.05694684957384401,11779,11779
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_NAPROXEN,AMOXICILLIN + GABAPENTIN + NAPROXEN,3,7,0.056083278722461584,11779,11779
item_drug_GABAPENTIN|item_drug_LORAZEPAM|item_drug_NAPROXEN,GABAPENTIN + LORAZEPAM + NAPROXEN,3,7,0.05518317294423732,10744,10744
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_NAPROXEN,CEPHALEXIN + GABAPENTIN + NAPROXEN,3,7,0.054552328412236804,11779,11779
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_LAMOTRIGINE,AMOXICILLIN + GABAPENTIN + LAMOTRIGINE,3,7,0.05266855520050203,11250,11250
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_METHOCARBAMOL,AMOXICILLIN + GABAPENTIN + METHOCARBAMOL,3,7,0.052580175859081646,11124,11124
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_KETOCONAZOLE,AMOXICILLIN + GABAPENTIN + KETOCONAZOLE,3,7,0.05248067752929557,11740,11397
item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE|item_drug_OMEPRAZOLE,AZITHROMYCIN + FUROSEMIDE + OMEPRAZOLE,3,7,0.05209203917486904,9359,9359
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_LAMOTRIGINE,GABAPENTIN + IBUPROFEN + LAMOTRIGINE,3,7,0.051690817221704675,11250,11250
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_METHOCARBAMOL,GABAPENTIN + IBUPROFEN + METHOCARBAMOL,3,7,0.0516024378802843,11124,11124
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_KETOCONAZOLE,GABAPENTIN + IBUPROFEN + KETOCONAZOLE,3,7,0.05150293955049822,11740,11397
item_drug_GABAPENTIN|item_drug_LAMOTRIGINE|item_drug_OMEPRAZOLE,GABAPENTIN + LAMOTRIGINE + OMEPRAZOLE,3,7,0.05010617416969864,11250,11250
item_drug_GABAPENTIN|item_drug_METHOCARBAMOL|item_drug_OMEPRAZOLE,GABAPENTIN + METHOCARBAMOL + OMEPRAZOLE,3,7,0.05001779482827825,11124,11124
item_drug_GABAPENTIN|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,GABAPENTIN + KETOCONAZOLE + OMEPRAZOLE,3,7,0.04991829649849218,11740,11397
