combination,drug_names,interaction_size,n_bins,mean_combined_importance,max_combined_importance,total_patient_rule_profile_support,total_strict_rule_support
item_drug_AZITHROMYCIN|item_drug_BENZONATATE|item_drug_PREDNISONE,AZITHROMYCIN + BENZONATATE + PREDNISONE,3,18,0.01623173024573967,0.10806272795653506,25968,25889
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_NAPROXEN,AMOXICILLIN + AZITHROMYCIN + NAPROXEN,3,18,0.01555879170069515,0.053161140659507396,34239,34239
item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,AMOXICILLIN + METRONIDAZOLE + PREDNISONE,3,18,0.01551173012875395,0.10914772760864623,24976,23340
item_drug_BENZONATATE|item_drug_PREDNISONE,BENZONATATE + PREDNISONE,2,18,0.015465721085868174,0.1169670704218304,25969,25945
item_drug_AZITHROMYCIN|item_drug_NAPROXEN,AZITHROMYCIN + NAPROXEN,2,18,0.013919191362585438,0.0602459683349941,34239,34239
item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE,2,18,0.01062902819608041,0.028066717261612348,18995,18611
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE,CEPHALEXIN + FUROSEMIDE,2,17,0.06745164428395599,0.2722187022323679,13149,12512
item_drug_CEPHALEXIN|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,CEPHALEXIN + GABAPENTIN + METRONIDAZOLE,3,17,0.0597193652341429,0.4018133339243262,15583,14048
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE|item_drug_OMEPRAZOLE,CEPHALEXIN + FUROSEMIDE + OMEPRAZOLE,3,17,0.052633601034990485,0.19076567234537048,13067,11497
item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE|item_drug_LISINOPRIL,AZITHROMYCIN + FUROSEMIDE + LISINOPRIL,3,17,0.041863485646985873,0.1222026984042104,11895,10739
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_LISINOPRIL,AZITHROMYCIN + CEPHALEXIN + LISINOPRIL,3,17,0.04098198593322825,0.15956801673898766,15825,14765
item_drug_FUROSEMIDE|item_drug_LISINOPRIL|item_drug_PREDNISONE,FUROSEMIDE + LISINOPRIL + PREDNISONE,3,17,0.03823876958550751,0.11092294230092009,9844,9773
item_drug_FUROSEMIDE|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,FUROSEMIDE + LISINOPRIL + OMEPRAZOLE,3,17,0.03621157150745749,0.09618285601680922,11224,10079
item_drug_CEPHALEXIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,CEPHALEXIN + LISINOPRIL + PREDNISONE,3,17,0.03411136968330712,0.14828826063569733,13674,13604
item_drug_AMOXICILLIN|item_drug_FUROSEMIDE,AMOXICILLIN + FUROSEMIDE,2,17,0.030587588539979095,0.15274227304379956,16148,15225
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,ALPRAZOLAM + AZITHROMYCIN + METRONIDAZOLE,3,17,0.02737156067379824,0.16872601013953514,18603,16998
item_drug_GABAPENTIN|item_drug_LISINOPRIL,GABAPENTIN + LISINOPRIL,2,17,0.026775651491590953,0.1314744142607032,14447,12924
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + LISINOPRIL,3,17,0.025981058907122656,0.053675708457567466,16662,16622
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL,ALPRAZOLAM + LISINOPRIL,2,17,0.0256562904244519,0.0592257939896744,14557,14554
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_LISINOPRIL,ALPRAZOLAM + GABAPENTIN + LISINOPRIL,3,17,0.024986167388825992,0.10472374793273492,14431,12924
item_drug_GABAPENTIN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,GABAPENTIN + LISINOPRIL + OMEPRAZOLE,3,17,0.022159416479409076,0.09960429959701463,14422,11892
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_SIMVASTATIN,AMOXICILLIN + CEPHALEXIN + SIMVASTATIN,3,17,0.021700848987107123,0.10373411147605997,19923,19050
item_drug_AZITHROMYCIN|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,AZITHROMYCIN + LISINOPRIL + SIMVASTATIN,3,17,0.021697241652994866,0.06514698401760836,21392,20222
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,ALPRAZOLAM + LISINOPRIL + OMEPRAZOLE,3,17,0.02141317576798304,0.04724453102462334,14534,13464
item_drug_CEPHALEXIN|item_drug_SIMVASTATIN,CEPHALEXIN + SIMVASTATIN,2,17,0.021275195175601995,0.10115337633898645,20036,19376
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL,HYDROCHLOROTHIAZIDE + LISINOPRIL,2,17,0.020782932416261484,0.03960802720220665,16669,16622
item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,CEPHALEXIN + OMEPRAZOLE + SIMVASTATIN,3,17,0.02044829222257433,0.10262777193909355,19953,18372
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + LISINOPRIL + OMEPRAZOLE,3,17,0.018606496248770196,0.034166019832978164,16644,16611
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_METRONIDAZOLE,AMOXICILLIN + AZITHROMYCIN + METRONIDAZOLE,3,17,0.01797907703330201,0.1255585689326109,25467,23862
item_drug_LISINOPRIL|item_drug_PREDNISONE|item_drug_SIMVASTATIN,LISINOPRIL + PREDNISONE + SIMVASTATIN,3,17,0.015030684585816042,0.04726671676692687,18718,18601
item_drug_CEPHALEXIN|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,CEPHALEXIN + NAPROXEN + OMEPRAZOLE,3,17,0.011456566579043603,0.03995225742417723,29849,24191
item_drug_AMOXICILLIN|item_drug_IBUPROFEN|item_drug_NAPROXEN,AMOXICILLIN + IBUPROFEN + NAPROXEN,3,17,0.010204802939225632,0.0162107233985921,30007,29998
item_drug_IBUPROFEN|item_drug_NAPROXEN,IBUPROFEN + NAPROXEN,2,17,0.007151067064876647,0.0179190555069053,30007,29998
item_drug_AMOXICILLIN|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,AMOXICILLIN + MELOXICAM + OMEPRAZOLE,3,17,0.007018079443186292,0.014980087684920367,25795,17655
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,CEPHALEXIN + MELOXICAM + OMEPRAZOLE,3,17,0.006366111791228249,0.014278564248705,25492,17420
item_drug_MELOXICAM|item_drug_OMEPRAZOLE,MELOXICAM + OMEPRAZOLE,2,17,0.003331160251369615,0.0121740617184574,25795,17655
item_drug_FUROSEMIDE|item_drug_GABAPENTIN,FUROSEMIDE + GABAPENTIN,2,16,0.09868300927548955,0.5982944817118604,12130,10568
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE|item_drug_GABAPENTIN,CEPHALEXIN + FUROSEMIDE + GABAPENTIN,3,16,0.08813768935230788,0.4357328392657603,11818,10405
item_drug_ALPRAZOLAM|item_drug_FUROSEMIDE|item_drug_GABAPENTIN,ALPRAZOLAM + FUROSEMIDE + GABAPENTIN,3,16,0.08077091409337024,0.4783289562649002,12079,10568
item_drug_FUROSEMIDE|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,FUROSEMIDE + GABAPENTIN + OMEPRAZOLE,3,16,0.07368283272663556,0.43405517552100953,12092,9536
item_drug_GABAPENTIN|item_drug_SIMVASTATIN,GABAPENTIN + SIMVASTATIN,2,16,0.07109933712671597,0.5458485986953708,17875,16294
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_FUROSEMIDE,AZITHROMYCIN + CEPHALEXIN + FUROSEMIDE,3,16,0.06274962792612603,0.21678551473277166,12835,11271
item_drug_ALPRAZOLAM|item_drug_CEPHALEXIN|item_drug_FUROSEMIDE,ALPRAZOLAM + CEPHALEXIN + FUROSEMIDE,3,16,0.062183055978728786,0.19308218122799947,11906,11888
item_drug_ALPRAZOLAM|item_drug_FUROSEMIDE,ALPRAZOLAM + FUROSEMIDE,2,16,0.05975105921512089,0.2174934348541859,12220,12198
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,ALPRAZOLAM + GABAPENTIN + SIMVASTATIN,3,16,0.05954555792054324,0.4433650342539071,17808,16294
item_drug_GABAPENTIN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,GABAPENTIN + OMEPRAZOLE + SIMVASTATIN,3,16,0.05394896698547832,0.39909125351001645,17836,15273
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,AMOXICILLIN + GABAPENTIN + SIMVASTATIN,3,16,0.053737786926902543,0.40019759304698294,17838,16068
item_drug_ALPRAZOLAM|item_drug_FUROSEMIDE|item_drug_OMEPRAZOLE,ALPRAZOLAM + FUROSEMIDE + OMEPRAZOLE,3,16,0.04772819935305646,0.1801878109492265,12195,11108
item_drug_GABAPENTIN|item_drug_METRONIDAZOLE|item_drug_PREDNISONE,GABAPENTIN + METRONIDAZOLE + PREDNISONE,3,16,0.04619061529164156,0.4061825333873535,14105,12522
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,AMOXICILLIN + GABAPENTIN + METRONIDAZOLE,3,16,0.04415388216275685,0.4012420097165419,19372,17823
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE,AMOXICILLIN + AZITHROMYCIN + FUROSEMIDE,3,16,0.03243526804053807,0.15947807427404492,15733,13783
item_drug_ALPRAZOLAM|item_drug_SIMVASTATIN,ALPRAZOLAM + SIMVASTATIN,2,16,0.03109623500968052,0.16504755183769632,17946,17924
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_LISINOPRIL,AZITHROMYCIN + GABAPENTIN + LISINOPRIL,3,16,0.030412459609054133,0.1078986172735969,14077,11705
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_LISINOPRIL,ALPRAZOLAM + AZITHROMYCIN + LISINOPRIL,3,16,0.029220081502889832,0.06174883656723063,14188,13112
item_drug_CEPHALEXIN|item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE,CEPHALEXIN + FLUCONAZOLE + METRONIDAZOLE,3,16,0.028043064093876177,0.1203405908051756,21866,20275
item_drug_AMOXICILLIN|item_drug_FUROSEMIDE|item_drug_OMEPRAZOLE,AMOXICILLIN + FUROSEMIDE + OMEPRAZOLE,3,16,0.02769084356878972,0.13702036974230228,15059,13134
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_SIMVASTATIN,AZITHROMYCIN + CEPHALEXIN + SIMVASTATIN,3,16,0.027447021618734756,0.1250854764708362,19717,18135
item_drug_ALPRAZOLAM|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,ALPRAZOLAM + OMEPRAZOLE + SIMVASTATIN,3,16,0.02728023224078802,0.14522388893823343,17928,16845
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_SIMVASTATIN,ALPRAZOLAM + AMOXICILLIN + SIMVASTATIN,3,16,0.02706905218221225,0.14633022847519986,17917,17598
item_drug_AMOXICILLIN|item_drug_BENZONATATE|item_drug_OMEPRAZOLE,AMOXICILLIN + BENZONATATE + OMEPRAZOLE,3,16,0.023787857448573698,0.14518641090170756,21823,17918
item_drug_AZITHROMYCIN|item_drug_BENZONATATE|item_drug_OMEPRAZOLE,AZITHROMYCIN + BENZONATATE + OMEPRAZOLE,3,16,0.022204548965984856,0.12760015848952536,21822,17861
item_drug_ALPRAZOLAM|item_drug_LISINOPRIL|item_drug_PREDNISONE,ALPRAZOLAM + LISINOPRIL + PREDNISONE,3,16,0.021483843872994485,0.05046908046394033,11573,11491
item_drug_BENZONATATE|item_drug_CEPHALEXIN|item_drug_OMEPRAZOLE,BENZONATATE + CEPHALEXIN + OMEPRAZOLE,3,16,0.021263491498708882,0.12775660530712604,21695,17791
item_drug_BENZONATATE|item_drug_OMEPRAZOLE,BENZONATATE + OMEPRAZOLE,2,16,0.02036703071036011,0.14627321622131584,21823,17918
item_drug_CEPHALEXIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,CEPHALEXIN + IBUPROFEN + OMEPRAZOLE,3,16,0.01932413917668816,0.11318867223738223,26656,24287
item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + LISINOPRIL + PREDNISONE,3,16,0.019029120880840692,0.04239595235427717,14032,13967
item_drug_AZITHROMYCIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,AZITHROMYCIN + HYDROCHLOROTHIAZIDE + PREDNISONE,3,16,0.018224948200452257,0.06286292201585364,14348,13967
item_drug_GABAPENTIN|item_drug_LISINOPRIL|item_drug_PREDNISONE,GABAPENTIN + LISINOPRIL + PREDNISONE,3,16,0.018184478706427212,0.05780739800846957,11535,10001
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_NAPROXEN,AZITHROMYCIN + CEPHALEXIN + NAPROXEN,3,16,0.016418901871635937,0.0525412970897929,30239,30239
item_drug_AMOXICILLIN|item_drug_NAPROXEN|item_drug_PREDNISONE,AMOXICILLIN + NAPROXEN + PREDNISONE,3,16,0.011718994381182386,0.0344821411953992,29760,29722
item_drug_AZITHROMYCIN|item_drug_NAPROXEN|item_drug_PREDNISONE,AZITHROMYCIN + NAPROXEN + PREDNISONE,3,16,0.010986528241792302,0.0517571118086786,29760,29722
item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + PREDNISONE,3,16,0.01090787023073916,0.036843079628452464,14315,13956
item_drug_AMOXICILLIN|item_drug_CEPHALEXIN|item_drug_OFLOXACIN,AMOXICILLIN + CEPHALEXIN + OFLOXACIN,3,16,0.010402085292789166,0.0192902609566284,27503,27495
item_drug_AMOXICILLIN|item_drug_METRONIDAZOLE|item_drug_NAPROXEN,AMOXICILLIN + METRONIDAZOLE + NAPROXEN,3,16,0.010261670695807823,0.031207650028696802,29392,27801
item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + PREDNISONE,2,16,0.00991031983783524,0.0413348131569908,14372,13967
item_drug_FLUCONAZOLE|item_drug_METRONIDAZOLE,FLUCONAZOLE + METRONIDAZOLE,2,16,0.009675558599031247,0.03922709731011315,21866,20275
item_drug_AMOXICILLIN|item_drug_MELOXICAM|item_drug_PREDNISONE,AMOXICILLIN + MELOXICAM + PREDNISONE,3,16,0.009345710146836158,0.015055065791832233,26134,24696
item_drug_METRONIDAZOLE|item_drug_NAPROXEN,METRONIDAZOLE + NAPROXEN,2,16,0.009137154280658975,0.03848866598422345,29392,27801
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_PREDNISONE,CEPHALEXIN + MELOXICAM + PREDNISONE,3,16,0.009074888896242243,0.026543096646667635,25834,24404
item_drug_AMOXICILLIN|item_drug_OFLOXACIN,AMOXICILLIN + OFLOXACIN,2,16,0.00901694167349215,0.01710858149708695,27813,27805
item_drug_AMOXICILLIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,AMOXICILLIN + OFLOXACIN + PREDNISONE,3,16,0.008529255314965576,0.015472510684298333,27749,27729
item_drug_NAPROXEN|item_drug_PREDNISONE,NAPROXEN + PREDNISONE,2,16,0.008438331568614465,0.0322274691388318,29760,29722
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,CEPHALEXIN + MELOXICAM + METRONIDAZOLE,3,16,0.008159539795659138,0.029993209494289397,21927,20336
item_drug_CEPHALEXIN|item_drug_MELOXICAM|item_drug_NAPROXEN,CEPHALEXIN + MELOXICAM + NAPROXEN,3,16,0.008122839929062708,0.018080433351747034,27753,26327
item_drug_AMOXICILLIN|item_drug_MELOXICAM|item_drug_METRONIDAZOLE,AMOXICILLIN + MELOXICAM + METRONIDAZOLE,3,16,0.008098707912097668,0.032369569935361935,21990,20399
item_drug_CEPHALEXIN|item_drug_OFLOXACIN,CEPHALEXIN + OFLOXACIN,2,16,0.007914499473473372,0.02079122485339965,27503,27495
item_drug_CEPHALEXIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,CEPHALEXIN + OFLOXACIN + PREDNISONE,3,16,0.00779429384828639,0.02660675277207597,27449,27437
item_drug_AMOXICILLIN|item_drug_MELOXICAM|item_drug_NAPROXEN,AMOXICILLIN + MELOXICAM + NAPROXEN,3,16,0.007730779326649452,0.013856124593485999,27753,26327
item_drug_MELOXICAM|item_drug_METRONIDAZOLE,MELOXICAM + METRONIDAZOLE,2,16,0.006256530190610918,0.04410501227520005,21990,20399
item_drug_MELOXICAM|item_drug_PREDNISONE,MELOXICAM + PREDNISONE,2,16,0.0052422253026123,0.02147472572036865,26134,24696
item_drug_OFLOXACIN|item_drug_PREDNISONE,OFLOXACIN + PREDNISONE,2,16,0.005105254506737985,0.0220032479595548,27749,27729
item_drug_MELOXICAM|item_drug_NAPROXEN,MELOXICAM + NAPROXEN,2,16,0.0038332032141626437,0.0113172934754453,27753,26327
item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE|item_drug_GABAPENTIN,AZITHROMYCIN + FUROSEMIDE + GABAPENTIN,3,15,0.085734064517304,0.4565128800527522,11749,9349
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_SIMVASTATIN,AZITHROMYCIN + GABAPENTIN + SIMVASTATIN,3,15,0.06383734917315927,0.4215489580417591,17490,15075
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_FUROSEMIDE,ALPRAZOLAM + AZITHROMYCIN + FUROSEMIDE,3,15,0.05762299174519389,0.20264551548096918,11849,10756
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE|item_drug_PREDNISONE,CEPHALEXIN + FUROSEMIDE + PREDNISONE,3,15,0.057437707209523396,0.20550575862948137,8545,8122
item_drug_AZITHROMYCIN|item_drug_GABAPENTIN|item_drug_METRONIDAZOLE,AZITHROMYCIN + GABAPENTIN + METRONIDAZOLE,3,15,0.05303358435642916,0.42259337471131814,14596,13051
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_HYDROCHLOROTHIAZIDE,AZITHROMYCIN + CEPHALEXIN + HYDROCHLOROTHIAZIDE,3,15,0.03785181491818528,0.14825852478612875,14124,13760
item_drug_CEPHALEXIN|item_drug_HYDROCHLOROTHIAZIDE,CEPHALEXIN + HYDROCHLOROTHIAZIDE,2,15,0.03671207059054217,0.16942821731240346,14154,13760
item_drug_CEPHALEXIN|item_drug_FLUCONAZOLE|item_drug_OMEPRAZOLE,CEPHALEXIN + FLUCONAZOLE + OMEPRAZOLE,3,15,0.03517706966917479,0.12105502850221063,18469,12809
item_drug_ALPRAZOLAM|item_drug_AZITHROMYCIN|item_drug_SIMVASTATIN,ALPRAZOLAM + AZITHROMYCIN + SIMVASTATIN,3,15,0.03496456827186387,0.1676815934699761,17575,16482
item_drug_CEPHALEXIN|item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE,CEPHALEXIN + HYDROCHLOROTHIAZIDE + OMEPRAZOLE,3,15,0.02992806576192404,0.12223868239872758,14092,13749
item_drug_AMOXICILLIN|item_drug_FUROSEMIDE|item_drug_PREDNISONE,AMOXICILLIN + FUROSEMIDE + PREDNISONE,3,15,0.02747261250151824,0.14306723295008025,11571,11143
item_drug_AZITHROMYCIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,AZITHROMYCIN + IBUPROFEN + OMEPRAZOLE,3,15,0.021927009888540853,0.11303222541978157,25739,23370
item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,IBUPROFEN + OMEPRAZOLE + PREDNISONE,3,15,0.019683083221371175,0.1166352240495823,25124,22715
item_drug_CEPHALEXIN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,CEPHALEXIN + PREDNISONE + SIMVASTATIN,3,15,0.01820390522667142,0.10867463514687153,15406,14974
item_drug_FLUCONAZOLE|item_drug_OMEPRAZOLE,FLUCONAZOLE + OMEPRAZOLE,2,15,0.015908710360534976,0.1073175749068895,18469,12809
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE,ALPRAZOLAM + KETOCONAZOLE,2,15,0.015123865799363057,0.055154187005098554,26119,25776
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE,ALPRAZOLAM + AMOXICILLIN + KETOCONAZOLE,3,15,0.014748813106729838,0.04980060942521094,26119,25776
item_drug_AZITHROMYCIN|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,AZITHROMYCIN + NAPROXEN + OMEPRAZOLE,3,15,0.014494691174999135,0.05784707160717114,28070,22412
item_drug_ALPRAZOLAM|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,ALPRAZOLAM + KETOCONAZOLE + OMEPRAZOLE,3,15,0.013106203548289475,0.044059620291180934,25950,20047
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE,AMOXICILLIN + KETOCONAZOLE,2,15,0.00963605066092379,0.040196455426736354,26119,25776
item_drug_AMOXICILLIN|item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,AMOXICILLIN + KETOCONAZOLE + OMEPRAZOLE,3,15,0.009447660122663295,0.042068902697127264,25950,20047
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN,AMOXICILLIN + ERYTHROMYCIN,2,15,0.009362195439279252,0.01514349478265965,28472,28472
item_drug_CEPHALEXIN|item_drug_IBUPROFEN|item_drug_NAPROXEN,CEPHALEXIN + IBUPROFEN + NAPROXEN,3,15,0.009360336195819432,0.017287498278251667,26007,25998
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,AMOXICILLIN + AZITHROMYCIN + ERYTHROMYCIN,3,15,0.009302819249641372,0.017753708124994768,28472,28472
item_drug_AMOXICILLIN|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,AMOXICILLIN + ERYTHROMYCIN + PREDNISONE,3,15,0.009177815821592366,0.0163966529237734,27857,27817
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_MELOXICAM,AZITHROMYCIN + CEPHALEXIN + MELOXICAM,3,15,0.00898952985571373,0.017806207155119335,25619,23221
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_MELOXICAM,AMOXICILLIN + AZITHROMYCIN + MELOXICAM,3,15,0.008968856259193626,0.019269383256402865,25830,23330
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,AZITHROMYCIN + ERYTHROMYCIN + PREDNISONE,3,15,0.007830370554473451,0.019667117657114836,27857,27817
item_drug_AMOXICILLIN|item_drug_AZITHROMYCIN|item_drug_OFLOXACIN,AMOXICILLIN + AZITHROMYCIN + OFLOXACIN,3,15,0.007386653054499364,0.012683317612021933,27445,26363
item_drug_AZITHROMYCIN|item_drug_ERYTHROMYCIN,AZITHROMYCIN + ERYTHROMYCIN,2,15,0.007341027538600881,0.01862576470572215,28472,28472
item_drug_KETOCONAZOLE|item_drug_OMEPRAZOLE,KETOCONAZOLE + OMEPRAZOLE,2,15,0.007172136323263243,0.03158497172569135,25950,20047
item_drug_ERYTHROMYCIN|item_drug_PREDNISONE,ERYTHROMYCIN + PREDNISONE,2,15,0.007153522396527373,0.0234871064182804,27857,27817
item_drug_AZITHROMYCIN|item_drug_CEPHALEXIN|item_drug_OFLOXACIN,AZITHROMYCIN + CEPHALEXIN + OFLOXACIN,3,15,0.006912243753861848,0.017869863280527667,27234,26254
item_drug_AZITHROMYCIN|item_drug_MELOXICAM|item_drug_PREDNISONE,AZITHROMYCIN + MELOXICAM + PREDNISONE,3,15,0.006054740399417816,0.018325530525173668,25769,23285
item_drug_AZITHROMYCIN|item_drug_OFLOXACIN|item_drug_PREDNISONE,AZITHROMYCIN + OFLOXACIN + PREDNISONE,3,15,0.004916313923734245,0.018389186650582003,27384,26318
item_drug_AZITHROMYCIN|item_drug_MELOXICAM,AZITHROMYCIN + MELOXICAM,2,15,0.004615519371003476,0.01200056652428345,25830,23330
item_drug_AZITHROMYCIN|item_drug_OFLOXACIN,AZITHROMYCIN + OFLOXACIN,2,15,0.003402440112689083,0.0084648756711587,27445,26363
item_drug_CLONAZEPAM|item_drug_GABAPENTIN,CLONAZEPAM + GABAPENTIN,2,14,0.1550243800248054,0.5695981497229327,21563,21563
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,ALPRAZOLAM + CLONAZEPAM + GABAPENTIN,3,14,0.12528175737142946,0.45919806827228166,21563,21563
item_drug_AMOXICILLIN|item_drug_CLONAZEPAM|item_drug_GABAPENTIN,AMOXICILLIN + CLONAZEPAM + GABAPENTIN,3,14,0.11583557617123488,0.4160306270653575,21563,21563
item_drug_CLONAZEPAM|item_drug_GABAPENTIN|item_drug_OMEPRAZOLE,CLONAZEPAM + GABAPENTIN + OMEPRAZOLE,3,14,0.11541979488569079,0.414924287528391,21563,21563
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_LORAZEPAM,AMOXICILLIN + GABAPENTIN + LORAZEPAM,3,14,0.08507429089667903,0.4157343217920415,12311,12082
item_drug_FUROSEMIDE|item_drug_GABAPENTIN|item_drug_PREDNISONE,FUROSEMIDE + GABAPENTIN + PREDNISONE,3,14,0.07189887059054707,0.4401020387287875,7806,6300
item_drug_GABAPENTIN|item_drug_IBUPROFEN,GABAPENTIN + IBUPROFEN,2,14,0.07053953334610989,0.4147804561022034,23022,23013
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM,ALPRAZOLAM + CLONAZEPAM,2,14,0.0634139044540963,0.18879710286525814,21563,21563
item_drug_ALPRAZOLAM|item_drug_GABAPENTIN|item_drug_IBUPROFEN,ALPRAZOLAM + GABAPENTIN + IBUPROFEN,3,14,0.05920892289797776,0.3233427197022399,23022,23013
item_drug_CEPHALEXIN|item_drug_FUROSEMIDE|item_drug_LISINOPRIL,CEPHALEXIN + FUROSEMIDE + LISINOPRIL,3,14,0.05545534184230134,0.1963185450711952,8074,8006
item_drug_AMOXICILLIN|item_drug_GABAPENTIN|item_drug_IBUPROFEN,AMOXICILLIN + GABAPENTIN + IBUPROFEN,3,14,0.05536480933566113,0.3241912374889659,23022,23013
item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN|item_drug_CLONAZEPAM,ALPRAZOLAM + AMOXICILLIN + CLONAZEPAM,3,14,0.054761925790762146,0.16546109549203858,21563,21563
item_drug_ALPRAZOLAM|item_drug_CLONAZEPAM|item_drug_OMEPRAZOLE,ALPRAZOLAM + CLONAZEPAM + OMEPRAZOLE,3,14,0.05434614450521807,0.17101527224264745,21563,21563
item_drug_GABAPENTIN|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,GABAPENTIN + IBUPROFEN + OMEPRAZOLE,3,14,0.054034628033439995,0.32974541423957476,22894,20525
item_drug_ALPRAZOLAM|item_drug_FUROSEMIDE|item_drug_PREDNISONE,ALPRAZOLAM + FUROSEMIDE + PREDNISONE,3,14,0.051049250910615615,0.18623467415700448,7836,7790
