feature,importance,scaled_importance,recall,logloss
item_PIPERACILLIN SODIUM/TAZOB,0.00010693242939786374,3.316017892509435e-07,0.003101040452538041,0.5549906296689114
item_PHARMACIST CHOICE ULTRA T,8.340729493033338e-05,2.586493956157349e-07,0.003101040452538041,0.5549906296689114
item_CEFEPIME,8.126864634237568e-05,2.520173598307147e-07,0.003101040452538041,0.5549906296689114
item_BACITRACIN ZINC,6.843675481463295e-05,2.1222514512060432e-07,0.003101040452538041,0.5549906296689114
item_VANCOMYCIN HCL,6.843675481463252e-05,2.12225145120603e-07,0.003101040452538041,0.5549906296689114
item_HALOPERIDOL LACTATE,6.843675481463252e-05,2.12225145120603e-07,0.003101040452538041,0.5549906296689114
item_CALCITRATE,6.415945763871842e-05,1.9896107355056663e-07,0.003101040452538041,0.5549906296689114
item_LIDODERM,6.415945763871798e-05,1.989610735505653e-07,0.003101040452538041,0.5549906296689114
item_MEROPENEM,6.415945763871798e-05,1.989610735505653e-07,0.003101040452538041,0.5549906296689114
item_OXYCODONE HCL,6.202080905076072e-05,1.9232903776554645e-07,0.003101040452538041,0.5549906296689114
item_SODIUM CHLORIDE 0.45%,5.9882160462803886e-05,1.8569700198052897e-07,0.003101040452538041,0.5549906296689114
item_JAKAFI,5.346621469893209e-05,1.6580089462547242e-07,0.003101040452538041,0.5549906296689114
item_CVS ALLERGY,5.3466214698931654e-05,1.6580089462547107e-07,0.003101040452538041,0.5549906296689114
item_ZARXIO,5.1327566110973954e-05,1.591688588404509e-07,0.003101040452538041,0.5549906296689114
item_PHENADOZ,4.918891752301712e-05,1.525368230554334e-07,0.003101040452538041,0.5549906296689114
item_CALCIUM CARBONATE,4.491162034710259e-05,1.392727514853957e-07,0.003101040452538041,0.5549906296689114
item_UNIFINE PENTIPS 32GX4MM,4.491162034710259e-05,1.392727514853957e-07,0.003101040452538041,0.5549906296689114
item_ZINC SULFATE,4.491162034710259e-05,1.392727514853957e-07,0.003101040452538041,0.5549906296689114
item_VITAMIN B-6,4.491162034710259e-05,1.392727514853957e-07,0.003101040452538041,0.5549906296689114
item_GLUCAGEN HYPOKIT,4.277297175914532e-05,1.3264071570037687e-07,0.003101040452538041,0.5549906296689114
item_MONOJECT INSULIN SYRINGE/,4.277297175914532e-05,1.3264071570037687e-07,0.003101040452538041,0.5549906296689114
item_ULTICARE INSULIN SYRINGE,4.277297175914532e-05,1.3264071570037687e-07,0.003101040452538041,0.5549906296689114
item_ULTICARE INSULIN SYRINGE/,3.635702599527396e-05,1.1274460834532168e-07,0.003101040452538041,0.5549906296689114
item_EQ ASPIRIN,3.6357025995273524e-05,1.1274460834532034e-07,0.003101040452538041,0.5549906296689114
item_VITAMIN D-1000,3.421837740731626e-05,1.061125725603015e-07,0.003101040452538041,0.5549906296689114
item_SURE COMFORT INSULIN SYRI,3.207972881935899e-05,9.948053677528265e-08,0.003101040452538041,0.5549906296689114
item_URIBEL,2.994108023140216e-05,9.284850099026515e-08,0.003101040452538041,0.5549906296689114
item_DEXTROSE 5%/NACL 0.45%,2.9941080231401726e-05,9.284850099026381e-08,0.003101040452538041,0.5549906296689114
item_RELISTOR,2.9941080231401726e-05,9.284850099026381e-08,0.003101040452538041,0.5549906296689114
item_CVS STOOL SOFTENER,2.780243164344446e-05,8.621646520524497e-08,0.003101040452538041,0.5549906296689114
item_RENAL CAPS,2.780243164344446e-05,8.621646520524497e-08,0.003101040452538041,0.5549906296689114
item_CALCIUM ANTACID,2.5663783055487194e-05,7.958442942022612e-08,0.003101040452538041,0.5549906296689114
item_ABILIFY MAINTENA,2.5663783055487194e-05,7.958442942022612e-08,0.003101040452538041,0.5549906296689114
item_PHILLIPS STOOL SOFTENER,2.5663783055487194e-05,7.958442942022612e-08,0.003101040452538041,0.5549906296689114
item_BUTORPHANOL TARTRATE,2.3525134467529928e-05,7.295239363520728e-08,0.003101040452538041,0.5549906296689114
item_ULTICARE SHORT PEN NEEDLE,2.1386485879573095e-05,6.632035785018977e-08,0.003101040452538041,0.5549906296689114
item_REFRESH TEARS,2.138648587957266e-05,6.632035785018844e-08,0.003101040452538041,0.5549906296689114
item_CERTAVITE/ANTIOXIDANTS,2.1386485879572228e-05,6.632035785018709e-08,0.003101040452538041,0.5549906296689114
item_EMBEDA,1.9247837291615395e-05,5.968832206516959e-08,0.003101040452538041,0.5549906296689114
item_PERFOROMIST,1.710918870365813e-05,5.305628628015075e-08,0.003101040452538041,0.5549906296689114
item_NINLARO,1.710918870365813e-05,5.305628628015075e-08,0.003101040452538041,0.5549906296689114
item_ENDOCET,1.710918870365813e-05,5.305628628015075e-08,0.003101040452538041,0.5549906296689114
item_LOXAPINE SUCCINATE,1.7109188703657695e-05,5.30562862801494e-08,0.003101040452538041,0.5549906296689114
item_ANAGRELIDE HYDROCHLORIDE,1.497054011570043e-05,4.6424250495130555e-08,0.003101040452538041,0.5549906296689114
item_CODEINE SULFATE,1.497054011570043e-05,4.6424250495130555e-08,0.003101040452538041,0.5549906296689114
item_PROMETHEGAN,1.2831891527743163e-05,3.979221471011172e-08,0.003101040452538041,0.5549906296689114
item_CANASA,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_PREZCOBIX,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_SIMETHICONE,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_INTELENCE,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_HARVONI,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_MI-ACID GAS RELIEF,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_VITAMIN E,1.069324293978633e-05,3.316017892509422e-08,0.003101040452538041,0.5549906296689114
item_EPCLUSA,8.554594351829065e-06,2.6528143140075374e-08,0.003101040452538041,0.5549906296689114
item_CALCITONIN SALMON,6.4159457638717984e-06,1.989610735505653e-08,0.003101040452538041,0.5549906296689114
item_HYDROMORPHONE HCL ER,0.0,0.0,0.003101040452538041,0.5549906296689114
item_DEXTROSE 70%,0.0,0.0,0.003101040452538041,0.5549906296689114
item_NEFAZODONE HCL,0.0,0.0,0.003101040452538041,0.5549906296689114
item_AZELEX,0.0,0.0,0.003101040452538041,0.5549906296689114
item_XOLAIR,0.0,0.0,0.003101040452538041,0.5549906296689114
item_DUTASTERIDE/TAMSULOSIN HC,0.0,0.0,0.003101040452538041,0.5549906296689114
item_PACERONE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_HORIZANT,0.0,0.0,0.003101040452538041,0.5549906296689114
item_CLOBETASOL PROPIONATE E,0.0,0.0,0.003101040452538041,0.5549906296689114
item_VORICONAZOLE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ACCU-CHEK MULTICLIX LANCE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_NEXAVAR,0.0,0.0,0.003101040452538041,0.5549906296689114
item_AVONEX PEN,0.0,0.0,0.003101040452538041,0.5549906296689114
item_GLUMETZA,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ANDROGEL,0.0,0.0,0.003101040452538041,0.5549906296689114
item_EPITOL,0.0,0.0,0.003101040452538041,0.5549906296689114
item_INSULIN SYRINGE/1ML/30G X,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ORENCIA,0.0,0.0,0.003101040452538041,0.5549906296689114
item_RILUZOLE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_CARDIZEM LA,0.0,0.0,0.003101040452538041,0.5549906296689114
item_PREVIDENT 5000 ENAMEL PRO,0.0,0.0,0.003101040452538041,0.5549906296689114
item_PREDNISOLONE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_PREVIDENT FLUORIDE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_METHSCOPOLAMINE BROMIDE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_EASY TOUCH PEN NEEDLES/31,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ISRADIPINE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_BD INSULIN SYRINGE MICROF,0.0,0.0,0.003101040452538041,0.5549906296689114
item_GLEEVEC,0.0,0.0,0.003101040452538041,0.5549906296689114
item_MINIVELLE,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ATACAND,0.0,0.0,0.003101040452538041,0.5549906296689114
item_V-GO 20,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ASMANEX TWISTHALER 120 ME,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ZYLET,0.0,0.0,0.003101040452538041,0.5549906296689114
item_LOVAZA,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ELIDEL,0.0,0.0,0.003101040452538041,0.5549906296689114
item_ANDRODERM,0.0,0.0,0.003101040452538041,0.5549906296689114
