feature,importance_normalized,importance_scaled,n_models
item_71046,0.010888580616299465,0.009068241199143389,3
item_H0005,0.010663995299972457,0.008881201777752637,3
item_77063,0.01017436369621186,0.00847342617888551,3
item_98941,0.010112139680620417,0.008421604697128944,3
item_80356,0.009999148898352645,0.008327503573852119,3
item_CLONAZEPAM,0.009840817515711826,0.008195641835598415,3
item_VENTOLIN HFA,0.00978823290844856,0.008151848257828352,3
item_BUPRENORPHINE HYDROCHLORI,0.009762944512432644,0.008130787544527621,3
item_B1710,0.009697605573067954,0.008076371888095022,4
item_74177,0.009673282408933285,0.008056115040405492,3
item_Q9967,0.009668564914981508,0.008052186211247892,3
item_F1420,0.009623375348035885,0.008014551380117163,3
item_F23,0.009574334570451686,0.007973709178971005,4
item_I5030,0.009537285257278282,0.007942853724072127,4
item_99406,0.009511338291191003,0.007921244539628636,3
item_Z5321,0.009478405050999242,0.007893817037729888,4
item_J9602,0.009453950465952973,0.00787345073991394,4
item_I361,0.009450879322952912,0.007870893026795672,4
item_F3112,0.009449971348676534,0.007870136846533895,4
item_DRONABINOL,0.00944659845524877,0.007867327829250578,4
item_99281,0.009396510470290526,0.007825613491561743,3
item_M549,0.00927634243571514,0.007725535000125919,3
item_R918,0.00918124208134121,0.0076463334051727755,3
item_Z1231,0.009164797914374181,0.00763263835366599,3
item_99221,0.009099095114842104,0.007577919666757987,3
item_E8342,0.009062002712090962,0.0075470283259435915,4
item_90688,0.009030623929022579,0.007520895408952213,3
item_88175,0.009010566849189003,0.007504191446875735,3
item_HYDROCODONE BITARTRATE/AC,0.009003708668525354,0.007498479808358573,3
item_OXYCODONE/ACETAMINOPHEN,0.008999581853515801,0.007495042909169449,3
item_Z01419,0.008962429775052409,0.007464101869154443,3
item_SIMVASTATIN,0.008933981469582297,0.007440409516147137,3
item_R161,0.00888681323907356,0.007401126811976334,4
item_R400,0.008881584579630473,0.007396772273340958,4
item_F323,0.008838362470560947,0.007360775982916159,4
item_G9902,0.0086841132790853,0.007232313980166218,3
item_F332,0.00867978271225088,0.007228707392129873,3
item_20551,0.008679354955394536,0.007228351147134808,3
item_80353,0.008569822558209397,0.007137130240407225,3
item_99203,0.008552457545041681,0.007122668288626712,3
item_88142,0.008550100213174136,0.007120705052580195,3
item_G8431,0.008492889369294541,0.0070730586466997,4
item_FLUOXETINE HYDROCHLORIDE,0.008488391518506793,0.007069312741034089,3
item_M25552,0.008452172355127187,0.007039148652514986,3
item_99238,0.008439240770286778,0.007028378954006763,3
item_LIDOCAINE,0.008408528793986578,0.0070028013678541945,3
item_R062,0.008305648418009326,0.006917120405670407,3
item_99231,0.008284549904490077,0.006899549115501555,3
item_G0468,0.008245534576408314,0.006867056321630927,4
item_L280,0.008215814122448518,0.006842304496342328,4
item_92004,0.00820125141000878,0.006830176360125967,3
item_84443,0.008159819452157928,0.00679567094565699,3
item_TRUE METRIX SELF MONITORI,0.008133339149468377,0.006773617587163624,3
item_K861,0.008130026864440797,0.0067708590458432395,4
item_METFORMIN HYDROCHLORIDE E,0.008057404487277604,0.006710377587719562,3
item_VITAMIN D,0.008049532818366787,0.0067038218946647455,3
item_FLUCELVAX QUADRIVALENT 20,0.00803554888786063,0.006692175780335385,3
item_80367,0.008028955369562525,0.006686684558257396,3
item_NALTREXONE HCL,0.00800316984166824,0.006665209822969805,3
item_ONDANSETRON HYDROCHLORIDE,0.00799366622268331,0.00665729500723238,3
item_87624,0.007963544259654879,0.006632208796663796,3
item_99205,0.00795299784684964,0.006623425520084986,3
item_80076,0.007908996384588293,0.006586780167769405,3
item_R600,0.007902017981585355,0.006580968405534689,3
item_IPRATROPIUM BROMIDE,0.007885286388435222,0.006567033979397987,3
item_K4090,0.00788318167200846,0.006565281126855838,3
item_AMITRIPTYLINE HCL,0.00787530282147637,0.006558719452794295,3
item_87389,0.00787528846529589,0.006558707496662281,3
item_Z0000,0.007732486306901681,0.0064397788261853885,3
item_99285,0.007714830365444229,0.006425074583146176,3
item_SUPREP BOWEL PREP KIT,0.007695317356788884,0.006408823735102422,3
item_80051,0.007693979444913573,0.006407709493676836,3
item_R1084,0.007671693030743073,0.0063891488946158734,3
item_96375,0.007652650860346304,0.0063732901706739665,3
item_MIRTAZAPINE,0.00762410200248571,0.00634951407550024,3
item_80329,0.007615029582553378,0.006341958371492029,4
item_R079,0.0075870960720693876,0.006318694750682863,3
item_F419,0.007570942930994198,0.006305242071719883,3
item_PROMETHAZINE HYDROCHLORID,0.007546082852243949,0.006284538070135003,3
item_Z23,0.007522128262634124,0.006264588179137895,3
item_R7989,0.007480220226498445,0.006229686276561919,3
item_OMEPRAZOLE,0.007390010703379965,0.006154557869754375,3
item_80361,0.00733588789534476,0.0061094832457116895,3
item_87902,0.00731010459799643,0.006088010368070145,3
item_M47816,0.007275416635039789,0.006059121495784358,3
item_80053,0.00726922604010448,0.0060539658368405705,3
item_M47817,0.0071942647566687395,0.00599153648789723,3
item_85027,0.007185715457189946,0.0059844164497132495,3
item_80346,0.007169924825824786,0.005971265676536103,3
item_K029,0.007133879724840241,0.005941246550876507,3
item_E039,0.0071321687735219925,0.00593982163427988,3
item_R110,0.007118151366246247,0.005928147639785795,3
item_PROAIR HFA,0.007099103409215848,0.005912284096612499,3
item_70450,0.007095496586988193,0.005909280258456234,3
item_99212,0.007089151534005211,0.005903995963569819,3
item_G0009,0.007062969313623733,0.005882190854353568,3
item_J439,0.007025351350413981,0.005850861815626896,3
item_R1013,0.00700896375251855,0.0058372138760444045,3
item_ALPRAZOLAM,0.006987429388204805,0.005819279600076888,3
item_80358,0.006950532741713741,0.005788551289233541,3
item_97014,0.006948501197548731,0.0057868593761050795,3
item_99233,0.006946392988034277,0.00578510361444531,3
item_ATORVASTATIN CALCIUM,0.006934931452028984,0.00577555820382925,3
item_H0015,0.006932531712134791,0.005773559649477439,3
item_80061,0.006906779186464265,0.005752112399142728,3
item_93306,0.006893389889846153,0.005740961508544722,3
item_M25569,0.006891500355279195,0.005739387864025652,3
item_80324,0.006885613316428691,0.005734485013036499,3
item_G8419,0.00688179977481172,0.0057313090145823115,3
item_R222,0.0068300775519552085,0.005688233648862321,3
item_72100,0.006814232761542844,0.005675037770880382,3
item_F1010,0.006811573573690685,0.0056728231427587775,3
item_TIZANIDINE HYDROCHLORIDE,0.006804589843308339,0.005667006943769343,3
item_80321,0.0068042777222450355,0.005666747002718704,3
item_72070,0.006791826932402517,0.0056563777204963,3
item_G629,0.006791456471622,0.0056560691928900925,3
item_CITALOPRAM HYDROBROMIDE,0.006739668052273253,0.005612938697325425,3
item_R634,0.006738881204155067,0.005612283393500782,3
item_G0103,0.006738345590633698,0.005611837323184323,3
item_97110,0.006669663270972442,0.005554637228630897,3
item_LYRICA,0.006653076089622191,0.00554082307170829,3
item_E559,0.006640714057063938,0.0055305277084373335,3
item_80360,0.006640219439965069,0.005530115780812254,3
item_BYSTOLIC,0.0066346523582036625,0.0055254793968824495,3
item_90472,0.006621574377767331,0.005514587777012656,3
item_ACETAMINOPHEN/CODEINE,0.006620345116487187,0.005513564022110348,3
item_TIZANIDINE HCL,0.006604965997981864,0.00550075596558297,3
item_J7620,0.006602188533324568,0.005498442834025974,3
item_FLUTICASONE PROPIONATE,0.006601826273247436,0.005498141136139719,3
item_82306,0.006595716883641565,0.005493053106719002,3
item_R109,0.006592741631863765,0.005490575253847263,3
item_64484,0.006577782791889831,0.005478117214207095,3
item_99223,0.006576733717156963,0.005477243522488328,3
item_76830,0.0065496686150852655,0.0054547031306489925,3
item_J3490,0.006548786615095449,0.005453968582324731,3
item_83992,0.006495836156824154,0.005409870316064893,3
item_M5417,0.006478741809235949,0.005395633780327646,3
item_J342,0.006470990478588995,0.0053891783075348315,3
item_80306,0.006437999622713187,0.005361702822070715,3
item_J440,0.006402345621895623,0.005332009412936732,4
item_TRIAMCINOLONE ACETONIDE,0.006388317802619625,0.005320326747107697,3
item_IBUPROFEN,0.006384381698121371,0.005317048675682871,3
item_E782,0.006383202312172828,0.00531606645801602,3
item_L1830,0.006381564537218851,0.005314702484249746,4
item_83690,0.006379032657140163,0.0053125938807457715,3
item_M519,0.006377371107901742,0.005311210107250473,4
item_BD VEO INSULIN SYRINGE UL,0.006376899484073891,0.00531081732890985,4
item_11043,0.006376691596617324,0.005310644195820712,4
item_R100,0.006376198728798635,0.005310233725033318,4
item_I671,0.006375752102967072,0.005309861765554934,4
item_G0442,0.006373823473529542,0.005308255561997318,4
item_J42,0.0063725895196536176,0.005307227899001578,4
item_S9032XA,0.006372562233756581,0.005307205174727003,4
item_J3411,0.006370701368201221,0.00530565540636969,4
item_NYAMYC,0.006370251081643746,0.005305280398161017,4
item_73000,0.006370175534527826,0.005305217480918338,4
item_F312,0.0063697808708940455,0.005304888796661889,4
item_G0177,0.0063609320813559815,0.005297519336795697,4
item_99202,0.006350232227048816,0.005288608270875147,3
item_K7290,0.006350028481321797,0.005288438587106343,4
item_80373,0.006341518053203093,0.00528135092181663,3
item_F331,0.006328132794241849,0.00527020339386502,3
item_Z760,0.006325622128065957,0.005268112457749854,3
item_TRUE METRIX BLOOD GLUCOSE,0.0062865547660478065,0.0052355763289118566,3
item_99051,0.0062742370088624535,0.005225317839111812,3
item_99386,0.006271673621968765,0.005223182996063134,3
item_CLINDAMYCIN HYDROCHLORIDE,0.006266927351878571,0.0052192302015262836,3
item_G0467,0.0062576914747605045,0.005211538366902135,3
item_AMLODIPINE BESYLATE,0.006238837293439104,0.005195836204254884,3
item_POTASSIUM CHLORIDE ER,0.006231395548608189,0.005189638561104941,3
item_87077,0.006220300182530326,0.005180398104581503,3
item_73502,0.006203739242875694,0.005166605802300355,3
item_M5416,0.006188947358648111,0.005154286806951711,3
item_90834,0.006180507638659923,0.005147258028894858,3
item_Z1211,0.006164442347139537,0.005133878512906948,3
item_PROGESTERONE,0.006131438237061988,0.005106391989062116,3
item_84439,0.006129644714083386,0.005104898305033014,3
item_M542,0.006118504773834854,0.005095620726193535,3
item_82248,0.006114797932895527,0.0050925335903298985,3
item_Z008,0.006113824825012296,0.005091723165416966,3
item_99343,0.006111120970450037,0.005089471337910516,3
item_Z981,0.0061025061750418705,0.00508229675332549,3
item_OLANZAPINE,0.006101499789273451,0.005081458613882985,3
item_90686,0.006097021825258716,0.005077729270344313,3
item_F200,0.006094683476659818,0.00507578184396711,3
item_E1169,0.006092329211648635,0.005073821162063708,3
item_99220,0.006091951253873476,0.005073506390801134,3
item_METHOCARBAMOL,0.006078477793090171,0.005062285406498799,3
item_99407,0.006074402615229826,0.005058891511824253,3
item_G9906,0.006058130838368322,0.005045340030458732,3
item_ACYCLOVIR,0.006043763214971044,0.005033374368540415,3
item_R0602,0.00604099357338235,0.005031067752201105,3
item_85014,0.0060361600616010555,0.005027042300930986,3
item_82570,0.006035245513864695,0.005026280646152122,3
item_SULFAMETHOXAZOLE/TRIMETHO,0.006025249845261434,0.0050179560410419394,3
item_J1885,0.006024973678015859,0.005017726043094326,3
item_20610,0.006022139227357625,0.005015365452385427,3
item_D696,0.0060210809624806965,0.005014484106919499,3
item_80366,0.006016889897072246,0.005010993698633562,3
item_DICLOFENAC SODIUM DR,0.006010238346626274,0.005005454146150289,3
item_T402X1A,0.006010081395120148,0.005005323433602504,4
item_DULOXETINE HYDROCHLORIDE,0.005994842804293735,0.004992632411510781,3
item_84295,0.005991541147756474,0.004989882721822871,3
item_PREDNISONE,0.0059913163601916074,0.004989695513964601,3
item_82274,0.005989341244525053,0.004988050595688135,3
item_METOPROLOL TARTRATE,0.005982587278760347,0.004982425749552228,3
item_VENLAFAXINE HCL ER,0.0059797103411937825,0.004980029774843694,3
item_ESCITALOPRAM OXALATE,0.005978533785423697,0.004979049914209571,3
item_86376,0.005963383332289115,0.004966432295059556,3
item_METHYLPREDNISOLONE DOSE P,0.005961498553438837,0.0049648626112023435,3
item_80365,0.005960149154885346,0.004963738803427204,3
item_84153,0.005958148701726243,0.004962072783548802,3
item_Z1389,0.005952581943347661,0.004957436668939082,3
item_97112,0.005945611898492288,0.004951631867547177,3
item_K0889,0.005941087547447645,0.004947863891904786,3
item_72141,0.0059286462449716325,0.004937502510962711,3
item_87804,0.005927641007750392,0.004936665328054691,3
item_NOVOLOG,0.005925443436652126,0.004934835144169978,3
item_87880,0.005920652100209769,0.004930844817417885,3
item_RANITIDINE HYDROCHLORIDE,0.0059191441565778794,0.0049295889699341264,3
item_M461,0.005918878154523221,0.0049293674377734065,3
item_G8420,0.005911859438011,0.004923522101591943,3
item_R6889,0.005908180097711853,0.0049204578688455325,3
item_R399,0.005906482201035301,0.004919043824431778,3
item_K047,0.005905945598348894,0.0049185969303176666,3
item_B351,0.005904816987941304,0.004917656999599739,3
item_90833,0.0058933813221442154,0.004908133134242526,3
item_84460,0.005866749170308891,0.004885953312555445,3
item_METFORMIN HYDROCHLORIDE,0.00586415313357922,0.004883791278029912,3
item_CHLORHEXIDINE GLUCONATE,0.005857417642869486,0.0048781818183121755,3
item_Z7901,0.005828022301626181,0.00485370075379892,3
item_DOK,0.005822549761779978,0.0048491431063840676,3
item_R748,0.005821546227988742,0.004848307342128734,3
item_Z0001,0.005813950808527894,0.004841981715483096,3
item_51701,0.005806358695147728,0.004835658842211668,3
item_F314,0.005803588332411763,0.004833351625285594,3
item_I38,0.005801698485232274,0.0048317777204161675,4
item_80371,0.00579755216214677,0.004828324574487061,3
item_J0696,0.005789589724443749,0.004821693287254265,3
item_Z952,0.005778288597583559,0.004812281468781165,4
item_R112,0.005774684446894716,0.0048092798555391635,3
item_J9611,0.005774200426065702,0.004808876752712672,4
item_73110,0.005772096622995561,0.0048071246608333154,3
item_90838,0.005770097578780263,0.004805459814353239,4
item_K5903,0.005769891138374613,0.004805287886398838,4
item_F4312,0.0057693684627604935,0.004804852591046325,3
item_I252,0.005768481944286445,0.004804114279632426,4
item_82043,0.0057682886667019375,0.004803953313955038,3
item_LISINOPRIL,0.005763134681649975,0.004799660965738594,3
item_G0438,0.0057619644590207394,0.004798686379478681,3
item_DIAZEPAM,0.00575505294194707,0.004792930321266446,3
item_29581,0.005754419048052337,0.004792402400967679,4
item_WARFARIN SODIUM,0.005753095074489698,0.004791299767664921,3
item_BENZONATATE,0.005752905090712364,0.004791141545140104,3
item_95913,0.005745034815096483,0.004784587012450901,3
item_Unknown,0.0057368011566902395,0.004777729846856021,3
item_Z720,0.005733120181549237,0.004774664252578591,3
item_M5432,0.005731733625578782,0.0047735094993174194,3
item_F1920,0.005727034656155622,0.004769596097780692,3
item_J00,0.005725785718511867,0.004768555955984863,3
item_86140,0.005720127151504934,0.004763843381199535,3
item_M25512,0.005714197828362322,0.0047589053149538416,3
item_G8918,0.0057134288829399854,0.004758264920874535,3
item_J1040,0.005709941901334874,0.004755360888534012,3
item_97140,0.00570793294986394,0.004753687791081022,3
item_74174,0.005706060426079973,0.004752128313503318,3
item_85041,0.005705691421306304,0.004751820998490537,3
item_N179,0.005699165772971763,0.004746386299959691,3
item_HYDROCODONE POLISTIREX/CH,0.005698773755630442,0.004746059819591806,3
item_82607,0.005692427662575142,0.004740774658511075,3
item_LOVASTATIN,0.0056858592784353335,0.004735304368693939,3
item_97530,0.005682668703670955,0.0047326471902657445,3
item_82746,0.005675643421006739,0.0047267963856534425,3
item_SYMBICORT,0.005673302407316164,0.004724846739731287,3
item_PAROXETINE HCL,0.005673167466605704,0.004724734358241618,3
item_CEFDINIR,0.005670432005874848,0.00472245620844668,3
item_LEVETIRACETAM,0.005668112473588161,0.004720524452693925,3
item_DOXEPIN HCL,0.0056608812243275014,0.0047145021147255925,3
item_RISPERIDONE,0.005659185061680317,0.0047130895144483235,3
item_G0378,0.00565833715331314,0.004712383358351465,3
item_R410,0.0056567170483965215,0.004711034100567598,3
item_HYDROXYZINE PAMOATE,0.0056505998741341,0.004705939587919568,3
item_76856,0.005647876265486626,0.0047036713087913965,3
item_ZOLPIDEM TARTRATE,0.005646204133976386,0.00470227872215537,3
item_87340,0.005643640180196655,0.004700143406991954,3
item_SERTRALINE HYDROCHLORIDE,0.005642048740671784,0.004698818022355157,3
item_R52,0.00563604674321313,0.004693819431395538,3
item_CETIRIZINE HYDROCHLORIDE,0.005635338339976517,0.0046932294581343535,3
item_D485,0.005630091216984214,0.004688859542663044,3
item_NAPROXEN,0.005628917942663565,0.004687882414889707,3
item_84480,0.005621658963045998,0.004681836982491179,3
item_SYNTHROID,0.005620742830015654,0.004681074007445815,3
item_82565,0.00562016486608396,0.004680592666808161,3
item_M170,0.005618814124267933,0.0046794677403354515,3
item_M5440,0.005615732834623915,0.004676901576876593,3
item_CEPHALEXIN,0.005611414389819449,0.0046733050843242524,3
item_90715,0.005605942127557805,0.004668747668087716,3
item_LEVOFLOXACIN,0.00559732718099329,0.0046615729576164715,3
item_99199,0.005591284796208172,0.004656540731233589,3
item_LORATADINE,0.005581192816290838,0.004648135916015497,3
item_BREO ELLIPTA,0.005580663571599094,0.004647695149795617,3
item_MELOXICAM,0.005574471816772287,0.004642538524869556,3
item_82533,0.005571913350527156,0.004640407779841505,3
item_31231,0.005568926749814028,0.004637920475335383,3
item_METOPROLOL SUCCINATE ER,0.005565555841488951,0.004635113111287747,3
item_SPIRONOLACTONE,0.005564240834316673,0.004634017945385318,3
item_F259,0.005558385943970452,0.004629141868353332,3
item_70491,0.005549144708521734,0.004621445571197612,3
item_20552,0.0055487608000365125,0.00462112584405731,3
item_99217,0.005548674061626979,0.004621053606467619,3
item_K828,0.005547246281824988,0.004619864521123995,3
item_HYDROXYZINE HYDROCHLORIDE,0.005543024552945665,0.004616348575648256,3
item_G0145,0.005541460279987161,0.004615045815904917,3
item_R5383,0.005540006517353303,0.004613835091507066,3
item_M5412,0.005531292567766809,0.004606577929216399,3
item_F4310,0.005529903568570524,0.004605421141184864,3
item_G8998,0.005529179417433269,0.0046048180527375575,3
item_CLINDAMYCIN HCL,0.0055287490563261385,0.004604459638867127,3
item_83605,0.0055252192043755664,0.004601519903192383,3
item_K5900,0.005518571790520242,0.004595983795749658,3
item_80354,0.005517412958087451,0.004595018695487259,3
item_M792,0.005515751552995657,0.0045936350420403334,3
item_L03113,0.005514745694213205,0.004592797341482935,3
item_LEVOTHYROXINE SODIUM,0.005514482515035216,0.004592578160273859,3
item_M79605,0.0055134449244184786,0.004591714032770917,3
item_FINASTERIDE,0.005513279288574105,0.004591576087721793,3
item_84165,0.005513140111999143,0.004591460178514203,3
item_G0101,0.005507181392502699,0.00458649763036069,3
item_CHLORZOXAZONE,0.005506679686516203,0.004586079798959433,3
item_E6601,0.00550557036567537,0.004585155933002391,3
item_97012,0.005505552081324617,0.004585140705406744,3
item_Z1239,0.005503188038966169,0.0045831718807208795,3
item_Z79891,0.005502190000051338,0.004582340692715322,3
item_NITROFURANTOIN MONOHYDRAT,0.0054927460523531615,0.00457447557249286,3
item_ARIPIPRAZOLE,0.005491916439064836,0.004573784652926237,3
item_73630,0.0054865174000963135,0.004569288218603398,3
item_DEXILANT,0.005483163600530499,0.004566495103093845,3
item_95819,0.005481022802170014,0.00456471220075095,3
item_ALBUTEROL SULFATE,0.005477413609746857,0.00456170638864553,3
item_J309,0.005476566008949413,0.004561000488699278,3
item_J7030,0.0054754506409695255,0.004560071586556397,3
item_M5137,0.005469720659440536,0.004555299536240331,3
item_GUAIFENESIN/CODEINE,0.0054686333129653885,0.004554393971001745,3
item_DOXYCYCLINE HYCLATE,0.005468328289299738,0.004554139940814612,3
item_99058,0.005467044698506579,0.004553070939139964,3
item_BUSPIRONE HYDROCHLORIDE,0.005462679439129583,0.0045494354584173285,3
item_87040,0.005457463301225076,0.004545091347985225,3
item_ROSUVASTATIN CALCIUM,0.005456677420184952,0.004544436849563731,3
item_MUCINEX,0.005456096187227152,0.004543952786411704,3
item_99211,0.005453432712043135,0.00454173458770907,3
item_76942,0.00545019073994752,0.004539034604491798,3
item_00812,0.005449915780933397,0.004538805612784999,3
item_J2710,0.005449337495155434,0.004538324004106935,3
item_ACETAMINOPHEN/CODEINE PHO,0.0054472491415469785,0.004536584778867401,3
item_ASPIRIN LOW DOSE,0.005446464356903961,0.004535931193548703,3
item_43239,0.0054438824874261,0.004533780957811375,3
item_73060,0.005442974152843495,0.004533024477478919,3
item_MORPHINE SULFATE ER,0.005437619211074155,0.004528564768240136,3
item_86200,0.00543744379160856,0.004528418675183466,3
item_87186,0.005435457897756435,0.0045267647806051395,3
item_F319,0.005431910577437226,0.004523810496901986,3
item_NYSTATIN,0.005431764509994441,0.004523688848833317,3
item_80357,0.005430407417104727,0.004522558633051551,3
item_TOPIRAMATE,0.00542984454925892,0.004522089864754848,3
item_L03116,0.005429660787541366,0.004521936824093565,3
item_86695,0.005429455513943995,0.0045217658678818815,3
item_87661,0.00542747490509066,0.004520116374762796,3
item_S9083,0.005424386036127489,0.0045175438990859695,3
item_J1439,0.00542341845912491,0.004516738080407914,3
item_84481,0.005419189904542383,0.004513216450341577,3
item_F330,0.005417493768557197,0.004511803872268987,3
item_74018,0.005416591664460798,0.004511052580817773,3
item_M25562,0.0054162454864534176,0.004510764276420773,3
item_ONETOUCH VERIO TEST STRIP,0.005413505854527584,0.004508482652766066,3
item_N393,0.005412717201452305,0.00450782584573482,3
item_80050,0.005411165791017804,0.0045065337981746575,3
item_HYDROXYZINE HCL,0.00540986031197257,0.004505446567498798,3
item_JANUVIA,0.005409404061651569,0.004505066592541196,3
item_ROPINIROLE HYDROCHLORIDE,0.005408887949558767,0.004504636763428637,3
item_M7989,0.005407939943090685,0.004503847243507368,3
item_AMITRIPTYLINE HYDROCHLORI,0.005405922225058769,0.0045021668450762,3
item_M5030,0.005404924945572659,0.004501336289539011,3
item_95117,0.005404511571856447,0.00450099202312853,3
item_80164,0.005403957428047793,0.004500530520395258,3
item_73030,0.005403386501351658,0.004500055040516839,3
item_F902,0.005401645426659541,0.004498605036534667,3
item_80355,0.005401475419430224,0.004498463450903319,3
item_FUROSEMIDE,0.005400918829702557,0.004497999911156743,3
item_D72829,0.005400627917181896,0.004497757633030864,3
item_I119,0.0053991057910401825,0.0044964899740517015,3
item_PROMETHAZINE HCL,0.0053978625408766245,0.004495454568910177,3
item_99000,0.00539755526195517,0.0044951986604981125,3
item_R935,0.00539483126435311,0.0044929300574403,3
item_83721,0.005394143165925729,0.004492356994455497,3
item_86709,0.005393944358795688,0.004492191423655147,3
item_M5116,0.005391010717512601,0.004489748224887167,3
item_S93401A,0.0053865588845279245,0.004486040643825323,3
item_88141,0.0053846290536037475,0.004484433439644109,3
item_J2310,0.005382504175060914,0.004482663795663474,3
item_FLUOXETINE HCL,0.005382418684648603,0.004482592597432376,3
item_C9113,0.005382124128173056,0.004482347284543473,3
item_F333,0.005382023448778107,0.004482263436605036,3
item_CLOTRIMAZOLE/BETAMETHASON,0.0053814975207164785,0.004481825432545159,3
item_B353,0.005381037135039894,0.004481442013575596,3
item_83735,0.005377863522740722,0.004478798961848691,3
item_G43009,0.005376452518415377,0.00447762384747831,3
item_I2699,0.0053763888394586165,0.004477570814290646,3
