feature,importance_normalized,importance_scaled,n_models,models
item_OXYCODONE HCL ER,0.00425302322886699,0.0005693535795738546,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_AQUALANCE LANCETS UL,0.004241223915327355,0.0005677740016974142,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_DEMECLOCYCLINE HCL,0.00423857623688932,0.000567419556138306,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_METHYLDOPA,0.004235865025239096,0.000567056605367767,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_CALCIUM + D3,0.004221596936464777,0.0005651465317612562,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_SULFACETAMIDE SODIUM,0.0035823351597807336,0.0004795683533094158,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_ENALAPRIL MALEATE/HYDROCH,0.002957310809145595,0.0003958961436352303,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_AMLODIPINE/OLMESARTAN MED,0.002325890133524221,0.00031136765588988055,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_ZINC SULFATE,0.0022014835837527707,0.00029471331129236054,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
item_CHOLESTYRAMINE LIGHT,0.0,0.0,5,"catboost,catboost_rare,xgboost,xgboost_rare,xgboost_rf"
