feature,scaled_importance_mean,scaled_importance_std,scaled_importance_count,importance_mean,importance_std,recall_mean,logloss_mean
item_FUROSEMIDE,0.0010455723334721336,3.924848390294743e-05,25,0.009130174202259029,0.0003038154366362257,0.11450917113972403,0.6720367787103395
item_CEPHALEXIN,0.0005776350978355216,3.185285141481433e-05,25,0.005044291500642144,0.00026678773217303384,0.11450917113972403,0.6720367787103395
item_HYDROCODONE BITARTRATE/AC,0.0005007915586275354,3.0033561784596228e-05,25,0.004372246188296508,0.00023667512325443354,0.11450917113972403,0.6720367787103395
item_PREDNISONE,0.0004219515734631807,3.0323838594248544e-05,25,0.00368386735601146,0.00024532606291537666,0.11450917113972403,0.6720367787103395
item_ELIQUIS,0.0003787473274996273,3.35088402736564e-05,25,0.0033074060657951065,0.0002865202523515371,0.11450917113972403,0.6720367787103395
item_TRAMADOL HCL,0.0003743162639820403,2.5891925721908946e-05,25,0.0032682846511015266,0.0002127462172619582,0.11450917113972403,0.6720367787103395
item_WARFARIN SODIUM,0.00035909024152888067,2.8368977099942328e-05,25,0.0031348503309513603,0.00023113094644113455,0.11450917113972403,0.6720367787103395
item_ONDANSETRON ODT,0.0003562148584379208,1.0144730467855365e-05,25,0.0031114038265222105,0.00010236596820065553,0.11450917113972403,0.6720367787103395
item_PANTOPRAZOLE SODIUM,0.0003428467693883842,2.4835916782023393e-05,25,0.0029950933579214294,0.00022886907320310274,0.11450917113972403,0.6720367787103395
item_GABAPENTIN,0.0002990243581573328,2.963899044028107e-05,25,0.002610597029670364,0.00024927542408994657,0.11450917113972403,0.6720367787103395
item_SULFAMETHOXAZOLE/TRIMETHO,0.00028796652141731944,2.2423611625786352e-05,25,0.0025137814074488755,0.00017791829715160123,0.11450917113972403,0.6720367787103395
item_CLOPIDOGREL,0.0002768825068567212,3.6994098975515784e-05,25,0.002416438897487405,0.0003101429836163667,0.11450917113972403,0.6720367787103395
item_OMEPRAZOLE,0.00026404815906108794,2.9622306208922115e-05,25,0.0023061876378964014,0.0002598531653999792,0.11450917113972403,0.6720367787103395
item_ISOSORBIDE MONONITRATE ER,0.00023157270959775034,2.233937270563771e-05,25,0.0020220634241117073,0.00019213011287857798,0.11450917113972403,0.6720367787103395
item_CIPROFLOXACIN HYDROCHLORI,0.00022096266974574834,1.757883553053646e-05,25,0.0019298580696150453,0.00015516537370955367,0.11450917113972403,0.6720367787103395
item_AMOXICILLIN/CLAVULANATE P,0.00019875363015152428,2.86276936029558e-05,25,0.0017355682154970846,0.00024775216128353835,0.11450917113972403,0.6720367787103395
item_QUETIAPINE FUMARATE,0.00018902934624670149,2.4761754641693423e-05,25,0.001649553791945207,0.00020545499206997255,0.11450917113972403,0.6720367787103395
item_LEVOTHYROXINE SODIUM,0.00018374861183403915,2.8276221116263e-05,25,0.0016033193927618805,0.00023563772687780284,0.11450917113972403,0.6720367787103395
item_NITROFURANTOIN MONOHYDRAT,0.00017681894799756283,1.821967640122325e-05,25,0.0015435176342740449,0.00015091397958351762,0.11450917113972403,0.6720367787103395
